performance_id,match_id,match_date,competition,opponent,home_away,match_result,player_name,team_name,started,minutes_played,position,formation_position,substituted_in,substituted_out,goals,assists,shots_total,shots_on_target,passes_total,passes_completed,pass_accuracy,tackles_total,tackles_won,tackle_success_rate,interceptions,clearances,blocks,yellow_cards,red_cards,fouls_committed,fouls_suffered,touches,rating,distance_covered,goals_per_90,assists_per_90
108,8,2024-01-23,La Liga,Real Sociedad,Unknown,Unknown,Dani Carvajal,Real Madrid,1,86,Unknown,Unknown,0,0,0,0,2,0,88,78,85.0,4,2.8,70.0,2,0,1,0,0,2,1,42,7.19,10.5,0.0,0.0
109,8,2024-01-23,La Liga,Real Sociedad,Unknown,Unknown,Jude Bellingham,Real Madrid,1,54,Unknown,Unknown,0,0,0,1,1,1,108,98,85.0,6,4.199999999999999,70.0,2,2,1,0,0,1,2,56,7.88,10.5,0.0,1.6666666666666667
110,8,2024-01-23,La Liga,Real Sociedad,Unknown,Unknown,Vinícius Jr.,Real Madrid,1,78,Unknown,Unknown,0,0,1,0,5,1,39,29,85.0,1,0.7,70.0,2,2,0,0,0,1,0,81,9.18,10.5,1.1538461538461537,0.0
111,8,2024-01-23,La Liga,Real Sociedad,Unknown,Unknown,Mariano Díaz,Real Madrid,1,85,Unknown,Unknown,0,0,1,0,4,0,36,26,85.0,1,0.7,70.0,2,2,3,0,0,1,3,53,8.82,10.5,1.0588235294117647,0.0
112,8,2024-01-23,La Liga,Real Sociedad,Unknown,Unknown,Antonio Rüdiger,Real Madrid,1,38,Unknown,Unknown,0,0,0,0,2,0,32,22,85.0,2,1.4,70.0,1,2,1,0,0,2,3,32,7.75,10.5,0.0,0.0
113,8,2024-01-23,La Liga,Real Sociedad,Unknown,Unknown,David Alaba,Real Madrid,1,35,Unknown,Unknown,0,0,0,0,2,0,91,81,85.0,8,5.6,70.0,2,1,1,0,0,2,1,73,6.42,10.5,0.0,0.0
114,8,2024-01-23,La Liga,Real Sociedad,Unknown,Unknown,Nacho,Real Madrid,1,33,Unknown,Unknown,0,0,0,0,0,0,77,67,85.0,8,5.6,70.0,3,2,2,0,0,3,4,116,6.65,10.5,0.0,0.0
115,8,2024-01-23,La Liga,Real Sociedad,Unknown,Unknown,Kepa Arrizabalaga,Real Madrid,1,78,Unknown,Unknown,0,0,0,0,0,0,50,40,85.0,1,0.7,70.0,2,1,3,0,0,2,0,76,8.22,10.5,0.0,0.0
116,8,2024-01-23,La Liga,Real Sociedad,Unknown,Unknown,Andriy Lunin,Real Madrid,1,51,Unknown,Unknown,0,0,0,0,0,0,94,84,85.0,2,1.4,70.0,0,1,3,0,0,3,0,54,7.42,10.5,0.0,0.0
117,8,2024-01-23,La Liga,Real Sociedad,Unknown,Unknown,Federico Valverde,Real Madrid,1,90,Unknown,Unknown,0,0,1,0,3,0,36,26,85.0,5,3.5,70.0,0,2,1,0,0,1,3,88,7.76,10.5,1.0,0.0
118,8,2024-01-23,La Liga,Real Sociedad,Unknown,Unknown,Marco Asensio,Real Madrid,1,18,Unknown,Unknown,0,0,0,0,2,2,38,28,85.0,1,0.7,70.0,3,2,3,0,0,1,1,51,6.79,10.5,0.0,0.0
119,9,2023-09-18,La Liga,Real Betis,Unknown,Unknown,Fran García,Real Madrid,1,41,Unknown,Unknown,0,0,0,0,2,1,42,32,85.0,5,3.5,70.0,4,6,2,0,0,3,2,30,6.86,10.5,0.0,0.0
120,9,2023-09-18,La Liga,Real Betis,Unknown,Unknown,Aurélien Tchouaméni,Real Madrid,1,82,Unknown,Unknown,0,0,0,0,3,2,101,91,85.0,4,2.8,70.0,0,0,0,0,0,3,2,38,6.48,10.5,0.0,0.0
121,9,2023-09-18,La Liga,Real Betis,Unknown,Unknown,Marco Asensio,Real Madrid,1,43,Unknown,Unknown,0,0,0,0,2,2,66,56,85.0,0,0.0,70.0,1,0,2,0,0,3,4,36,7.34,10.5,0.0,0.0
122,9,2023-09-18,La Liga,Real Betis,Unknown,Unknown,Toni Kroos,Real Madrid,1,50,Unknown,Unknown,0,0,0,0,3,2,50,40,85.0,3,2.0999999999999996,70.0,4,2,3,0,0,2,2,50,8.31,10.5,0.0,0.0
123,9,2023-09-18,La Liga,Real Betis,Unknown,Unknown,Dani Carvajal,Real Madrid,1,85,Unknown,Unknown,0,0,0,1,1,1,61,51,85.0,3,2.0999999999999996,70.0,2,4,2,0,0,2,3,22,8.09,10.5,0.0,1.0588235294117647
124,9,2023-09-18,La Liga,Real Betis,Unknown,Unknown,Jesús Vallejo,Real Madrid,1,85,Unknown,Unknown,0,0,0,0,2,0,105,95,85.0,4,2.8,70.0,3,6,1,0,0,3,4,23,7.04,10.5,0.0,0.0
125,9,2023-09-18,La Liga,Real Betis,Unknown,Unknown,Rodrygo,Real Madrid,1,84,Unknown,Unknown,0,0,0,0,7,1,69,59,85.0,3,2.0999999999999996,70.0,1,0,3,0,0,3,0,95,6.17,10.5,0.0,0.0
126,9,2023-09-18,La Liga,Real Betis,Unknown,Unknown,Karim Benzema,Real Madrid,1,57,Unknown,Unknown,0,0,0,0,5,4,46,36,85.0,1,0.7,70.0,4,2,2,0,0,2,4,45,6.98,10.5,0.0,0.0
127,9,2023-09-18,La Liga,Real Betis,Unknown,Unknown,Luka Modrić,Real Madrid,1,76,Unknown,Unknown,0,0,0,1,3,3,99,89,85.0,4,2.8,70.0,1,2,0,0,0,0,0,70,6.48,10.5,0.0,1.1842105263157894
128,9,2023-09-18,La Liga,Real Betis,Unknown,Unknown,Mariano Díaz,Real Madrid,1,84,Unknown,Unknown,0,0,0,0,1,1,33,23,85.0,1,0.7,70.0,1,1,0,0,0,3,4,68,7.8,10.5,0.0,0.0
129,9,2023-09-18,La Liga,Real Betis,Unknown,Unknown,Éder Militão,Real Madrid,1,80,Unknown,Unknown,0,0,1,0,3,1,62,52,85.0,3,2.0999999999999996,70.0,4,6,2,0,0,3,0,77,7.43,10.5,1.125,0.0
130,9,2023-09-18,La Liga,Real Betis,Unknown,Unknown,David Alaba,Real Madrid,1,38,Unknown,Unknown,0,0,0,0,1,1,57,47,85.0,8,5.6,70.0,0,4,3,0,0,3,2,61,6.39,10.5,0.0,0.0
131,9,2023-09-18,La Liga,Real Betis,Unknown,Unknown,Ferland Mendy,Real Madrid,1,87,Unknown,Unknown,0,0,0,0,0,0,106,96,85.0,7,4.8999999999999995,70.0,1,0,1,0,0,0,3,29,6.4,10.5,0.0,0.0
132,9,2023-09-18,La Liga,Real Betis,Unknown,Unknown,Jude Bellingham,Real Madrid,1,56,Unknown,Unknown,0,0,0,0,5,2,40,30,85.0,4,2.8,70.0,1,1,1,0,0,3,3,53,6.57,10.5,0.0,0.0
133,10,2024-01-28,La Liga,Real Betis,Unknown,Unknown,Andriy Lunin,Real Madrid,1,78,Unknown,Unknown,0,0,0,0,0,0,75,65,85.0,1,0.7,70.0,4,0,3,0,0,0,4,81,7.39,10.5,0.0,0.0
134,10,2024-01-28,La Liga,Real Betis,Unknown,Unknown,Eden Hazard,Real Madrid,1,76,Unknown,Unknown,0,0,0,0,6,4,103,93,85.0,3,2.0999999999999996,70.0,4,1,3,0,0,2,4,84,6.56,10.5,0.0,0.0
135,10,2024-01-28,La Liga,Real Betis,Unknown,Unknown,Luka Modrić,Real Madrid,1,63,Unknown,Unknown,0,0,1,0,3,3,39,29,85.0,1,0.7,70.0,3,1,0,0,0,0,4,76,8.77,10.5,1.4285714285714286,0.0
136,10,2024-01-28,La Liga,Real Betis,Unknown,Unknown,Dani Carvajal,Real Madrid,1,87,Unknown,Unknown,0,0,0,0,3,0,101,91,85.0,4,2.8,70.0,4,3,0,0,0,2,3,114,7.39,10.5,0.0,0.0
137,10,2024-01-28,La Liga,Real Betis,Unknown,Unknown,Dani Ceballos,Real Madrid,1,79,Unknown,Unknown,0,0,1,0,4,3,103,93,85.0,2,1.4,70.0,1,2,1,0,0,3,0,65,7.88,10.5,1.139240506329114,0.0
138,10,2024-01-28,La Liga,Real Betis,Unknown,Unknown,Jesús Vallejo,Real Madrid,1,75,Unknown,Unknown,0,0,0,0,2,1,53,43,85.0,6,4.199999999999999,70.0,0,5,1,0,0,1,2,71,7.6,10.5,0.0,0.0
139,10,2024-01-28,La Liga,Real Betis,Unknown,Unknown,Kepa Arrizabalaga,Real Madrid,1,77,Unknown,Unknown,0,0,0,0,0,0,95,85,85.0,1,0.7,70.0,0,1,2,0,0,1,2,62,6.77,10.5,0.0,0.0
140,10,2024-01-28,La Liga,Real Betis,Unknown,Unknown,Eduardo Camavinga,Real Madrid,1,76,Unknown,Unknown,0,0,0,1,5,2,81,71,85.0,5,3.5,70.0,2,1,3,0,0,1,3,38,7.21,10.5,0.0,1.1842105263157894
141,10,2024-01-28,La Liga,Real Betis,Unknown,Unknown,Thibaut Courtois,Real Madrid,1,77,Unknown,Unknown,0,0,0,0,0,0,104,94,85.0,0,0.0,70.0,4,1,0,0,0,1,4,42,7.81,10.5,0.0,0.0
142,10,2024-01-28,La Liga,Real Betis,Unknown,Unknown,Marco Asensio,Real Madrid,1,89,Unknown,Unknown,0,0,0,0,2,2,62,52,85.0,0,0.0,70.0,4,1,0,0,0,0,2,90,8.95,10.5,0.0,0.0
143,10,2024-01-28,La Liga,Real Betis,Unknown,Unknown,Karim Benzema,Real Madrid,1,86,Unknown,Unknown,0,0,0,0,7,3,87,77,85.0,2,1.4,70.0,2,2,2,0,0,2,3,84,8.65,10.5,0.0,0.0
144,11,2023-09-23,La Liga,Villarreal,Unknown,Unknown,Toni Kroos,Real Madrid,1,13,Unknown,Unknown,0,0,0,1,3,3,46,36,85.0,2,1.4,70.0,2,1,1,0,0,1,0,34,7.38,10.5,0.0,6.923076923076923
145,11,2023-09-23,La Liga,Villarreal,Unknown,Unknown,Antonio Rüdiger,Real Madrid,1,18,Unknown,Unknown,0,0,1,0,2,0,47,37,85.0,5,3.5,70.0,4,2,1,0,0,0,4,84,7.81,10.5,5.0,0.0
146,11,2023-09-23,La Liga,Villarreal,Unknown,Unknown,Federico Valverde,Real Madrid,1,53,Unknown,Unknown,0,0,0,0,4,0,51,41,85.0,2,1.4,70.0,2,0,1,0,0,3,3,26,7.86,10.5,0.0,0.0
147,11,2023-09-23,La Liga,Villarreal,Unknown,Unknown,Andriy Lunin,Real Madrid,1,71,Unknown,Unknown,0,0,0,0,0,0,35,25,85.0,2,1.4,70.0,3,0,2,0,0,2,3,49,6.25,10.5,0.0,0.0
148,11,2023-09-23,La Liga,Villarreal,Unknown,Unknown,Eden Hazard,Real Madrid,1,79,Unknown,Unknown,0,0,0,0,4,3,106,96,85.0,1,0.7,70.0,4,2,2,0,0,1,2,23,8.14,10.5,0.0,0.0
149,11,2023-09-23,La Liga,Villarreal,Unknown,Unknown,Dani Carvajal,Real Madrid,1,80,Unknown,Unknown,0,0,0,0,1,1,78,68,85.0,3,2.0999999999999996,70.0,0,6,1,0,0,3,1,29,7.29,10.5,0.0,0.0
150,11,2023-09-23,La Liga,Villarreal,Unknown,Unknown,Ferland Mendy,Real Madrid,1,41,Unknown,Unknown,0,0,0,0,3,2,95,85,85.0,8,5.6,70.0,2,3,1,0,0,3,3,70,6.82,10.5,0.0,0.0
151,11,2023-09-23,La Liga,Villarreal,Unknown,Unknown,Jesús Vallejo,Real Madrid,1,88,Unknown,Unknown,0,0,0,0,3,2,67,57,85.0,2,1.4,70.0,2,4,0,0,0,3,1,91,6.99,10.5,0.0,0.0
152,11,2023-09-23,La Liga,Villarreal,Unknown,Unknown,Dani Ceballos,Real Madrid,1,85,Unknown,Unknown,0,0,0,0,3,2,101,91,85.0,2,1.4,70.0,2,1,3,0,0,0,0,46,8.23,10.5,0.0,0.0
153,11,2023-09-23,La Liga,Villarreal,Unknown,Unknown,Karim Benzema,Real Madrid,1,61,Unknown,Unknown,0,0,0,0,1,1,105,95,85.0,0,0.0,70.0,1,2,1,0,0,0,2,114,7.69,10.5,0.0,0.0
154,11,2023-09-23,La Liga,Villarreal,Unknown,Unknown,David Alaba,Real Madrid,1,82,Unknown,Unknown,0,0,0,0,0,0,80,70,85.0,7,4.8999999999999995,70.0,0,3,2,0,0,3,0,22,6.02,10.5,0.0,0.0
155,11,2023-09-23,La Liga,Villarreal,Unknown,Unknown,Luka Modrić,Real Madrid,1,85,Unknown,Unknown,0,0,0,0,2,1,97,87,85.0,4,2.8,70.0,2,1,3,0,0,3,4,55,7.3,10.5,0.0,0.0
156,11,2023-09-23,La Liga,Villarreal,Unknown,Unknown,Thibaut Courtois,Real Madrid,1,11,Unknown,Unknown,0,0,0,0,0,0,48,38,85.0,2,1.4,70.0,3,0,2,0,0,3,2,20,8.5,10.5,0.0,0.0
157,11,2023-09-23,La Liga,Villarreal,Unknown,Unknown,Fran García,Real Madrid,1,67,Unknown,Unknown,0,0,0,0,0,0,95,85,85.0,7,4.8999999999999995,70.0,3,2,2,0,0,0,1,72,6.75,10.5,0.0,0.0
158,11,2023-09-23,La Liga,Villarreal,Unknown,Unknown,Rodrygo,Real Madrid,1,88,Unknown,Unknown,0,0,0,0,7,1,86,76,85.0,0,0.0,70.0,2,0,2,0,0,1,3,62,8.66,10.5,0.0,0.0
159,12,2024-02-04,La Liga,Villarreal,Unknown,Unknown,Federico Valverde,Real Madrid,1,78,Unknown,Unknown,0,0,0,1,4,0,78,68,85.0,4,2.8,70.0,2,2,3,0,0,1,4,93,8.11,10.5,0.0,1.1538461538461537
160,12,2024-02-04,La Liga,Villarreal,Unknown,Unknown,Karim Benzema,Real Madrid,1,88,Unknown,Unknown,0,0,0,0,6,3,32,22,85.0,2,1.4,70.0,1,1,0,0,0,2,3,78,6.14,10.5,0.0,0.0
161,12,2024-02-04,La Liga,Villarreal,Unknown,Unknown,Jude Bellingham,Real Madrid,1,15,Unknown,Unknown,0,0,0,0,4,3,49,39,85.0,5,3.5,70.0,2,2,3,0,0,3,3,96,8.42,10.5,0.0,0.0
162,12,2024-02-04,La Liga,Villarreal,Unknown,Unknown,Kepa Arrizabalaga,Real Madrid,1,90,Unknown,Unknown,0,0,0,0,0,0,83,73,85.0,2,1.4,70.0,3,0,0,0,0,0,0,25,7.65,10.5,0.0,0.0
163,12,2024-02-04,La Liga,Villarreal,Unknown,Unknown,Dani Ceballos,Real Madrid,1,81,Unknown,Unknown,0,0,0,0,1,1,42,32,85.0,1,0.7,70.0,4,1,1,0,0,3,2,101,7.92,10.5,0.0,0.0
164,12,2024-02-04,La Liga,Villarreal,Unknown,Unknown,Dani Carvajal,Real Madrid,1,76,Unknown,Unknown,0,0,0,0,2,1,50,40,85.0,4,2.8,70.0,1,1,2,0,0,0,0,54,6.19,10.5,0.0,0.0
165,12,2024-02-04,La Liga,Villarreal,Unknown,Unknown,Eden Hazard,Real Madrid,1,70,Unknown,Unknown,0,0,0,0,4,0,44,34,85.0,1,0.7,70.0,3,1,1,0,0,2,2,24,8.12,10.5,0.0,0.0
166,12,2024-02-04,La Liga,Villarreal,Unknown,Unknown,Éder Militão,Real Madrid,1,28,Unknown,Unknown,0,0,0,0,2,2,19,9,85.0,8,5.6,70.0,4,1,0,0,0,3,2,62,7.52,10.5,0.0,0.0
167,12,2024-02-04,La Liga,Villarreal,Unknown,Unknown,Ferland Mendy,Real Madrid,1,47,Unknown,Unknown,0,0,0,0,0,0,73,63,85.0,4,2.8,70.0,3,0,0,0,0,1,0,65,7.88,10.5,0.0,0.0
168,12,2024-02-04,La Liga,Villarreal,Unknown,Unknown,Vinícius Jr.,Real Madrid,1,24,Unknown,Unknown,0,0,1,0,1,0,41,31,85.0,1,0.7,70.0,1,0,3,0,0,1,4,109,6.65,10.5,3.75,0.0
169,12,2024-02-04,La Liga,Villarreal,Unknown,Unknown,David Alaba,Real Madrid,1,35,Unknown,Unknown,0,0,0,0,0,0,38,28,85.0,3,2.0999999999999996,70.0,4,5,1,0,0,1,3,67,6.07,10.5,0.0,0.0
170,12,2024-02-04,La Liga,Villarreal,Unknown,Unknown,Jesús Vallejo,Real Madrid,1,82,Unknown,Unknown,0,0,0,0,1,0,46,36,85.0,2,1.4,70.0,2,4,3,0,0,1,1,59,7.3,10.5,0.0,0.0
171,12,2024-02-04,La Liga,Villarreal,Unknown,Unknown,Luka Modrić,Real Madrid,1,85,Unknown,Unknown,0,0,0,0,0,0,48,38,85.0,5,3.5,70.0,3,0,3,0,0,2,0,101,7.39,10.5,0.0,0.0
172,12,2024-02-04,La Liga,Villarreal,Unknown,Unknown,Antonio Rüdiger,Real Madrid,1,85,Unknown,Unknown,0,0,0,0,1,1,104,94,85.0,4,2.8,70.0,0,5,2,0,0,3,2,50,6.07,10.5,0.0,0.0
173,12,2024-02-04,La Liga,Villarreal,Unknown,Unknown,Andriy Lunin,Real Madrid,1,76,Unknown,Unknown,0,0,0,0,0,0,92,82,85.0,2,1.4,70.0,0,0,1,0,0,3,4,26,6.63,10.5,0.0,0.0
174,12,2024-02-04,La Liga,Villarreal,Unknown,Unknown,Mariano Díaz,Real Madrid,1,29,Unknown,Unknown,0,0,0,0,1,1,36,26,85.0,1,0.7,70.0,0,1,1,0,0,0,0,68,8.13,10.5,0.0,0.0
175,13,2023-10-01,La Liga,Valencia,Unknown,Unknown,Andriy Lunin,Real Madrid,1,81,Unknown,Unknown,0,0,0,0,0,0,108,98,85.0,1,0.7,70.0,2,1,2,0,0,0,3,56,6.81,10.5,0.0,0.0
176,13,2023-10-01,La Liga,Valencia,Unknown,Unknown,Fran García,Real Madrid,1,89,Unknown,Unknown,0,0,0,0,0,0,41,31,85.0,2,1.4,70.0,2,2,1,0,0,0,0,72,7.1,10.5,0.0,0.0
177,13,2023-10-01,La Liga,Valencia,Unknown,Unknown,Luka Modrić,Real Madrid,1,28,Unknown,Unknown,0,0,0,0,0,0,45,35,85.0,2,1.4,70.0,4,1,1,0,0,3,0,97,8.09,10.5,0.0,0.0
178,13,2023-10-01,La Liga,Valencia,Unknown,Unknown,Nacho,Real Madrid,1,34,Unknown,Unknown,0,0,0,0,3,0,87,77,85.0,6,4.199999999999999,70.0,0,1,2,0,0,0,3,36,6.91,10.5,0.0,0.0
179,13,2023-10-01,La Liga,Valencia,Unknown,Unknown,Thibaut Courtois,Real Madrid,1,12,Unknown,Unknown,0,0,0,0,0,0,43,33,85.0,2,1.4,70.0,1,1,1,0,0,2,4,20,8.07,10.5,0.0,0.0
180,13,2023-10-01,La Liga,Valencia,Unknown,Unknown,Mariano Díaz,Real Madrid,1,80,Unknown,Unknown,0,0,0,1,3,1,77,67,85.0,1,0.7,70.0,0,0,2,0,0,2,1,109,8.4,10.5,0.0,1.125
181,13,2023-10-01,La Liga,Valencia,Unknown,Unknown,Antonio Rüdiger,Real Madrid,1,88,Unknown,Unknown,0,0,0,0,1,1,78,68,85.0,5,3.5,70.0,0,0,2,0,0,1,4,21,7.98,10.5,0.0,0.0
182,13,2023-10-01,La Liga,Valencia,Unknown,Unknown,Éder Militão,Real Madrid,1,86,Unknown,Unknown,0,0,0,0,2,2,36,26,85.0,8,5.6,70.0,0,1,1,0,0,2,3,24,7.16,10.5,0.0,0.0
183,13,2023-10-01,La Liga,Valencia,Unknown,Unknown,Marco Asensio,Real Madrid,1,83,Unknown,Unknown,0,0,0,0,5,2,52,42,85.0,1,0.7,70.0,2,1,0,0,0,1,3,112,6.41,10.5,0.0,0.0
184,13,2023-10-01,La Liga,Valencia,Unknown,Unknown,Eden Hazard,Real Madrid,1,87,Unknown,Unknown,0,0,0,0,3,3,107,97,85.0,1,0.7,70.0,0,0,1,0,0,3,4,63,8.18,10.5,0.0,0.0
185,13,2023-10-01,La Liga,Valencia,Unknown,Unknown,Kepa Arrizabalaga,Real Madrid,1,18,Unknown,Unknown,0,0,0,0,0,0,27,17,85.0,0,0.0,70.0,3,2,2,0,0,1,1,76,7.62,10.5,0.0,0.0
186,13,2023-10-01,La Liga,Valencia,Unknown,Unknown,Karim Benzema,Real Madrid,1,88,Unknown,Unknown,0,0,0,1,7,4,98,88,85.0,0,0.0,70.0,1,0,2,0,0,0,4,65,6.59,10.5,0.0,1.0227272727272727
187,13,2023-10-01,La Liga,Valencia,Unknown,Unknown,Rodrygo,Real Madrid,1,82,Unknown,Unknown,0,0,1,0,6,2,89,79,85.0,0,0.0,70.0,4,0,2,0,0,1,2,48,6.96,10.5,1.0975609756097562,0.0
188,13,2023-10-01,La Liga,Valencia,Unknown,Unknown,Federico Valverde,Real Madrid,1,79,Unknown,Unknown,0,0,1,1,5,1,33,23,85.0,5,3.5,70.0,0,1,0,0,0,3,0,117,7.83,10.5,1.139240506329114,1.139240506329114
189,13,2023-10-01,La Liga,Valencia,Unknown,Unknown,Jude Bellingham,Real Madrid,1,76,Unknown,Unknown,0,0,0,0,0,0,76,66,85.0,1,0.7,70.0,3,2,1,0,0,0,2,92,7.27,10.5,0.0,0.0
190,13,2023-10-01,La Liga,Valencia,Unknown,Unknown,Ferland Mendy,Real Madrid,1,15,Unknown,Unknown,0,0,0,0,2,0,50,40,85.0,3,2.0999999999999996,70.0,3,3,0,0,0,1,4,46,6.45,10.5,0.0,0.0
191,14,2024-02-11,La Liga,Valencia,Unknown,Unknown,Karim Benzema,Real Madrid,1,78,Unknown,Unknown,0,0,0,0,1,1,45,35,85.0,1,0.7,70.0,4,1,3,0,0,2,3,86,6.8,10.5,0.0,0.0
192,14,2024-02-11,La Liga,Valencia,Unknown,Unknown,Éder Militão,Real Madrid,1,39,Unknown,Unknown,0,0,0,0,2,0,56,46,85.0,8,5.6,70.0,0,4,3,0,0,2,2,82,6.13,10.5,0.0,0.0
193,14,2024-02-11,La Liga,Valencia,Unknown,Unknown,Antonio Rüdiger,Real Madrid,1,85,Unknown,Unknown,0,0,1,0,2,0,70,60,85.0,7,4.8999999999999995,70.0,0,1,2,0,0,2,4,27,8.45,10.5,1.0588235294117647,0.0
194,14,2024-02-11,La Liga,Valencia,Unknown,Unknown,Eden Hazard,Real Madrid,1,41,Unknown,Unknown,0,0,0,0,5,4,96,86,85.0,2,1.4,70.0,2,2,0,0,0,1,1,81,6.09,10.5,0.0,0.0
195,14,2024-02-11,La Liga,Valencia,Unknown,Unknown,Thibaut Courtois,Real Madrid,1,68,Unknown,Unknown,0,0,0,0,0,0,91,81,85.0,2,1.4,70.0,1,0,0,0,0,3,0,66,6.99,10.5,0.0,0.0
196,14,2024-02-11,La Liga,Valencia,Unknown,Unknown,Dani Carvajal,Real Madrid,1,19,Unknown,Unknown,0,0,0,0,3,2,48,38,85.0,5,3.5,70.0,3,3,1,0,0,2,2,104,7.25,10.5,0.0,0.0
197,14,2024-02-11,La Liga,Valencia,Unknown,Unknown,Dani Ceballos,Real Madrid,1,21,Unknown,Unknown,0,0,1,0,0,0,41,31,85.0,6,4.199999999999999,70.0,0,2,0,0,0,0,3,71,7.38,10.5,4.285714285714286,0.0
198,14,2024-02-11,La Liga,Valencia,Unknown,Unknown,Federico Valverde,Real Madrid,1,77,Unknown,Unknown,0,0,0,0,0,0,105,95,85.0,1,0.7,70.0,1,1,2,0,0,3,3,78,8.03,10.5,0.0,0.0
199,14,2024-02-11,La Liga,Valencia,Unknown,Unknown,Andriy Lunin,Real Madrid,1,39,Unknown,Unknown,0,0,0,0,0,0,34,24,85.0,2,1.4,70.0,1,0,2,0,0,0,4,90,6.17,10.5,0.0,0.0
200,14,2024-02-11,La Liga,Valencia,Unknown,Unknown,Fran García,Real Madrid,1,82,Unknown,Unknown,0,0,0,0,3,1,57,47,85.0,6,4.199999999999999,70.0,4,0,2,0,0,3,4,41,6.54,10.5,0.0,0.0
201,14,2024-02-11,La Liga,Valencia,Unknown,Unknown,Rodrygo,Real Madrid,1,82,Unknown,Unknown,0,0,0,0,4,3,78,68,85.0,0,0.0,70.0,0,1,2,0,0,3,4,83,6.91,10.5,0.0,0.0
202,14,2024-02-11,La Liga,Valencia,Unknown,Unknown,Kepa Arrizabalaga,Real Madrid,1,79,Unknown,Unknown,0,0,0,0,0,0,60,50,85.0,1,0.7,70.0,4,2,1,0,0,0,3,78,6.79,10.5,0.0,0.0
203,14,2024-02-11,La Liga,Valencia,Unknown,Unknown,Jude Bellingham,Real Madrid,1,87,Unknown,Unknown,0,0,0,0,0,0,89,79,85.0,5,3.5,70.0,2,2,2,0,0,0,2,97,6.3,10.5,0.0,0.0
204,14,2024-02-11,La Liga,Valencia,Unknown,Unknown,Toni Kroos,Real Madrid,1,82,Unknown,Unknown,0,0,0,0,5,3,97,87,85.0,3,2.0999999999999996,70.0,1,0,3,0,0,0,0,115,6.97,10.5,0.0,0.0
205,14,2024-02-11,La Liga,Valencia,Unknown,Unknown,David Alaba,Real Madrid,1,86,Unknown,Unknown,0,0,0,0,3,0,62,52,85.0,5,3.5,70.0,2,4,0,0,0,0,3,91,7.54,10.5,0.0,0.0
206,14,2024-02-11,La Liga,Valencia,Unknown,Unknown,Luka Modrić,Real Madrid,1,84,Unknown,Unknown,0,0,0,0,4,1,73,63,85.0,4,2.8,70.0,3,0,3,0,0,1,4,75,6.95,10.5,0.0,0.0
207,15,2023-10-08,La Liga,Sevilla,Unknown,Unknown,Nacho,Real Madrid,1,23,Unknown,Unknown,0,0,0,0,2,1,29,19,85.0,7,4.8999999999999995,70.0,1,1,1,0,0,2,2,53,6.23,10.5,0.0,0.0
208,15,2023-10-08,La Liga,Sevilla,Unknown,Unknown,Luka Modrić,Real Madrid,1,88,Unknown,Unknown,0,0,0,0,1,1,81,71,85.0,6,4.199999999999999,70.0,3,1,2,0,0,2,3,99,7.49,10.5,0.0,0.0
209,15,2023-10-08,La Liga,Sevilla,Unknown,Unknown,Éder Militão,Real Madrid,1,81,Unknown,Unknown,0,0,1,0,3,0,69,59,85.0,2,1.4,70.0,0,6,2,0,0,2,4,114,8.2,10.5,1.1111111111111112,0.0
210,15,2023-10-08,La Liga,Sevilla,Unknown,Unknown,Aurélien Tchouaméni,Real Madrid,1,78,Unknown,Unknown,0,0,0,0,0,0,38,28,85.0,6,4.199999999999999,70.0,0,1,0,0,0,0,0,103,6.34,10.5,0.0,0.0
211,15,2023-10-08,La Liga,Sevilla,Unknown,Unknown,Mariano Díaz,Real Madrid,1,87,Unknown,Unknown,0,0,0,0,1,0,46,36,85.0,3,2.0999999999999996,70.0,4,2,0,0,0,3,4,78,6.62,10.5,0.0,0.0
212,15,2023-10-08,La Liga,Sevilla,Unknown,Unknown,Eden Hazard,Real Madrid,1,70,Unknown,Unknown,0,0,0,0,3,2,90,80,85.0,3,2.0999999999999996,70.0,2,2,3,0,0,2,0,31,7.82,10.5,0.0,0.0
213,15,2023-10-08,La Liga,Sevilla,Unknown,Unknown,Rodrygo,Real Madrid,1,84,Unknown,Unknown,0,0,1,0,4,1,65,55,85.0,3,2.0999999999999996,70.0,2,0,2,0,0,1,3,65,9.29,10.5,1.0714285714285714,0.0
214,15,2023-10-08,La Liga,Sevilla,Unknown,Unknown,Fran García,Real Madrid,1,79,Unknown,Unknown,0,0,0,0,2,2,93,83,85.0,8,5.6,70.0,2,5,1,0,0,3,1,117,7.12,10.5,0.0,0.0
215,15,2023-10-08,La Liga,Sevilla,Unknown,Unknown,Antonio Rüdiger,Real Madrid,1,76,Unknown,Unknown,0,0,0,0,0,0,82,72,85.0,7,4.8999999999999995,70.0,1,3,0,0,0,3,2,28,7.87,10.5,0.0,0.0
216,15,2023-10-08,La Liga,Sevilla,Unknown,Unknown,Dani Carvajal,Real Madrid,1,90,Unknown,Unknown,0,0,0,0,0,0,36,26,85.0,2,1.4,70.0,4,6,0,0,0,0,4,23,6.01,10.5,0.0,0.0
217,15,2023-10-08,La Liga,Sevilla,Unknown,Unknown,Federico Valverde,Real Madrid,1,16,Unknown,Unknown,0,0,0,0,2,2,47,37,85.0,5,3.5,70.0,4,0,1,0,0,1,4,58,8.05,10.5,0.0,0.0
