Date,Competition,Opponent,Player,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,Expected xG,Expected npxG,Expected xAG,SCA,GCA,Passes Cmp,Passes Att,Passes Cmp%,Passes PrgP,Carries Carries,Carries PrgC,Take-Ons Att,Take-Ons Succ,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Season,Position_Group,Take-Ons Succ%,Performance_Score
2023-12-21,La Liga,Alaves,Dani Ceballos,ESP,FW,27,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,,0,0,,0,0,0.0,0,0.0,0.0,0,0,0,0,0,2023-24,Forward,0.0,0.0
2023-12-21,La Liga,Alaves,Brahim Díaz,MAR,FW,24,75,0,0,0,0,3,0,0,0,42,1,0,0,0.1,0.1,0.1,2,0,34,35,97.1,5,32,6,5,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,34,35,97.1,439,146,26,26,100.0,5,5,100.0,2,3,66.7,0,0.1,0.1,1,5,2,1,5,2023-24,Forward,60.0,6.4
2023-12-21,La Liga,Alaves,Joselu,ESP,FW,33,15,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,75.0,24,1,2,3,66.7,0,0,,0,0,0.0,0,0.0,0.0,0,0,0,0,0,2023-24,Forward,0.0,0.0
2023-12-21,La Liga,Alaves,Jude Bellingham,ENG,AM,20,90,0,0,0,0,0,0,1,0,65,0,0,3,0.0,0.0,0.0,1,0,47,53,88.7,4,35,0,4,2,0,0,0,0,0,0,1,1,3,2,1,0,2,0,0,47,53,88.7,641,93,28,29,96.6,17,20,85.0,1,1,100.0,0,0.0,0.0,0,2,0,0,4,2023-24,Midfield,50.0,20.506666666666668
2023-12-21,La Liga,Alaves,Luka Modrić,CRO,LM,38,54,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.0,2,0,24,27,88.9,5,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,27,88.9,388,116,15,16,93.8,7,9,77.8,2,2,100.0,0,0.0,0.0,1,4,1,0,5,2023-24,Midfield,0.0,21.78
2023-12-21,La Liga,Alaves,Aurélien Tchouaméni,FRA,CB,23,36,0,0,0,0,0,0,0,0,32,0,0,1,0.0,0.0,0.0,1,0,30,30,100.0,4,22,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,30,30,100.0,628,239,6,6,100.0,21,21,100.0,2,2,100.0,0,0.0,0.0,1,3,0,0,4,2023-24,Defense,0.0,20.833333333333332
2023-12-21,La Liga,Alaves,Toni Kroos,GER,"CM,LM",33,90,0,0,0,0,0,0,0,0,98,2,0,2,0.0,0.0,0.3,4,1,75,87,86.2,6,66,0,1,0,2,2,1,1,0,0,4,4,2,0,2,0,2,3,0,75,87,86.2,1404,386,35,35,100.0,30,31,96.8,10,20,50.0,0,0.3,0.1,3,3,0,0,6,2023-24,,0.0,0.0
2023-12-21,La Liga,Alaves,Federico Valverde,URU,RM,25,90,0,0,0,0,3,2,0,0,80,2,0,2,0.2,0.2,0.0,1,0,60,65,92.3,7,43,3,1,1,2,1,1,0,1,0,1,1,2,0,2,0,2,3,0,60,65,92.3,978,238,28,30,93.3,30,31,96.8,2,3,66.7,0,0.0,0.0,0,4,0,0,7,2023-24,Midfield,100.0,22.293333333333337
2023-12-21,La Liga,Alaves,Fran Garcia,ESP,LB,24,90,0,0,0,0,0,0,0,0,56,1,0,2,0.0,0.0,0.0,1,0,40,44,90.9,2,29,3,4,1,1,1,0,1,0,1,1,0,2,1,1,0,1,0,0,40,44,90.9,584,124,23,23,100.0,15,16,93.8,2,5,40.0,0,0.0,0.0,0,1,1,0,2,2023-24,Defense,25.0,17.912777777777777
2023-12-21,La Liga,Alaves,Nacho,ESP,CB,33,53,0,0,0,0,0,0,0,1,49,1,0,1,0.0,0.0,0.0,0,0,41,43,95.3,2,28,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,2,2,0,41,43,95.3,825,374,13,13,100.0,25,25,100.0,3,5,60.0,0,0.0,0.0,0,3,0,0,2,2023-24,Defense,0.0,19.295
2023-12-21,La Liga,Alaves,Antonio Rüdiger,GER,CB,30,90,0,0,0,0,0,0,0,0,69,1,0,1,0.0,0.0,0.0,2,1,61,66,92.4,3,40,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,2,0,61,66,92.4,1198,470,21,22,95.5,31,31,100.0,9,13,69.2,0,0.0,0.0,0,2,0,0,3,2023-24,Defense,0.0,16.804444444444446
2023-12-21,La Liga,Alaves,Lucas Vázquez,ESP,RB,32,90,1,0,0,0,1,1,0,0,80,5,0,1,0.2,0.2,0.0,2,0,55,63,87.3,5,39,1,0,0,5,4,2,3,0,1,1,0,1,0,1,0,5,6,0,55,63,87.3,802,227,30,31,96.8,21,23,91.3,1,3,33.3,0,0.0,0.0,1,2,0,0,5,2023-24,Defense,0.0,18.483888888888888
2023-12-21,La Liga,Alaves,Kepa Arrizabalaga,ESP,GK,29,90,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,0,0,25,27,92.6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,92.6,579,341,6,6,100.0,14,14,100.0,5,7,71.4,0,0.0,0.0,0,0,0,0,0,2023-24,Goalkeeper,0.0,84.12
2024-01-03,La Liga,Mallorca,Vinicius Júnior,BRA,FW,23,59,0,0,0,0,3,2,0,0,31,0,0,0,0.3,0.3,0.0,2,0,14,19,73.7,1,27,1,7,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14,19,73.7,226,20,10,11,90.9,2,3,66.7,2,3,66.7,0,0.0,0.0,1,1,0,0,1,2023-24,Forward,42.857142857142854,6.319612590799031
2024-01-03,La Liga,Mallorca,Brahim Díaz,MAR,"RW,LM,FW",24,31,0,0,0,0,1,0,0,0,22,0,0,0,0.9,0.9,0.0,1,0,16,18,88.9,2,20,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,88.9,179,39,10,11,90.9,4,4,100.0,0,1,0.0,0,0.0,0.2,0,1,2,0,2,2023-24,,50.0,0.0
2024-01-03,La Liga,Mallorca,Rodrygo,BRA,"FW,LW",22,85,0,0,0,0,4,1,1,0,50,0,0,0,0.3,0.3,0.1,4,0,36,37,97.3,1,45,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,36,37,97.3,392,60,26,26,100.0,5,6,83.3,1,1,100.0,0,0.1,0.1,1,1,1,0,1,2023-24,,0.0,0.0
2024-01-03,La Liga,Mallorca,Lucas Vázquez,ESP,RM,32,5,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0,0,0,0,,0,0,,0,0,0.0,0,0.0,0.0,0,0,0,0,0,2023-24,Midfield,0.0,0.0
2024-01-03,La Liga,Mallorca,Jude Bellingham,ENG,"AM,LM,FW",20,90,0,0,0,0,2,1,0,0,84,2,0,1,0.0,0.0,0.0,2,0,54,64,84.4,6,56,4,4,3,2,1,0,0,2,1,2,1,1,0,1,0,3,3,0,54,64,84.4,748,108,38,41,92.7,13,15,86.7,3,5,60.0,0,0.0,0.0,0,5,1,0,6,2023-24,,75.0,0.0
2024-01-03,La Liga,Mallorca,Federico Valverde,URU,"AM,RM,CM",25,90,0,0,0,0,2,0,0,0,89,1,0,3,0.1,0.1,0.1,3,0,72,76,94.7,6,60,8,1,1,1,0,1,0,0,0,0,0,3,1,2,0,4,3,0,72,76,94.7,1111,300,44,45,97.8,23,25,92.0,5,6,83.3,0,0.1,0.2,1,11,0,0,6,2023-24,,100.0,0.0
2024-01-03,La Liga,Mallorca,Toni Kroos,GER,DM,33,66,0,0,0,0,1,0,0,0,88,2,0,1,0.0,0.0,0.0,1,0,76,83,91.6,8,64,3,0,0,2,0,1,1,0,1,2,1,1,0,1,0,2,0,0,76,83,91.6,1328,323,37,39,94.9,30,30,100.0,7,12,58.3,0,0.0,0.1,0,16,0,0,8,2023-24,Midfield,0.0,24.66848484848485
2024-01-03,La Liga,Mallorca,Joselu,ESP,FW,33,24,0,0,0,0,0,0,0,0,6,0,0,1,0.0,0.0,0.0,1,0,2,5,40.0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,5,40.0,25,5,1,3,33.3,1,2,50.0,0,0,0.0,0,0.0,0.1,0,0,0,0,0,2023-24,Forward,0.0,0.0
2024-01-03,La Liga,Mallorca,Luka Modrić,CRO,"DM,CM",38,85,0,0,0,0,0,0,0,0,83,2,0,0,0.0,0.0,0.4,10,2,69,75,92.0,12,59,3,1,0,2,2,1,0,1,0,1,1,0,0,0,0,3,0,0,69,75,92.0,1178,344,34,37,91.9,20,21,95.2,11,13,84.6,0,0.4,0.4,7,6,6,1,12,2023-24,,0.0,0.0
2024-01-03,La Liga,Mallorca,Dani Ceballos,ESP,CM,27,5,0,0,0,0,1,0,0,0,7,0,0,0,0.1,0.1,0.0,0,0,1,4,25.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,25.0,8,0,1,2,50.0,0,1,0.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,2023-24,Midfield,0.0,7.4
2024-01-03,La Liga,Mallorca,Fran Garcia,ESP,LB,24,90,0,0,0,0,1,0,0,0,98,0,0,0,0.0,0.0,0.0,1,0,75,93,80.6,6,65,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,93,80.6,1028,297,49,51,96.1,25,32,78.1,1,7,14.3,0,0.0,0.2,0,5,0,0,6,2023-24,Defense,0.0,12.089999999999998
2024-01-03,La Liga,Mallorca,Antonio Rüdiger,GER,CB,30,90,1,0,0,0,1,1,0,0,53,0,0,0,0.1,0.1,0.0,1,0,44,47,93.6,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,44,47,93.6,733,319,21,22,95.5,20,21,95.2,3,3,100.0,0,0.0,0.0,0,1,0,0,1,2023-24,Defense,0.0,14.706666666666665
2024-01-03,La Liga,Mallorca,Aurélien Tchouaméni,FRA,CB,23,90,0,0,0,0,1,0,0,0,75,2,0,1,0.0,0.0,0.0,0,0,60,63,95.2,6,50,2,1,1,2,2,1,1,0,1,1,0,1,1,0,0,2,4,0,60,63,95.2,999,432,31,32,96.9,25,26,96.2,4,5,80.0,0,0.0,0.0,0,7,0,0,6,2023-24,Defense,100.0,18.168888888888887
2024-01-03,La Liga,Mallorca,Dani Carvajal,ESP,RB,31,90,0,0,0,0,0,0,0,0,92,1,0,0,0.0,0.0,0.1,5,0,74,84,88.1,10,55,3,0,0,1,0,1,0,0,0,2,2,0,0,0,0,4,1,0,74,84,88.1,1098,261,43,43,100.0,23,29,79.3,6,8,75.0,0,0.1,0.2,3,3,3,0,10,2023-24,Defense,0.0,13.826111111111109
2024-01-03,La Liga,Mallorca,Andriy Lunin,UKR,GK,24,90,0,0,0,0,0,0,1,0,25,0,0,0,0.0,0.0,0.0,0,0,19,23,82.6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,23,82.6,405,287,4,4,100.0,13,13,100.0,2,6,33.3,0,0.0,0.0,0,0,0,0,0,2023-24,Goalkeeper,0.0,62.879999999999995
2024-01-21,La Liga,Almeria,Vinicius Júnior,BRA,FW,23,90,1,0,0,0,2,2,0,0,62,0,0,0,0.3,0.3,0.3,7,0,32,47,68.1,7,51,13,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,47,68.1,487,160,16,17,94.1,13,20,65.0,1,3,33.3,0,0.3,0.4,4,4,2,1,7,2023-24,Forward,30.0,6.222222222222221
2024-01-21,La Liga,Almeria,Rodrygo,BRA,FW,23,45,0,0,0,0,1,0,0,0,35,1,0,0,0.0,0.0,0.0,2,0,21,25,84.0,4,24,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,21,25,84.0,243,39,15,16,93.8,3,4,75.0,0,0,0.0,0,0.0,0.1,0,3,1,0,4,2023-24,Forward,50.0,5.111111111111111
2024-01-21,La Liga,Almeria,Joselu,ESP,FW,33,45,0,0,0,0,3,2,0,0,10,0,0,0,0.3,0.3,0.0,1,1,3,5,60.0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,5,60.0,34,0,3,4,75.0,0,0,,0,0,0.0,0,0.0,0.0,0,0,0,0,0,2023-24,Forward,0.0,2.6666666666666665
2024-01-21,La Liga,Almeria,Jude Bellingham,ENG,AM,20,90,1,0,1,1,2,0,1,0,62,0,0,1,1.0,0.2,0.4,2,1,41,52,78.8,6,44,5,2,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,41,52,78.8,703,122,27,31,87.1,8,10,80.0,6,6,100.0,0,0.4,0.5,2,4,2,0,6,2023-24,Midfield,50.0,19.382222222222218
2024-01-21,La Liga,Almeria,Toni Kroos,GER,LM,34,81,0,0,0,0,2,0,0,0,95,1,0,1,0.0,0.0,0.1,7,0,75,91,82.4,22,67,3,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,75,91,82.4,1431,430,27,28,96.4,34,36,94.4,12,22,54.5,0,0.1,0.2,3,13,3,0,22,2023-24,Midfield,0.0,26.702222222222222
2024-01-21,La Liga,Almeria,Eduardo Camavinga,FRA,LM,21,9,0,0,0,0,0,0,1,0,20,1,0,0,0.0,0.0,0.0,0,0,13,17,76.5,2,11,2,2,1,1,1,0,1,0,1,2,1,0,0,0,0,2,0,0,13,17,76.5,177,32,8,8,100.0,4,6,66.7,0,1,0.0,0,0.0,0.0,0,1,0,0,2,2023-24,Midfield,50.0,25.41111111111111
2024-01-21,La Liga,Almeria,Aurélien Tchouaméni,FRA,CM,23,90,0,0,0,0,3,0,0,0,92,0,0,2,0.2,0.2,0.1,1,1,73,82,89.0,9,65,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,73,82,89.0,1291,410,33,35,94.3,37,41,90.2,3,4,75.0,0,0.1,0.3,1,10,1,1,9,2023-24,Midfield,0.0,22.811111111111114
2024-01-21,La Liga,Almeria,Federico Valverde,URU,RM,25,69,0,0,0,0,1,0,0,0,62,2,0,0,0.0,0.0,0.0,1,0,47,54,87.0,7,36,2,3,2,2,1,0,0,2,1,1,0,0,0,0,0,3,0,0,47,54,87.0,694,161,22,23,95.7,20,22,90.9,1,2,50.0,0,0.0,0.0,0,2,0,0,7,2023-24,Midfield,66.66666666666666,21.921739130434784
2024-01-21,La Liga,Almeria,Dani Ceballos,ESP,RM,27,21,0,0,0,0,1,0,0,0,15,0,0,0,0.1,0.1,0.0,0,0,11,13,84.6,2,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,84.6,162,45,7,7,100.0,4,4,100.0,0,2,0.0,0,0.0,0.0,0,1,0,0,2,2023-24,Midfield,0.0,20.68190476190476
2024-01-21,La Liga,Almeria,Ferland Mendy,FRA,LB,28,45,0,0,0,0,0,0,0,0,61,0,0,0,0.0,0.0,0.0,1,0,52,57,91.2,9,43,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52,57,91.2,666,203,31,32,96.9,18,20,90.0,0,1,0.0,0,0.0,0.0,1,4,2,0,9,2023-24,Defense,50.0,13.68
2024-01-21,La Liga,Almeria,Fran Garcia,ESP,LB,24,45,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.2,3,0,17,21,81.0,4,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,17,21,81.0,282,132,10,11,90.9,5,6,83.3,2,4,50.0,0,0.2,0.4,2,1,1,1,4,2023-24,Defense,0.0,12.816666666666666
2024-01-21,La Liga,Almeria,Nacho,ESP,CB,34,45,0,0,0,0,0,0,0,0,51,0,0,0,0.0,0.0,0.0,0,0,44,49,89.8,4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,44,49,89.8,834,326,11,13,84.6,29,31,93.5,3,4,75.0,0,0.0,0.0,0,1,0,0,4,2023-24,Defense,0.0,14.136666666666665
2024-01-21,La Liga,Almeria,Brahim Díaz,MAR,CB,24,45,0,0,0,0,1,0,0,0,23,1,0,0,0.0,0.0,0.2,5,1,14,18,77.8,3,21,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,14,18,77.8,186,63,7,8,87.5,4,6,66.7,1,1,100.0,0,0.2,0.1,1,0,2,1,3,2023-24,Defense,100.0,12.225555555555555
2024-01-21,La Liga,Almeria,Antonio Rüdiger,GER,CB,30,90,0,0,0,0,0,0,0,0,74,0,0,1,0.0,0.0,0.0,0,0,63,72,87.5,7,43,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,63,72,87.5,1199,407,23,25,92.0,31,33,93.9,8,13,61.5,0,0.0,0.0,0,3,0,0,7,2023-24,Defense,0.0,15.125
2024-01-21,La Liga,Almeria,Dani Carvajal,ESP,RB,32,90,1,0,0,0,1,1,1,0,80,2,0,2,0.3,0.3,0.1,2,1,57,72,79.2,3,47,5,0,0,2,2,1,0,1,2,3,1,2,1,1,0,4,3,0,57,72,79.2,908,209,27,29,93.1,27,35,77.1,1,3,33.3,0,0.1,0.1,1,5,3,1,3,2023-24,Defense,0.0,17.435555555555556
2024-01-21,La Liga,Almeria,Kepa Arrizabalaga,ESP,GK,29,90,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,0,0,29,31,93.5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,31,93.5,521,400,16,16,100.0,11,11,100.0,2,4,50.0,0,0.0,0.0,0,0,0,0,0,2023-24,Goalkeeper,0.0,76.1
2024-01-27,La Liga,Las Palmas,Vinicius Júnior,BRA,"FW,LW",23,89,1,0,0,0,7,2,0,0,43,0,0,2,0.9,0.9,0.0,4,1,16,24,66.7,2,34,4,7,3,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,16,24,66.7,272,58,10,13,76.9,1,2,50.0,3,5,60.0,0,0.0,0.0,0,2,0,0,2,2023-24,,42.857142857142854,0.0
2024-01-27,La Liga,Las Palmas,Ferland Mendy,FRA,LB,28,1,0,0,0,0,0,0,1,0,4,0,0,0,0.0,0.0,0.0,0,0,4,4,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,100.0,62,43,2,2,100.0,2,2,100.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,2023-24,Defense,0.0,15.0
2024-01-27,La Liga,Las Palmas,Rodrygo,BRA,"FW,RW",23,80,0,0,0,0,1,1,1,0,35,1,0,2,0.7,0.7,0.4,3,0,25,28,89.3,2,20,3,3,0,1,1,0,1,0,0,2,2,2,0,2,0,1,0,0,25,28,89.3,372,44,19,19,100.0,3,5,60.0,3,3,100.0,0,0.4,0.3,2,0,1,1,2,2023-24,,0.0,0.0
2024-01-27,La Liga,Las Palmas,Arda Güler,TUR,RW,18,10,0,0,0,0,0,0,0,0,9,2,0,0,0.0,0.0,0.0,0,0,5,6,83.3,1,4,0,0,0,2,2,1,1,0,2,2,0,0,0,0,0,2,0,0,5,6,83.3,97,23,2,2,100.0,2,3,66.7,1,1,100.0,0,0.0,0.0,0,0,0,0,1,2023-24,,0.0,0.0
2024-01-27,La Liga,Las Palmas,Brahim Díaz,MAR,AM,24,58,0,0,0,0,0,0,0,0,16,1,0,0,0.0,0.0,0.0,0,0,12,12,100.0,0,11,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,12,12,100.0,162,26,5,5,100.0,3,3,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,0,2023-24,Midfield,0.0,20.620689655172413
2024-01-27,La Liga,Las Palmas,Joselu,ESP,FW,33,32,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,6,9,66.7,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,9,66.7,70,16,4,4,100.0,2,2,100.0,0,2,0.0,0,0.0,0.0,0,1,0,0,1,2023-24,Forward,0.0,0.0
2024-01-27,La Liga,Las Palmas,Toni Kroos,GER,LM,34,90,0,0,0,0,1,1,0,0,103,2,0,0,0.0,0.0,0.7,6,2,94,101,93.1,17,48,0,1,1,2,2,0,2,0,0,1,1,0,0,0,0,2,0,0,94,101,93.1,2054,823,35,37,94.6,38,39,97.4,21,25,84.0,0,0.7,0.5,4,19,3,0,17,2023-24,Midfield,100.0,27.097777777777782
2024-01-27,La Liga,Las Palmas,Eduardo Camavinga,FRA,CM,21,80,0,0,0,0,0,0,0,0,46,5,0,2,0.0,0.0,0.2,3,1,33,35,94.3,5,33,3,4,1,5,2,2,3,0,2,2,0,2,0,2,0,5,0,0,33,35,94.3,582,123,13,13,100.0,16,16,100.0,3,3,100.0,0,0.2,0.1,1,3,2,0,5,2023-24,Midfield,25.0,21.985
2024-01-27,La Liga,Las Palmas,Aurélien Tchouaméni,FRA,CM,24,10,1,0,0,0,1,1,1,0,7,0,0,0,0.1,0.1,0.0,0,0,5,5,100.0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,5,5,100.0,63,2,3,3,100.0,2,2,100.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,2023-24,Midfield,0.0,21.5
2024-01-27,La Liga,Las Palmas,Dani Ceballos,ESP,RM,27,58,0,0,0,0,0,0,0,0,38,1,0,2,0.0,0.0,0.7,3,0,24,31,77.4,4,26,1,3,1,1,1,1,0,0,1,2,1,2,0,2,0,1,0,0,24,31,77.4,373,104,13,16,81.3,8,10,80.0,2,2,100.0,0,0.7,0.3,1,3,1,0,4,2023-24,Midfield,33.33333333333333,19.238620689655175
2024-01-27,La Liga,Las Palmas,Federico Valverde,URU,RM,25,32,0,0,0,0,0,0,0,0,24,1,0,0,0.0,0.0,0.0,1,0,14,21,66.7,2,12,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,14,21,66.7,171,35,10,11,90.9,4,6,66.7,0,3,0.0,0,0.0,0.0,0,1,1,0,2,2023-24,Midfield,0.0,16.871250000000003
2024-01-27,La Liga,Las Palmas,Fran Garcia,ESP,"LB,LW",24,90,0,0,0,0,0,0,0,0,74,2,0,1,0.0,0.0,0.2,3,0,53,66,80.3,11,39,2,0,0,2,2,0,1,1,0,2,2,1,0,1,0,3,1,0,53,66,80.3,838,226,31,34,91.2,16,21,76.2,5,7,71.4,0,0.2,0.1,3,4,3,1,11,2023-24,,0.0,0.0
2024-01-27,La Liga,Las Palmas,Nacho,ESP,CB,34,90,0,0,0,0,0,0,0,0,55,0,0,0,0.0,0.0,0.1,1,0,48,50,96.0,2,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,48,50,96.0,724,355,29,29,100.0,14,14,100.0,3,5,60.0,0,0.1,0.3,1,2,0,0,2,2023-24,Defense,0.0,14.733333333333333
2024-01-27,La Liga,Las Palmas,Antonio Rüdiger,GER,CB,30,90,0,0,0,0,2,0,0,0,59,2,0,1,0.5,0.5,0.0,1,0,47,52,90.4,1,39,1,0,0,2,1,1,1,0,2,3,1,1,1,0,0,3,3,0,47,52,90.4,929,367,16,16,100.0,26,27,96.3,5,9,55.6,0,0.0,0.0,0,6,0,0,1,2023-24,Defense,0.0,17.115555555555556
2024-01-27,La Liga,Las Palmas,Dani Carvajal,ESP,RB,32,90,0,0,0,0,1,0,0,0,46,3,0,1,0.1,0.1,0.0,0,0,35,40,87.5,0,23,1,0,0,3,2,1,2,0,1,3,2,1,0,1,0,3,0,0,35,40,87.5,576,123,17,19,89.5,16,17,94.1,2,3,66.7,0,0.0,0.0,0,0,0,0,0,2023-24,Defense,0.0,15.958333333333334
2024-01-27,La Liga,Las Palmas,Andriy Lunin,UKR,GK,24,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,35,37,94.6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,37,94.6,680,472,10,10,100.0,22,22,100.0,3,5,60.0,0,0.0,0.0,0,0,0,0,0,2023-24,Goalkeeper,0.0,80.75999999999999
2024-02-01,La Liga,Getafe,Vinicius Júnior,BRA,FW,23,74,0,0,0,0,3,3,0,0,37,2,0,2,0.8,0.8,0.1,1,1,20,21,95.2,4,25,6,5,1,2,1,0,2,0,0,0,0,2,0,2,0,2,1,0,20,21,95.2,424,72,8,8,100.0,7,8,87.5,4,4,100.0,0,0.1,0.2,1,1,0,0,4,2023-24,Forward,20.0,5.04054054054054
2024-02-01,La Liga,Getafe,Rodrygo,BRA,FW,23,16,0,0,0,0,1,0,0,0,13,0,0,0,0.1,0.1,0.0,2,0,9,11,81.8,1,8,4,4,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9,11,81.8,81,21,7,8,87.5,1,2,50.0,0,0,0.0,0,0.0,0.1,0,0,1,0,1,2023-24,Forward,75.0,8.75
2024-02-01,La Liga,Getafe,Joselu,ESP,FW,33,87,2,0,0,0,6,3,0,0,24,0,0,1,0.8,0.8,0.2,3,0,12,15,80.0,1,12,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,12,15,80.0,145,37,7,8,87.5,3,4,75.0,0,0,0.0,0,0.2,0.2,1,0,0,0,1,2023-24,Forward,0.0,6.781609195402299
2024-02-01,La Liga,Getafe,Brahim Díaz,MAR,FW,24,3,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100.0,5,1,0,0,,0,0,,0,0,0.0,0,0.0,0.0,0,0,0,0,0,2023-24,Forward,0.0,0.0
2024-02-01,La Liga,Getafe,Luka Modrić,CRO,AM,38,90,0,0,0,0,1,1,0,0,89,0,0,1,0.0,0.0,0.1,4,0,64,78,82.1,4,52,2,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,64,78,82.1,1050,411,31,32,96.9,21,25,84.0,8,13,61.5,0,0.1,0.2,2,3,1,0,4,2023-24,Midfield,0.0,20.686666666666664
2024-02-01,La Liga,Getafe,Jude Bellingham,ENG,LM,20,87,0,0,0,0,2,1,0,0,69,2,0,2,0.2,0.2,0.6,7,0,53,56,94.6,5,43,4,3,1,2,2,0,2,0,2,3,1,2,0,2,0,4,1,0,53,56,94.6,765,131,30,30,100.0,19,20,95.0,1,2,50.0,0,0.6,0.0,3,2,1,0,5,2023-24,Midfield,33.33333333333333,23.32229885057471
2024-02-01,La Liga,Getafe,Dani Carvajal,ESP,LM,32,3,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,100.0,12,9,1,1,100.0,0,0,,0,0,0.0,0,0.0,0.0,0,1,0,0,0,2023-24,Midfield,0.0,21.0
