Date,Competition,Opponent,Player,#,Nation,Pos,Age,Min, Gls, Ast, PK, PKatt, Sh, SoT, CrdY, CrdR, Int, Touches, Tkl, Blocks,Expected xG,Expected npxG,Expected xAG,SCA,GCA,Passes Cmp,Passes Att,Passes Cmp%,Passes PrgP,Carries Carries,Carries PrgC,Take-Ons Att,Take-Ons Succ,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,xA,KP, 1/3,PPA,CrsPA,PrgP,Match URL
10/22/24,Champions League,Dortmund,Federico Valverde,8,uy URU,"CM,RM",26-092,90,0,0,0,0,3,0,0,0,1,61,3,0,0.1,0.1,0,4,1,47,51,92.2,2,36,0,0,0,3,1,2,0,1,2,4,50,2,0,0,0,1,4,1,0,47,51,92.2,715,144,26,26,100,15,16,93.8,4,5,80,0,0,0.1,1,4,0,0,2,https://fbref.com/en/matches/b77278d7/Real-Madrid-Dortmund-October-22-2024-Champions-League
10/22/24,Champions League,Dortmund,Jude Bellingham,5,eng ENG,"RM,LM",21-115,89,0,1,0,0,3,1,0,0,0,51,0,2,0.8,0.8,0.1,4,1,41,43,95.3,6,36,2,4,1,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,41,43,95.3,688,114,18,19,94.7,20,20,100,2,3,66.7,1,0.1,0,2,4,0,0,6,https://fbref.com/en/matches/b77278d7/Real-Madrid-Dortmund-October-22-2024-Champions-League
10/22/24,Champions League,Dortmund,Arda Güler,15,tr TUR,FW,19-240,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,100,0,3,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,4,100,40,6,2,2,100,1,1,100,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/b77278d7/Real-Madrid-Dortmund-October-22-2024-Champions-League
10/22/24,Champions League,Dortmund,Ferland Mendy,23,fr FRA,LB,29-136,90,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,47,49,95.9,3,30,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,47,49,95.9,700,166,26,27,96.3,17,18,94.4,1,1,100,0,0,0,0,3,0,0,3,https://fbref.com/en/matches/b77278d7/Real-Madrid-Dortmund-October-22-2024-Champions-League
10/22/24,Champions League,Dortmund,Antonio Rüdiger,22,de GER,CB,31-233,90,1,0,0,0,1,1,0,0,0,67,1,0,0.3,0.3,0.2,1,0,61,65,93.8,3,52,0,0,0,1,0,1,0,0,1,1,100,0,0,0,0,0,1,0,0,61,65,93.8,1197,464,14,15,93.3,42,42,100,4,7,57.1,0,0.2,0.4,1,4,1,0,3,https://fbref.com/en/matches/b77278d7/Real-Madrid-Dortmund-October-22-2024-Champions-League
10/22/24,Champions League,Dortmund,Éder Militão,3,br BRA,CB,26-278,90,0,0,0,0,1,0,0,0,2,71,0,0,0,0,0,2,0,56,62,90.3,9,52,2,1,1,0,0,0,0,0,0,0,,0,0,0,0,2,2,3,0,56,62,90.3,1275,539,13,15,86.7,35,35,100,8,11,72.7,0,0,0,1,10,1,0,9,https://fbref.com/en/matches/b77278d7/Real-Madrid-Dortmund-October-22-2024-Champions-League
10/22/24,Champions League,Dortmund,Lucas Vázquez,17,es ESP,RB,33-113,90,1,0,0,0,2,2,0,0,2,82,1,0,0.2,0.2,0.1,4,0,60,73,82.2,2,44,2,2,1,1,1,0,1,0,0,2,0,2,0,0,0,2,3,2,1,60,73,82.2,862,166,32,36,88.9,23,26,88.5,2,5,40,0,0.1,0.1,2,1,1,1,2,https://fbref.com/en/matches/b77278d7/Real-Madrid-Dortmund-October-22-2024-Champions-League
10/22/24,Champions League,Dortmund,Thibaut Courtois,1,be BEL,GK,32-164,90,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,22,23,95.7,0,18,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,22,23,95.7,439,289,6,6,100,13,13,100,2,3,66.7,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/b77278d7/Real-Madrid-Dortmund-October-22-2024-Champions-League
10/26/24,La Liga,Barcelona,Vinicius Júnior,7,br BRA,FW,24-106,90,0,0,0,0,2,0,1,0,0,30,0,1,0.3,0.3,0.4,3,0,8,15,53.3,1,24,4,7,1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,8,15,53.3,157,64,4,7,57.1,1,2,50,3,3,100,0,0.4,0.2,1,1,1,0,1,https://fbref.com/en/matches/e6bc2844/El-Clasico-Real-Madrid-Barcelona-October-26-2024-La-Liga
10/26/24,La Liga,Barcelona,Kylian Mbappé,9,fr FRA,FW,25-311,90,0,0,0,0,3,3,0,0,0,25,0,0,0.6,0.6,0,2,0,13,15,86.7,1,17,2,4,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,13,15,86.7,261,20,2,2,100,7,8,87.5,2,2,100,0,0,0,1,1,0,0,1,https://fbref.com/en/matches/e6bc2844/El-Clasico-Real-Madrid-Barcelona-October-26-2024-La-Liga
10/26/24,La Liga,Barcelona,Eduardo Camavinga,6,fr FRA,LM,21-351,76,0,0,0,0,0,0,0,0,0,37,4,2,0,0,0,2,0,24,29,82.8,5,20,2,1,1,4,3,1,2,1,2,3,66.7,1,2,1,1,0,4,0,0,24,29,82.8,473,124,7,7,100,16,17,94.1,1,2,50,0,0,0,1,1,0,0,5,https://fbref.com/en/matches/e6bc2844/El-Clasico-Real-Madrid-Barcelona-October-26-2024-La-Liga
10/26/24,La Liga,Barcelona,Brahim Díaz,21,ma MAR,RM,25-084,14,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,2,2,100,0,3,0,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,2,2,100,12,1,1,1,100,0,0,,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/e6bc2844/El-Clasico-Real-Madrid-Barcelona-October-26-2024-La-Liga
10/26/24,La Liga,Barcelona,Aurélien Tchouaméni,14,fr FRA,CM,24-273,62,0,0,0,0,0,0,0,0,3,23,1,0,0,0,0.3,1,0,13,15,86.7,2,7,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,3,4,0,0,13,15,86.7,247,43,4,5,80,8,8,100,1,1,100,0,0.3,0,1,1,0,0,2,https://fbref.com/en/matches/e6bc2844/El-Clasico-Real-Madrid-Barcelona-October-26-2024-La-Liga
10/26/24,La Liga,Barcelona,Luka Modrić,10,hr CRO,CM,39-047,28,0,0,0,0,1,0,0,0,1,22,0,0,0,0,0.7,3,0,14,19,73.7,2,10,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,14,19,73.7,251,98,6,6,100,5,5,100,2,6,33.3,0,0.7,0.2,2,2,0,0,2,https://fbref.com/en/matches/e6bc2844/El-Clasico-Real-Madrid-Barcelona-October-26-2024-La-Liga
10/26/24,La Liga,Barcelona,Federico Valverde,8,uy URU,CM,26-096,90,0,0,0,0,1,1,0,0,1,47,1,2,0,0,0,0,0,22,38,57.9,1,22,0,2,1,1,0,0,0,1,1,2,50,1,2,0,2,1,2,0,0,22,38,57.9,378,148,11,13,84.6,6,9,66.7,3,10,30,0,0,0,0,1,0,0,1,https://fbref.com/en/matches/e6bc2844/El-Clasico-Real-Madrid-Barcelona-October-26-2024-La-Liga
10/26/24,La Liga,Barcelona,Jude Bellingham,5,eng ENG,"RM,LM",21-119,90,0,0,0,0,1,0,0,0,1,28,2,0,0.5,0.5,0,1,0,13,16,81.3,1,15,0,0,0,2,1,0,2,0,1,1,100,0,0,0,0,1,3,1,0,13,16,81.3,200,63,7,8,87.5,6,6,100,0,1,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/e6bc2844/El-Clasico-Real-Madrid-Barcelona-October-26-2024-La-Liga
10/26/24,La Liga,Barcelona,Ferland Mendy,23,fr FRA,LB,29-140,85,0,0,0,0,0,0,0,0,2,45,1,0,0,0,0,0,0,34,43,79.1,2,29,0,0,0,1,1,1,0,0,1,1,100,0,0,0,0,2,3,1,0,34,43,79.1,500,169,22,25,88,8,10,80,3,4,75,0,0,0,0,1,0,0,2,https://fbref.com/en/matches/e6bc2844/El-Clasico-Real-Madrid-Barcelona-October-26-2024-La-Liga
10/26/24,La Liga,Barcelona,Fran Garcia,20,es ESP,LB,25-073,5,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,1,1,100,0,0,0,0,0,1,1,1,0,0,0,0,,0,0,0,0,1,2,1,0,1,1,100,12,11,1,1,100,0,0,,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/e6bc2844/El-Clasico-Real-Madrid-Barcelona-October-26-2024-La-Liga
10/26/24,La Liga,Barcelona,Antonio Rüdiger,22,de GER,CB,31-237,90,0,0,0,0,0,0,0,0,1,54,1,0,0,0,0,0,0,36,45,80,1,23,0,0,0,1,0,0,1,0,1,1,100,0,0,0,0,1,2,7,0,36,45,80,689,196,12,13,92.3,17,19,89.5,4,7,57.1,0,0,0,0,2,1,1,1,https://fbref.com/en/matches/e6bc2844/El-Clasico-Real-Madrid-Barcelona-October-26-2024-La-Liga
10/26/24,La Liga,Barcelona,Éder Militão,3,br BRA,CB,26-282,90,0,0,0,0,1,0,1,0,2,40,3,1,0,0,0,1,0,23,31,74.2,1,28,0,0,0,3,3,1,2,0,0,0,,0,1,0,1,2,5,2,0,23,31,74.2,609,307,9,9,100,7,8,87.5,7,13,53.8,0,0,0,0,1,1,0,1,https://fbref.com/en/matches/e6bc2844/El-Clasico-Real-Madrid-Barcelona-October-26-2024-La-Liga
10/26/24,La Liga,Barcelona,Lucas Vázquez,17,es ESP,RB,33-117,90,0,0,0,0,0,0,0,0,1,61,3,0,0,0,0,1,0,43,56,76.8,3,25,0,0,0,3,2,1,2,0,1,1,100,0,0,0,0,1,4,0,0,43,56,76.8,693,266,20,24,83.3,16,20,80,3,6,50,0,0,0.1,0,3,0,0,3,https://fbref.com/en/matches/e6bc2844/El-Clasico-Real-Madrid-Barcelona-October-26-2024-La-Liga
10/26/24,La Liga,Barcelona,Andriy Lunin,13,ua UKR,GK,25-258,90,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,25,38,65.8,0,25,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,25,38,65.8,695,384,7,8,87.5,2,2,100,15,27,55.6,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/e6bc2844/El-Clasico-Real-Madrid-Barcelona-October-26-2024-La-Liga
11/5/24,Champions League,Milan,Vinicius Júnior,7,br BRA,FW,24-116,90,1,0,1,1,3,2,1,0,0,54,0,0,1,0.3,0.8,9,1,31,40,77.5,3,34,6,7,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,31,40,77.5,452,144,21,23,91.3,9,11,81.8,1,3,33.3,0,0.8,0.5,5,1,3,1,3,https://fbref.com/en/matches/3e59f3e0/Real-Madrid-Milan-November-5-2024-Champions-League
11/5/24,Champions League,Milan,Kylian Mbappé,9,fr FRA,FW,25-321,90,0,0,0,0,8,3,0,0,0,37,1,0,0.7,0.7,0.1,6,0,20,27,74.1,2,29,7,4,4,1,1,0,1,0,1,1,100,0,0,0,0,0,1,0,0,20,27,74.1,262,81,15,16,93.8,3,5,60,1,2,50,0,0.1,0.1,3,1,2,1,2,https://fbref.com/en/matches/3e59f3e0/Real-Madrid-Milan-November-5-2024-Champions-League
11/5/24,Champions League,Milan,Jude Bellingham,5,eng ENG,LM,21-129,73,0,0,0,0,1,0,0,0,2,57,1,1,0.1,0.1,0.1,6,1,45,52,86.5,8,40,5,4,3,1,1,0,0,1,1,3,33.3,2,1,0,1,2,3,0,0,45,52,86.5,568,129,28,32,87.5,14,14,100,0,2,0,0,0.1,0,3,4,1,0,8,https://fbref.com/en/matches/3e59f3e0/Real-Madrid-Milan-November-5-2024-Champions-League
11/5/24,Champions League,Milan,Rodrygo,11,br BRA,LM,23-301,17,0,0,0,0,1,1,0,0,0,27,2,0,0,0,0,1,0,20,24,83.3,4,19,1,2,1,2,1,0,0,2,0,0,,0,0,0,0,0,2,0,0,20,24,83.3,283,54,13,13,100,6,7,85.7,1,4,25,0,0,0,1,0,1,0,4,https://fbref.com/en/matches/3e59f3e0/Real-Madrid-Milan-November-5-2024-Champions-League
11/5/24,Champions League,Milan,Luka Modrić,10,hr CRO,CM,39-057,62,0,0,0,0,2,1,0,0,0,59,1,0,0.1,0.1,0.1,4,0,49,55,89.1,5,44,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,49,55,89.1,777,305,29,29,100,15,17,88.2,4,7,57.1,0,0.1,0.4,1,8,1,0,5,https://fbref.com/en/matches/3e59f3e0/Real-Madrid-Milan-November-5-2024-Champions-League
11/5/24,Champions League,Milan,Dani Ceballos,19,es ESP,CM,28-090,28,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,3,0,33,35,94.3,9,29,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,33,35,94.3,608,212,10,10,100,22,22,100,1,2,50,0,0,0,1,6,0,0,9,https://fbref.com/en/matches/3e59f3e0/Real-Madrid-Milan-November-5-2024-Champions-League
11/5/24,Champions League,Milan,Aurélien Tchouaméni,14,fr FRA,CM,24-283,45,0,0,0,0,1,1,0,0,0,31,3,1,0,0,0.1,1,0,23,24,95.8,3,22,0,1,1,3,0,0,1,2,1,1,100,0,1,1,0,0,3,0,0,23,24,95.8,385,137,13,14,92.9,8,8,100,2,2,100,0,0.1,0,1,2,1,0,3,https://fbref.com/en/matches/3e59f3e0/Real-Madrid-Milan-November-5-2024-Champions-League
11/5/24,Champions League,Milan,Brahim Díaz,21,ma MAR,RM,25-094,45,0,0,0,0,3,1,0,0,0,27,0,0,0.4,0.4,0.1,2,0,18,22,81.8,2,22,1,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,22,81.8,231,72,14,15,93.3,4,6,66.7,0,1,0,0,0.1,0,1,4,1,0,2,https://fbref.com/en/matches/3e59f3e0/Real-Madrid-Milan-November-5-2024-Champions-League
11/5/24,Champions League,Milan,Federico Valverde,8,uy URU,RM,26-106,45,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,1,0,16,19,84.2,2,15,0,0,0,1,0,1,0,0,1,2,50,1,0,0,0,0,1,0,0,16,19,84.2,279,61,10,10,100,3,3,100,3,6,50,0,0,0,0,2,0,0,2,https://fbref.com/en/matches/3e59f3e0/Real-Madrid-Milan-November-5-2024-Champions-League
11/5/24,Champions League,Milan,Eduardo Camavinga,6,fr FRA,CM,21-361,45,0,0,0,0,0,0,1,0,1,42,4,1,0,0,0.1,3,0,32,34,94.1,6,27,0,0,0,4,4,4,0,0,1,2,50,1,1,0,1,1,5,1,0,32,34,94.1,674,229,10,11,90.9,17,18,94.4,5,5,100,0,0.1,0.2,1,6,2,0,6,https://fbref.com/en/matches/3e59f3e0/Real-Madrid-Milan-November-5-2024-Champions-League
11/5/24,Champions League,Milan,Ferland Mendy,23,fr FRA,LB,29-150,73,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,1,0,34,35,97.1,2,24,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,34,35,97.1,404,82,23,23,100,10,10,100,0,1,0,0,0,0,0,1,1,0,2,https://fbref.com/en/matches/3e59f3e0/Real-Madrid-Milan-November-5-2024-Champions-League
11/5/24,Champions League,Milan,Fran Garcia,20,es ESP,LB,25-083,17,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0.2,2,0,19,22,86.4,3,17,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,19,22,86.4,295,96,11,11,100,7,7,100,1,3,33.3,0,0.2,0.2,1,2,1,1,3,https://fbref.com/en/matches/3e59f3e0/Real-Madrid-Milan-November-5-2024-Champions-League
11/5/24,Champions League,Milan,Antonio Rüdiger,22,de GER,CB,31-247,90,0,0,0,0,0,0,0,0,1,61,3,1,0,0,0,0,0,52,53,98.1,3,41,0,0,0,3,3,2,0,1,3,4,75,1,1,0,1,1,4,1,0,52,53,98.1,980,403,24,24,100,22,22,100,5,6,83.3,0,0,0,0,6,0,0,3,https://fbref.com/en/matches/3e59f3e0/Real-Madrid-Milan-November-5-2024-Champions-League
11/5/24,Champions League,Milan,Éder Militão,3,br BRA,CB,26-292,90,0,0,0,0,3,0,1,0,1,55,1,4,0.2,0.2,0.2,1,0,41,44,93.2,2,33,0,0,0,1,1,1,0,0,0,0,,0,4,3,1,1,2,0,0,41,44,93.2,901,275,13,14,92.9,19,20,95,8,9,88.9,0,0.2,0,1,3,0,0,2,https://fbref.com/en/matches/3e59f3e0/Real-Madrid-Milan-November-5-2024-Champions-League
11/5/24,Champions League,Milan,Lucas Vázquez,17,es ESP,RB,33-127,90,0,0,0,0,0,0,1,0,0,66,3,0,0,0,0,3,0,55,62,88.7,4,47,1,0,0,3,2,1,2,0,2,3,66.7,1,0,0,0,0,3,0,0,55,62,88.7,714,147,38,40,95,15,18,83.3,0,1,0,0,0,0,1,2,0,0,4,https://fbref.com/en/matches/3e59f3e0/Real-Madrid-Milan-November-5-2024-Champions-League
11/5/24,Champions League,Milan,Andriy Lunin,13,ua UKR,GK,25-268,90,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,11,11,100,0,9,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,11,11,100,246,183,3,3,100,6,6,100,2,2,100,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/3e59f3e0/Real-Madrid-Milan-November-5-2024-Champions-League
11/9/24,La Liga,Osasuna,Kylian Mbappé,9,fr FRA,FW,25-325,90,0,0,0,0,5,1,0,0,0,51,0,0,0.3,0.3,0.4,7,0,36,39,92.3,5,36,8,12,6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,36,39,92.3,474,96,22,24,91.7,12,12,100,0,0,,0,0.4,0.1,2,2,4,0,5,https://fbref.com/en/matches/79bd89e0/Real-Madrid-Osasuna-November-9-2024-La-Liga
11/9/24,La Liga,Osasuna,Vinicius Júnior,7,br BRA,LW,24-120,74,3,0,0,0,6,4,0,0,0,61,1,2,2,2,0.1,7,1,29,40,72.5,7,51,11,13,7,1,1,1,0,0,0,0,,0,2,0,2,0,1,0,0,29,40,72.5,431,166,16,18,88.9,9,12,75,2,5,40,0,0.1,0.2,2,2,4,0,7,https://fbref.com/en/matches/79bd89e0/Real-Madrid-Osasuna-November-9-2024-La-Liga
11/9/24,La Liga,Osasuna,Endrick,16,br BRA,FW,18-111,16,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,5,80,1,7,1,4,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,5,80,70,6,1,1,100,3,3,100,0,0,,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/79bd89e0/Real-Madrid-Osasuna-November-9-2024-La-Liga
11/9/24,La Liga,Osasuna,Rodrygo,11,br BRA,RW,23-305,19,0,0,0,0,1,1,0,0,0,20,0,1,0,0,0,2,0,14,17,82.4,1,10,3,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,14,17,82.4,234,41,9,9,100,1,2,50,2,4,50,0,0,0,2,1,0,0,1,https://fbref.com/en/matches/79bd89e0/Real-Madrid-Osasuna-November-9-2024-La-Liga
11/9/24,La Liga,Osasuna,Brahim Díaz,21,ma MAR,"RW,LM",25-098,71,0,1,0,0,1,0,0,0,0,67,4,1,0,0,0.6,3,2,45,54,83.3,1,40,0,6,2,4,4,1,2,1,0,0,,0,1,0,1,0,4,0,0,45,54,83.3,586,105,28,31,90.3,14,17,82.4,0,1,0,1,0.6,0.3,2,1,0,0,1,https://fbref.com/en/matches/79bd89e0/Real-Madrid-Osasuna-November-9-2024-La-Liga
11/9/24,La Liga,Osasuna,Jude Bellingham,5,eng ENG,LM,21-133,74,1,1,0,0,2,1,0,0,0,58,1,2,0.5,0.5,0.1,2,1,45,50,90,8,34,4,4,3,1,0,1,0,0,0,1,0,1,2,0,2,0,1,0,0,45,50,90,730,173,25,26,96.2,14,17,82.4,5,5,100,1,0.1,0,1,6,0,0,8,https://fbref.com/en/matches/79bd89e0/Real-Madrid-Osasuna-November-9-2024-La-Liga
11/9/24,La Liga,Osasuna,Arda Güler,15,tr TUR,RM,19-258,16,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,11,13,84.6,0,9,1,0,0,2,1,1,0,1,0,1,0,1,0,0,0,0,2,0,0,11,13,84.6,169,19,4,5,80,6,6,100,1,1,100,0,0,0,0,1,0,0,0,https://fbref.com/en/matches/79bd89e0/Real-Madrid-Osasuna-November-9-2024-La-Liga
11/9/24,La Liga,Osasuna,Eduardo Camavinga,6,fr FRA,CM,21-365,90,0,0,0,0,1,0,0,0,2,67,1,3,0.1,0.1,0,3,0,46,53,86.8,3,41,0,3,1,1,1,0,1,0,0,0,,0,3,1,2,2,3,3,0,46,53,86.8,749,182,18,20,90,24,26,92.3,2,4,50,0,0,0,0,6,0,0,3,https://fbref.com/en/matches/79bd89e0/Real-Madrid-Osasuna-November-9-2024-La-Liga
11/9/24,La Liga,Osasuna,Federico Valverde,8,uy URU,"RB,RM",26-110,90,0,0,0,0,1,1,0,0,0,63,1,1,0.1,0.1,0,4,1,55,60,91.7,3,36,2,1,1,1,1,1,0,0,1,2,50,1,1,0,1,0,1,0,0,55,60,91.7,983,298,23,25,92,21,23,91.3,7,7,100,0,0,0,1,2,0,0,3,https://fbref.com/en/matches/79bd89e0/Real-Madrid-Osasuna-November-9-2024-La-Liga
11/9/24,La Liga,Osasuna,Fran Garcia,20,es ESP,LB,25-087,90,0,0,0,0,1,0,0,0,0,78,1,0,0.1,0.1,0,0,0,66,74,89.2,5,45,2,1,0,1,1,1,0,0,1,1,100,0,0,0,0,0,1,1,0,66,74,89.2,930,275,47,49,95.9,14,16,87.5,4,6,66.7,0,0,0,0,4,0,0,5,https://fbref.com/en/matches/79bd89e0/Real-Madrid-Osasuna-November-9-2024-La-Liga
11/9/24,La Liga,Osasuna,Antonio Rüdiger,22,de GER,CB,31-251,90,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,2,0,90,96,93.8,5,72,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,90,96,93.8,1867,566,33,34,97.1,42,43,97.7,13,17,76.5,0,0,0,1,7,1,0,5,https://fbref.com/en/matches/79bd89e0/Real-Madrid-Osasuna-November-9-2024-La-Liga
11/9/24,La Liga,Osasuna,Éder Militão,3,br BRA,CB,26-296,29,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,17,20,85,0,19,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,17,20,85,367,103,2,3,66.7,13,13,100,2,4,50,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/79bd89e0/Real-Madrid-Osasuna-November-9-2024-La-Liga
11/9/24,La Liga,Osasuna,Raúl Asencio,35,es ESP,CB,21-270,61,0,1,0,0,0,0,0,0,0,51,1,0,0,0,0.4,1,1,44,47,93.6,2,37,1,0,0,1,1,1,0,0,0,0,,0,0,0,0,0,1,3,0,44,47,93.6,755,384,22,22,100,18,20,90,4,5,80,1,0.4,0.3,1,2,1,0,2,https://fbref.com/en/matches/79bd89e0/Real-Madrid-Osasuna-November-9-2024-La-Liga
11/9/24,La Liga,Osasuna,Lucas Vázquez,17,es ESP,RB,33-131,45,0,0,0,0,0,0,0,0,1,37,3,0,0,0,0,1,0,26,32,81.3,2,15,1,0,0,3,2,3,0,0,3,4,75,1,0,0,0,1,4,0,0,26,32,81.3,401,72,13,14,92.9,11,13,84.6,1,4,25,0,0,0,0,1,0,0,2,https://fbref.com/en/matches/79bd89e0/Real-Madrid-Osasuna-November-9-2024-La-Liga
11/9/24,La Liga,Osasuna,Luka Modrić,10,hr CRO,"RM,CM",39-061,45,0,0,0,0,0,0,0,0,1,42,1,1,0,0,0,1,0,33,38,86.8,5,28,1,1,0,1,1,1,0,0,1,1,100,0,1,0,1,1,2,0,0,33,38,86.8,582,183,15,17,88.2,15,17,88.2,3,3,100,0,0,0,0,6,0,0,5,https://fbref.com/en/matches/79bd89e0/Real-Madrid-Osasuna-November-9-2024-La-Liga
11/9/24,La Liga,Osasuna,Andriy Lunin,13,ua UKR,GK,25-272,90,0,1,0,0,0,0,0,0,0,34,0,0,0,0,0.9,1,1,32,34,94.1,0,21,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,32,34,94.1,760,522,4,4,100,24,24,100,4,6,66.7,1,0.9,0,1,1,0,0,0,https://fbref.com/en/matches/79bd89e0/Real-Madrid-Osasuna-November-9-2024-La-Liga
11/24/24,La Liga,Leganes,Kylian Mbappé,9,fr FRA,FW,25-340,82,1,0,0,0,5,3,0,0,0,57,0,0,0.9,0.9,0,1,0,35,43,81.4,6,40,9,5,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,35,43,81.4,406,136,24,26,92.3,8,11,72.7,0,0,,0,0,0,0,7,0,0,6,https://fbref.com/en/matches/e2ee9d3d/Leganes-Real-Madrid-November-24-2024-La-Liga
11/24/24,La Liga,Leganes,Luka Modrić,10,hr CRO,LM,39-076,8,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0.1,1,0,13,15,86.7,0,7,0,0,0,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,13,15,86.7,183,101,10,12,83.3,1,1,100,2,2,100,0,0.1,0.2,1,1,0,0,0,https://fbref.com/en/matches/e2ee9d3d/Leganes-Real-Madrid-November-24-2024-La-Liga
11/24/24,La Liga,Leganes,Vinicius Júnior,7,br BRA,FW,24-135,90,0,1,0,0,1,0,0,0,0,48,0,0,0.1,0.1,1,9,2,24,36,66.7,2,38,7,8,5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,24,36,66.7,370,83,14,16,87.5,7,11,63.6,2,3,66.7,1,1,0.7,5,3,0,0,2,https://fbref.com/en/matches/e2ee9d3d/Leganes-Real-Madrid-November-24-2024-La-Liga
11/24/24,La Liga,Leganes,Jude Bellingham,5,eng ENG,"LM,FW",21-148,86,1,0,0,0,1,1,0,0,1,73,1,0,0.3,0.3,0.1,4,0,56,65,86.2,8,50,4,4,3,1,0,0,0,1,1,1,100,0,0,0,0,1,2,0,0,56,65,86.2,868,227,35,38,92.1,15,17,88.2,6,7,85.7,0,0.1,0.1,1,8,2,0,8,https://fbref.com/en/matches/e2ee9d3d/Leganes-Real-Madrid-November-24-2024-La-Liga
11/24/24,La Liga,Leganes,Endrick,16,br BRA,FW,18-126,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,4,75,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,4,75,53,8,2,2,100,1,1,100,0,0,,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/e2ee9d3d/Leganes-Real-Madrid-November-24-2024-La-Liga
11/24/24,La Liga,Leganes,Dani Ceballos,19,es ESP,CM,28-109,90,0,0,0,0,0,0,0,0,1,98,4,1,0,0,0,1,1,85,90,94.4,10,61,3,0,0,4,2,1,2,1,3,3,100,0,1,0,1,1,5,0,0,85,90,94.4,1410,425,46,48,95.8,31,31,100,7,9,77.8,0,0,0,0,10,0,0,10,https://fbref.com/en/matches/e2ee9d3d/Leganes-Real-Madrid-November-24-2024-La-Liga
