Date,Competition,Opponent,Player,number,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,Expected xG,Expected npxG,Expected xAG,SCA,GCA,Passes Cmp,Passes Att,Passes Cmp%,Passes PrgP,Carries Carries,Carries PrgC,Take-Ons Att,Take-Ons Succ,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match URL,Season,Position_Group,Take-Ons Succ%,Performance_Score
2023-12-02,La Liga,Granada,Ferland Mendy,23,fr FRA,LB,28-177,90,0,0,0,0,0,0,0,0,82,0,0,0,0.0,0.0,0.0,1,0,78,78,100.0,2,69,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,78,78,100.0,1004,294,51,51,100.0,23,23,100.0,1,1,100.0,0,0.0,0.0,0,3,0,0,2,https://fbref.com/en/matches/bc316609/Real-Madrid-Granada-December-2-2023-La-Liga,2023-24,Defense,100.0,50.0
2023-12-02,La Liga,Granada,David Alaba,4,at AUT,CB,31-161,90,0,0,0,0,0,0,0,0,112,0,3,0,0.0,0.0,0.0,0,0,97,104,93.3,7,95,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,4,0,97,104,93.3,1537,588,59,60,98.3,34,35,97.1,4,7,57.1,0,0.0,0.0,0,4,0,0,7,https://fbref.com/en/matches/bc316609/Real-Madrid-Granada-December-2-2023-La-Liga,2023-24,Defense,0.0,50.0
2023-12-02,La Liga,Granada,Antonio Rüdiger,22,de GER,CB,30-274,90,0,0,0,0,0,0,1,0,90,2,0,0,0.0,0.0,0.0,0,0,85,89,95.5,1,80,0,0,0,2,2,2,0,0,1,1,100.0,0,0,0,0,0,2,0,0,85,89,95.5,1613,471,29,30,96.7,41,43,95.3,13,14,92.9,0,0.0,0.0,0,7,0,0,1,https://fbref.com/en/matches/bc316609/Real-Madrid-Granada-December-2-2023-La-Liga,2023-24,Defense,0.0,50.0
2023-12-02,La Liga,Granada,Dani Carvajal,2,es ESP,RB,31-325,45,0,0,0,0,0,0,0,0,55,0,1,0,0.0,0.0,0.0,0,0,52,54,96.3,5,44,0,1,1,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,52,54,96.3,906,191,27,27,100.0,15,15,100.0,8,9,88.9,0,0.0,0.1,0,2,2,1,5,https://fbref.com/en/matches/bc316609/Real-Madrid-Granada-December-2-2023-La-Liga,2023-24,Defense,100.0,50.0
2023-12-02,La Liga,Granada,Lucas Vázquez,17,es ESP,RB,32-154,45,0,0,0,0,1,0,0,0,46,1,0,0,0.0,0.0,0.0,1,0,36,43,83.7,0,31,2,0,0,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,36,43,83.7,530,80,20,23,87.0,12,14,85.7,3,4,75.0,0,0.0,0.0,1,3,0,0,0,https://fbref.com/en/matches/bc316609/Real-Madrid-Granada-December-2-2023-La-Liga,2023-24,Defense,0.0,50.0
2023-12-02,La Liga,Granada,Andriy Lunin,13,ua UKR,GK,24-294,90,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,0,0,25,27,92.6,0,21,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,25,27,92.6,475,332,11,11,100.0,12,12,100.0,2,3,66.7,0,0.0,0.0,0,0,0,0,0,https://fbref.com/en/matches/bc316609/Real-Madrid-Granada-December-2-2023-La-Liga,2023-24,Goalkeeper,0.0,82.24
2023-12-09,La Liga,Real Betis,Rodrygo,11,br BRA,FW,22-334,90,0,0,0,0,1,0,0,0,46,0,0,0,0.1,0.1,0.2,4,0,33,34,97.1,4,33,11,16,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,33,34,97.1,426,58,24,24,100.0,9,9,100.0,0,1,0.0,0,0.2,0.3,2,0,2,0,4,https://fbref.com/en/matches/872da7fb/Real-Betis-Real-Madrid-December-9-2023-La-Liga,2023-24,Forward,62.5,6.472222222222222
2023-12-09,La Liga,Real Betis,Jude Bellingham,5,eng ENG,LW,20-163,90,1,0,0,0,2,1,0,0,96,2,1,4,0.6,0.6,0.1,6,1,65,78,83.3,11,56,4,5,3,2,2,1,1,0,2,2,100.0,0,4,0,4,1,3,2,0,65,78,83.3,1026,189,38,41,92.7,24,29,82.8,3,4,75.0,0,0.1,0.2,3,8,3,0,11,https://fbref.com/en/matches/872da7fb/Real-Betis-Real-Madrid-December-9-2023-La-Liga,2023-24,,60.0,0.0
2023-12-09,La Liga,Real Betis,Brahim Díaz,21,ma MAR,RW,24-128,78,0,1,0,0,1,0,0,0,52,1,0,1,0.0,0.0,0.5,3,1,35,43,81.4,4,36,5,4,1,1,1,0,1,0,1,1,100.0,0,1,0,1,0,1,0,0,35,43,81.4,435,144,27,30,90.0,7,10,70.0,1,1,100.0,1,0.5,0.2,1,4,2,0,4,https://fbref.com/en/matches/872da7fb/Real-Betis-Real-Madrid-December-9-2023-La-Liga,2023-24,,25.0,0.0
2023-12-09,La Liga,Real Betis,Joselu,14,es ESP,RW,33-257,12,0,0,0,0,1,0,0,0,4,0,0,0,0.1,0.1,0.0,0,0,2,3,66.7,0,3,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,3,66.7,16,0,2,3,66.7,0,0,,0,0,0.0,0,0.0,0.0,0,0,0,0,0,https://fbref.com/en/matches/872da7fb/Real-Betis-Real-Madrid-December-9-2023-La-Liga,2023-24,,0.0,0.0
2023-12-09,La Liga,Real Betis,Luka Modrić,10,hr CRO,AM,38-091,69,0,0,0,0,3,1,0,0,68,2,1,0,0.1,0.1,0.1,2,0,54,61,88.5,10,42,2,0,0,2,1,2,0,0,1,2,50.0,1,0,0,0,1,3,0,0,54,61,88.5,771,249,37,38,97.4,15,18,83.3,1,3,33.3,0,0.1,0.0,1,7,1,0,10,https://fbref.com/en/matches/872da7fb/Real-Betis-Real-Madrid-December-9-2023-La-Liga,2023-24,Midfield,0.0,50.0
2023-12-09,La Liga,Real Betis,Dani Ceballos,19,es ESP,AM,27-124,21,0,0,0,0,0,0,1,0,25,1,0,0,0.0,0.0,0.0,0,0,18,22,81.8,2,16,0,1,0,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0,18,22,81.8,251,65,12,15,80.0,5,6,83.3,1,1,100.0,0,0.0,0.0,0,4,0,0,2,https://fbref.com/en/matches/872da7fb/Real-Betis-Real-Madrid-December-9-2023-La-Liga,2023-24,Midfield,0.0,50.0
2023-12-09,La Liga,Real Betis,Toni Kroos,8,de GER,DM,33-339,82,0,0,0,0,0,0,0,0,115,3,0,1,0.0,0.0,0.0,1,0,105,115,91.3,6,73,0,0,0,3,2,1,2,0,2,3,66.7,1,1,0,1,0,3,0,0,105,115,91.3,1819,707,59,60,98.3,34,38,89.5,11,15,73.3,0,0.0,0.1,1,8,0,0,6,https://fbref.com/en/matches/872da7fb/Real-Betis-Real-Madrid-December-9-2023-La-Liga,2023-24,Midfield,0.0,50.0
2023-12-09,La Liga,Real Betis,Nicolás Paz,32,ar ARG,DM,19-092,8,0,0,0,0,0,0,0,0,11,0,0,1,0.0,0.0,0.0,0,0,6,10,60.0,2,5,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,6,10,60.0,90,48,3,4,75.0,3,4,75.0,0,1,0.0,0,0.0,0.0,0,1,0,0,2,https://fbref.com/en/matches/872da7fb/Real-Betis-Real-Madrid-December-9-2023-La-Liga,2023-24,Midfield,0.0,50.0
2023-12-09,La Liga,Real Betis,Federico Valverde,15,uy URU,DM,25-140,90,0,0,0,0,1,0,0,0,104,1,1,1,0.0,0.0,0.0,1,0,88,94,93.6,11,74,2,2,0,1,1,1,0,0,0,1,0.0,1,1,0,1,1,2,1,0,88,94,93.6,1345,424,55,59,93.2,27,27,100.0,5,5,100.0,0,0.0,0.0,1,13,0,0,11,https://fbref.com/en/matches/872da7fb/Real-Betis-Real-Madrid-December-9-2023-La-Liga,2023-24,Midfield,0.0,50.0
2023-12-09,La Liga,Real Betis,Ferland Mendy,23,fr FRA,LB,28-184,90,0,0,0,0,1,0,0,0,69,1,2,2,0.0,0.0,0.0,2,0,53,58,91.4,4,33,1,3,1,1,0,0,1,0,1,2,50.0,1,2,0,2,2,3,2,0,53,58,91.4,780,169,34,34,100.0,16,18,88.9,3,5,60.0,0,0.0,0.0,0,2,0,0,4,https://fbref.com/en/matches/872da7fb/Real-Betis-Real-Madrid-December-9-2023-La-Liga,2023-24,Defense,33.33333333333333,50.0
2023-12-09,La Liga,Real Betis,David Alaba,4,at AUT,CB,31-168,90,0,0,0,0,1,0,0,0,84,1,1,1,0.0,0.0,0.0,0,0,71,78,91.0,0,54,0,0,0,1,1,1,0,0,0,0,,0,1,1,0,1,2,1,0,71,78,91.0,1160,383,36,38,94.7,33,35,94.3,2,5,40.0,0,0.0,0.0,0,1,0,0,0,https://fbref.com/en/matches/872da7fb/Real-Betis-Real-Madrid-December-9-2023-La-Liga,2023-24,Defense,0.0,50.0
2023-12-09,La Liga,Real Betis,Antonio Rüdiger,22,de GER,CB,30-281,90,0,0,0,0,1,0,0,0,76,0,0,4,0.0,0.0,0.0,2,0,57,65,87.7,2,44,0,0,0,0,0,0,0,0,0,0,,0,4,3,1,0,0,3,0,57,65,87.7,1178,384,16,16,100.0,36,37,97.3,5,12,41.7,0,0.0,0.0,0,1,0,0,2,https://fbref.com/en/matches/872da7fb/Real-Betis-Real-Madrid-December-9-2023-La-Liga,2023-24,Defense,0.0,50.0
2023-12-09,La Liga,Real Betis,Lucas Vázquez,17,es ESP,RB,32-161,82,0,0,0,0,0,0,0,0,84,2,3,4,0.0,0.0,0.0,0,0,64,71,90.1,5,41,0,3,1,2,1,1,1,0,0,1,0.0,1,4,0,4,3,5,2,0,64,71,90.1,889,208,44,46,95.7,20,22,90.9,0,2,0.0,0,0.0,0.0,0,5,0,0,5,https://fbref.com/en/matches/872da7fb/Real-Betis-Real-Madrid-December-9-2023-La-Liga,2023-24,Defense,33.33333333333333,50.0
2023-12-09,La Liga,Real Betis,Nacho,6,es ESP,RB,33-325,8,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,4,6,66.7,0,4,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,4,6,66.7,47,14,3,3,100.0,1,2,50.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,https://fbref.com/en/matches/872da7fb/Real-Betis-Real-Madrid-December-9-2023-La-Liga,2023-24,Defense,0.0,50.0
2023-12-09,La Liga,Real Betis,Andriy Lunin,13,ua UKR,GK,24-301,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0,0,26,27,96.3,0,16,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,26,27,96.3,498,295,8,8,100.0,16,16,100.0,2,3,66.7,0,0.0,0.0,0,0,0,0,0,https://fbref.com/en/matches/872da7fb/Real-Betis-Real-Madrid-December-9-2023-La-Liga,2023-24,Goalkeeper,0.0,84.46
2023-12-12,Champions League,Union Berlin,Rodrygo,11,br BRA,FW,22-337,79,0,1,0,0,2,2,0,0,65,0,0,0,0.4,0.4,0.6,7,1,57,59,96.6,6,58,5,6,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,57,59,96.6,628,117,38,39,97.4,8,8,100.0,3,4,75.0,1,0.6,0.4,5,4,2,0,6,https://fbref.com/en/matches/db188587/Union-Berlin-Real-Madrid-December-12-2023-Champions-League,2023-24,Forward,50.0,6.6455696202531644
2023-12-12,Champions League,Union Berlin,Brahim Díaz,21,ma MAR,FW,24-131,11,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,10,10,100.0,0,10,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10,10,100.0,133,19,7,7,100.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,https://fbref.com/en/matches/db188587/Union-Berlin-Real-Madrid-December-12-2023-Champions-League,2023-24,Forward,0.0,0.0
2023-12-12,Champions League,Union Berlin,Joselu,14,es ESP,FW,33-260,90,2,0,0,0,6,2,0,0,32,0,0,0,0.8,0.8,0.0,0,0,19,25,76.0,0,24,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,19,25,76.0,188,8,11,14,78.6,4,6,66.7,0,0,0.0,0,0.0,0.0,0,0,0,0,0,https://fbref.com/en/matches/db188587/Union-Berlin-Real-Madrid-December-12-2023-Champions-League,2023-24,Forward,0.0,6.222222222222221
2023-12-12,Champions League,Union Berlin,Jude Bellingham,5,eng ENG,AM,20-166,90,0,1,0,0,4,1,1,0,101,1,0,0,0.4,0.4,0.5,9,1,85,91,93.4,12,79,2,5,4,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,85,91,93.4,1251,254,48,50,96.0,28,30,93.3,4,4,100.0,1,0.5,0.5,3,9,2,1,12,https://fbref.com/en/matches/db188587/Union-Berlin-Real-Madrid-December-12-2023-Champions-League,2023-24,Midfield,80.0,50.0
2023-12-12,Champions League,Union Berlin,Dani Ceballos,19,es ESP,AM,27-127,89,1,0,0,0,2,1,0,0,122,3,1,0,0.2,0.2,0.2,5,0,101,111,91.0,9,99,3,3,2,3,1,1,1,1,1,2,50.0,1,0,0,0,1,4,0,0,101,111,91.0,1420,320,57,60,95.0,32,34,94.1,4,6,66.7,0,0.2,0.4,3,11,3,1,9,https://fbref.com/en/matches/db188587/Union-Berlin-Real-Madrid-December-12-2023-Champions-League,2023-24,Midfield,66.66666666666666,50.0
2023-12-12,Champions League,Union Berlin,Nicolás Paz,32,ar ARG,AM,19-095,1,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,5,5,100.0,1,5,1,2,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,5,100.0,69,7,3,3,100.0,2,2,100.0,0,0,0.0,0,0.0,0.0,0,0,0,0,1,https://fbref.com/en/matches/db188587/Union-Berlin-Real-Madrid-December-12-2023-Champions-League,2023-24,Midfield,50.0,50.0
2023-12-12,Champions League,Union Berlin,Federico Valverde,15,uy URU,DM,25-143,45,0,0,0,0,2,0,0,0,48,0,0,0,0.0,0.0,0.0,1,0,44,46,95.7,3,40,2,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,44,46,95.7,784,220,27,27,100.0,10,10,100.0,7,9,77.8,0,0.0,0.1,0,5,0,0,3,https://fbref.com/en/matches/db188587/Union-Berlin-Real-Madrid-December-12-2023-Champions-League,2023-24,Midfield,100.0,50.0
2023-12-12,Champions League,Union Berlin,Toni Kroos,8,de GER,DM,33-342,45,0,0,0,0,1,1,0,0,69,0,0,1,0.0,0.0,0.0,5,0,56,64,87.5,5,50,3,0,0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,2,0,56,64,87.5,987,432,21,21,100.0,27,29,93.1,5,10,50.0,0,0.0,0.0,0,8,0,0,5,https://fbref.com/en/matches/db188587/Union-Berlin-Real-Madrid-December-12-2023-Champions-League,2023-24,Midfield,0.0,50.0
2023-12-12,Champions League,Union Berlin,Luka Modrić,10,hr CRO,DM,38-094,90,0,0,0,1,3,0,0,0,125,0,2,0,0.9,0.2,0.2,4,1,108,116,93.1,8,110,2,1,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,1,108,116,93.1,1454,440,64,67,95.5,26,27,96.3,8,11,72.7,0,0.2,0.2,3,16,2,1,8,https://fbref.com/en/matches/db188587/Union-Berlin-Real-Madrid-December-12-2023-Champions-League,2023-24,Midfield,0.0,50.0
2023-12-12,Champions League,Union Berlin,Fran Garcia,20,es ESP,LB,24-120,90,0,1,0,0,0,0,0,0,111,1,1,1,0.0,0.0,0.3,5,2,92,102,90.2,4,87,7,0,0,1,1,1,0,0,1,2,50.0,1,1,0,1,1,2,1,0,92,102,90.2,1202,379,62,65,95.4,26,28,92.9,1,1,100.0,1,0.3,0.5,2,7,1,1,4,https://fbref.com/en/matches/db188587/Union-Berlin-Real-Madrid-December-12-2023-Champions-League,2023-24,Defense,0.0,50.0
2023-12-12,Champions League,Union Berlin,David Alaba,4,at AUT,CB,31-171,70,0,0,0,0,1,0,1,0,79,0,1,0,0.1,0.1,0.0,0,0,70,73,95.9,2,64,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,1,70,73,95.9,1246,493,22,22,100.0,42,44,95.5,4,5,80.0,0,0.0,0.1,0,2,0,0,2,https://fbref.com/en/matches/db188587/Union-Berlin-Real-Madrid-December-12-2023-Champions-League,2023-24,Defense,0.0,50.0
2023-12-12,Champions League,Union Berlin,Antonio Rüdiger,22,de GER,CB,30-284,20,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,0,0,10,10,100.0,0,9,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,10,10,100.0,190,99,6,6,100.0,3,3,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,0,https://fbref.com/en/matches/db188587/Union-Berlin-Real-Madrid-December-12-2023-Champions-League,2023-24,Defense,0.0,50.0
2023-12-12,Champions League,Union Berlin,Nacho,6,es ESP,CB,33-328,90,0,0,0,0,0,0,0,0,89,0,1,0,0.0,0.0,0.0,0,0,85,87,97.7,2,57,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,85,87,97.7,1529,450,32,32,100.0,47,48,97.9,6,7,85.7,0,0.0,0.0,0,3,0,0,2,https://fbref.com/en/matches/db188587/Union-Berlin-Real-Madrid-December-12-2023-Champions-League,2023-24,Defense,0.0,50.0
2023-12-12,Champions League,Union Berlin,Lucas Vázquez,17,es ESP,RB,32-164,90,0,0,0,0,1,1,0,0,113,2,0,1,0.0,0.0,0.2,5,1,93,106,87.7,2,86,5,3,1,2,2,1,1,0,1,1,100.0,0,1,0,1,0,2,2,0,93,106,87.7,1269,231,64,70,91.4,25,28,89.3,4,7,57.1,0,0.2,0.2,2,3,2,1,2,https://fbref.com/en/matches/db188587/Union-Berlin-Real-Madrid-December-12-2023-Champions-League,2023-24,Defense,33.33333333333333,50.0
2023-12-12,Champions League,Union Berlin,Kepa Arrizabalaga,25,es ESP,GK,29-070,90,0,0,0,0,0,0,0,0,40,0,0,0,0.0,0.0,0.0,0,0,37,38,97.4,0,30,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,37,38,97.4,809,477,8,8,100.0,21,21,100.0,8,9,88.9,0,0.0,0.0,0,0,0,0,0,https://fbref.com/en/matches/db188587/Union-Berlin-Real-Madrid-December-12-2023-Champions-League,2023-24,Goalkeeper,0.0,94.0
2023-12-17,La Liga,Villarreal,Rodrygo,11,br BRA,FW,22-342,90,1,0,0,0,6,3,0,0,55,1,1,0,1.0,1.0,0.1,6,1,39,44,88.6,5,46,11,3,1,1,1,1,0,0,0,1,0.0,1,0,0,0,1,2,0,0,39,44,88.6,455,99,27,29,93.1,7,8,87.5,2,3,66.7,0,0.1,0.2,2,3,2,0,5,https://fbref.com/en/matches/7cbfb8ee/Real-Madrid-Villarreal-December-17-2023-La-Liga,2023-24,Forward,33.33333333333333,8.277777777777777
2023-12-17,La Liga,Villarreal,Brahim Díaz,21,ma MAR,FW,24-136,83,1,0,0,0,4,3,0,0,54,1,0,2,0.5,0.5,0.0,6,2,37,43,86.0,3,44,4,6,4,1,1,0,1,0,1,2,50.0,1,2,0,2,0,1,0,0,37,43,86.0,436,98,26,27,96.3,4,5,80.0,2,2,100.0,0,0.0,0.1,1,3,1,0,3,https://fbref.com/en/matches/7cbfb8ee/Real-Madrid-Villarreal-December-17-2023-La-Liga,2023-24,Forward,66.66666666666666,11.004016064257026
2023-12-17,La Liga,Villarreal,Joselu,14,es ESP,FW,33-265,7,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,2,100.0,43,13,0,0,,2,2,100.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,https://fbref.com/en/matches/7cbfb8ee/Real-Madrid-Villarreal-December-17-2023-La-Liga,2023-24,Forward,0.0,0.0
2023-12-17,La Liga,Villarreal,Jude Bellingham,5,eng ENG,LM,20-171,77,1,0,0,0,3,2,1,0,69,1,1,0,0.4,0.4,0.1,1,0,50,59,84.7,11,50,3,0,0,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,0,0,50,59,84.7,689,160,35,39,89.7,8,11,72.7,3,3,100.0,0,0.1,0.2,1,6,1,0,11,https://fbref.com/en/matches/7cbfb8ee/Real-Madrid-Villarreal-December-17-2023-La-Liga,2023-24,Midfield,0.0,50.0
2023-12-17,La Liga,Villarreal,Dani Ceballos,19,es ESP,LM,27-132,13,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,2,0,8,10,80.0,1,8,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8,10,80.0,151,36,4,4,100.0,2,2,100.0,1,2,50.0,0,0.0,0.0,1,1,0,0,1,https://fbref.com/en/matches/7cbfb8ee/Real-Madrid-Villarreal-December-17-2023-La-Liga,2023-24,Midfield,0.0,50.0
2023-12-17,La Liga,Villarreal,Toni Kroos,8,de GER,CM,33-347,78,0,0,0,0,1,0,0,0,91,1,0,0,0.0,0.0,0.2,7,0,84,90,93.3,11,62,1,0,0,1,0,1,0,0,0,2,0.0,2,0,0,0,0,1,0,0,84,90,93.3,1554,467,39,40,97.5,29,32,90.6,12,13,92.3,0,0.2,0.1,4,10,1,0,11,https://fbref.com/en/matches/7cbfb8ee/Real-Madrid-Villarreal-December-17-2023-La-Liga,2023-24,Midfield,0.0,50.0
2023-12-17,La Liga,Villarreal,Aurélien Tchouaméni,18,fr FRA,CM,23-324,12,0,0,0,0,1,0,1,0,13,0,0,0,0.0,0.0,0.0,0,0,9,12,75.0,2,7,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9,12,75.0,181,64,4,5,80.0,4,4,100.0,1,2,50.0,0,0.0,0.0,0,1,0,0,2,https://fbref.com/en/matches/7cbfb8ee/Real-Madrid-Villarreal-December-17-2023-La-Liga,2023-24,Midfield,0.0,50.0
2023-12-17,La Liga,Villarreal,Federico Valverde,15,uy URU,"RM,CM",25-148,90,0,0,0,0,2,0,0,0,89,2,1,0,0.0,0.0,0.0,3,0,72,77,93.5,8,65,1,0,0,2,1,1,1,0,2,2,100.0,0,0,0,0,1,3,2,0,72,77,93.5,1030,347,50,51,98.0,13,14,92.9,5,7,71.4,0,0.0,0.0,0,8,2,0,8,https://fbref.com/en/matches/7cbfb8ee/Real-Madrid-Villarreal-December-17-2023-La-Liga,2023-24,,0.0,0.0
2023-12-17,La Liga,Villarreal,Luka Modrić,10,hr CRO,"CM,RM",38-099,90,1,1,0,0,2,1,0,0,89,2,1,3,0.2,0.2,0.4,9,1,68,78,87.2,13,59,3,1,0,2,0,1,0,1,1,3,33.3,2,3,0,3,1,3,0,0,68,78,87.2,1162,406,31,33,93.9,23,24,95.8,9,15,60.0,1,0.4,0.5,5,4,8,1,13,https://fbref.com/en/matches/7cbfb8ee/Real-Madrid-Villarreal-December-17-2023-La-Liga,2023-24,,0.0,0.0
2023-12-17,La Liga,Villarreal,Ferland Mendy,23,fr FRA,LB,28-192,45,0,0,0,0,0,0,0,0,27,2,0,0,0.0,0.0,0.0,0,0,22,23,95.7,2,20,0,0,0,2,0,2,0,0,2,2,100.0,0,0,0,0,0,2,0,0,22,23,95.7,231,52,18,19,94.7,2,2,100.0,0,0,0.0,0,0.0,0.0,0,3,0,0,2,https://fbref.com/en/matches/7cbfb8ee/Real-Madrid-Villarreal-December-17-2023-La-Liga,2023-24,Defense,0.0,50.0
2023-12-17,La Liga,Villarreal,Fran Garcia,20,es ESP,LB,24-125,45,0,1,0,0,0,0,0,0,37,0,2,0,0.0,0.0,0.3,1,0,31,34,91.2,2,28,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,31,34,91.2,488,157,15,16,93.8,16,16,100.0,0,0,0.0,1,0.3,0.0,1,0,1,0,2,https://fbref.com/en/matches/7cbfb8ee/Real-Madrid-Villarreal-December-17-2023-La-Liga,2023-24,Defense,0.0,50.0
2023-12-17,La Liga,Villarreal,David Alaba,4,at AUT,CB,31-176,34,0,0,0,0,1,0,0,0,22,1,0,1,0.0,0.0,0.0,0,0,15,18,83.3,2,16,0,0,0,1,0,0,1,0,0,1,0.0,1,1,1,0,0,1,0,0,15,18,83.3,274,88,7,8,87.5,6,6,100.0,2,3,66.7,0,0.0,0.0,0,3,0,0,2,https://fbref.com/en/matches/7cbfb8ee/Real-Madrid-Villarreal-December-17-2023-La-Liga,2023-24,Defense,0.0,50.0
2023-12-17,La Liga,Villarreal,Nacho,6,es ESP,CB,33-333,56,0,0,0,0,0,0,0,0,47,2,0,3,0.0,0.0,0.0,0,0,38,40,95.0,2,16,1,0,0,2,1,0,0,2,1,2,50.0,1,3,0,3,0,2,1,0,38,40,95.0,570,236,22,22,100.0,12,12,100.0,3,4,75.0,0,0.0,0.0,0,1,0,0,2,https://fbref.com/en/matches/7cbfb8ee/Real-Madrid-Villarreal-December-17-2023-La-Liga,2023-24,Defense,0.0,50.0
2023-12-17,La Liga,Villarreal,Antonio Rüdiger,22,de GER,CB,30-289,90,0,0,0,0,1,0,0,0,70,0,0,1,0.1,0.1,0.0,1,1,57,65,87.7,5,58,1,1,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,57,65,87.7,951,291,20,21,95.2,34,37,91.9,1,4,25.0,0,0.0,0.0,0,3,1,0,5,https://fbref.com/en/matches/7cbfb8ee/Real-Madrid-Villarreal-December-17-2023-La-Liga,2023-24,Defense,0.0,50.0
2023-12-17,La Liga,Villarreal,Lucas Vázquez,17,es ESP,RB,32-169,90,0,1,0,0,1,0,0,0,74,1,1,3,0.0,0.0,0.9,4,1,53,63,84.1,6,49,2,1,1,1,1,1,0,0,1,1,100.0,0,3,0,3,1,2,1,0,53,63,84.1,633,163,38,43,88.4,12,14,85.7,0,1,0.0,1,0.9,0.5,3,0,2,0,6,https://fbref.com/en/matches/7cbfb8ee/Real-Madrid-Villarreal-December-17-2023-La-Liga,2023-24,Defense,100.0,50.0
2023-12-17,La Liga,Villarreal,Andriy Lunin,13,ua UKR,GK,24-309,90,0,0,0,0,0,0,0,0,22,0,0,0,0.0,0.0,0.0,0,0,19,21,90.5,0,14,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,19,21,90.5,432,269,5,5,100.0,10,10,100.0,4,6,66.7,0,0.0,0.0,0,0,0,0,0,https://fbref.com/en/matches/7cbfb8ee/Real-Madrid-Villarreal-December-17-2023-La-Liga,2023-24,Goalkeeper,0.0,80.98
2023-12-21,La Liga,Alaves,Rodrygo,11,br BRA,FW,22-346,89,0,0,0,0,2,1,0,0,48,0,0,1,0.1,0.1,0.1,2,0,24,32,75.0,0,36,9,9,2,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,24,32,75.0,304,14,18,23,78.3,5,6,83.3,1,2,50.0,0,0.1,0.0,2,1,0,0,0,https://fbref.com/en/matches/4dec0026/Alaves-Real-Madrid-December-21-2023-La-Liga,2023-24,Forward,22.22222222222222,2.84019975031211
