Date,Competition,Opponent,Player,#,Nation,Pos,Age,Min, Gls, Ast, PK, PKatt, Sh, SoT, CrdY, CrdR, Int,Match URL
10/17/15,La Liga,Levante,Gareth Bale,11,wls WAL,FW,26-093,45,0,0,0,0,2,0,0,0,0,https://fbref.com/en/matches/5d63a849/Real-Madrid-Levante-October-17-2015-La-Liga
10/17/15,La Liga,Levante,Lucas Vázquez,17,es ESP,"DF,FW",24-108,45,0,1,0,0,3,0,0,0,1,https://fbref.com/en/matches/5d63a849/Real-Madrid-Levante-October-17-2015-La-Liga
10/17/15,La Liga,Levante,Isco,22,es ESP,FW,23-179,68,0,0,0,0,1,0,0,0,1,https://fbref.com/en/matches/5d63a849/Real-Madrid-Levante-October-17-2015-La-Liga
10/17/15,La Liga,Levante,Jesé,20,es ESP,"FW,MF",22-233,22,1,0,0,0,1,1,0,0,0,https://fbref.com/en/matches/5d63a849/Real-Madrid-Levante-October-17-2015-La-Liga
10/17/15,La Liga,Levante,Mateo Kovačić,16,hr CRO,CM,21-164,76,0,0,0,0,0,0,1,0,2,https://fbref.com/en/matches/5d63a849/Real-Madrid-Levante-October-17-2015-La-Liga
10/17/15,La Liga,Levante,Marcos Llorente,28,es ESP,"DF,FW",20-260,14,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/5d63a849/Real-Madrid-Levante-October-17-2015-La-Liga
10/17/15,La Liga,Levante,Casemiro,14,br BRA,CM,23-236,90,0,0,0,0,3,0,0,0,1,https://fbref.com/en/matches/5d63a849/Real-Madrid-Levante-October-17-2015-La-Liga
10/17/15,La Liga,Levante,Toni Kroos,8,de GER,CM,25-286,90,0,1,0,0,1,1,0,0,1,https://fbref.com/en/matches/5d63a849/Real-Madrid-Levante-October-17-2015-La-Liga
10/17/15,La Liga,Levante,Marcelo,12,br BRA,LB,27-158,90,1,0,0,0,2,1,0,0,2,https://fbref.com/en/matches/5d63a849/Real-Madrid-Levante-October-17-2015-La-Liga
10/17/15,La Liga,Levante,Nacho,6,es ESP,CB,25-272,90,0,0,0,0,0,0,0,0,2,https://fbref.com/en/matches/5d63a849/Real-Madrid-Levante-October-17-2015-La-Liga
10/17/15,La Liga,Levante,Raphaël Varane,5,fr FRA,CB,22-175,90,0,0,0,0,0,0,0,0,6,https://fbref.com/en/matches/5d63a849/Real-Madrid-Levante-October-17-2015-La-Liga
10/17/15,La Liga,Levante,Danilo,23,br BRA,RB,24-094,90,0,0,0,0,1,1,0,0,5,https://fbref.com/en/matches/5d63a849/Real-Madrid-Levante-October-17-2015-La-Liga
10/17/15,La Liga,Levante,Keylor Navas,1,cr CRC,GK,28-306,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/5d63a849/Real-Madrid-Levante-October-17-2015-La-Liga
10/21/15,Champions League,Paris Saint Germain,Cristiano Ronaldo,7,pt POR,FW,30-258,90,0,0,0,0,6,2,0,0,1,https://fbref.com/en/matches/18a6793f/Paris-Saint-Germain-Real-Madrid-October-21-2015-Champions-League
10/21/15,Champions League,Paris Saint Germain,Isco,22,es ESP,LW,23-183,69,0,0,0,0,2,0,0,0,0,https://fbref.com/en/matches/18a6793f/Paris-Saint-Germain-Real-Madrid-October-21-2015-Champions-League
10/21/15,Champions League,Paris Saint Germain,Luka Modrić,19,hr CRO,MF,30-042,21,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/18a6793f/Paris-Saint-Germain-Real-Madrid-October-21-2015-Champions-League
10/21/15,Champions League,Paris Saint Germain,Jesé,20,es ESP,FW,22-237,73,0,0,0,0,2,1,0,0,4,https://fbref.com/en/matches/18a6793f/Paris-Saint-Germain-Real-Madrid-October-21-2015-Champions-League
10/21/15,Champions League,Paris Saint Germain,Denis Cheryshev,21,ru RUS,"FW,MF",24-299,17,0,0,0,0,1,0,1,0,0,https://fbref.com/en/matches/18a6793f/Paris-Saint-Germain-Real-Madrid-October-21-2015-Champions-League
10/21/15,Champions League,Paris Saint Germain,Toni Kroos,8,de GER,CM,25-290,90,0,0,0,0,1,0,0,0,2,https://fbref.com/en/matches/18a6793f/Paris-Saint-Germain-Real-Madrid-October-21-2015-Champions-League
10/21/15,Champions League,Paris Saint Germain,Casemiro,14,br BRA,CM,23-240,90,0,0,0,0,3,1,0,0,3,https://fbref.com/en/matches/18a6793f/Paris-Saint-Germain-Real-Madrid-October-21-2015-Champions-League
10/21/15,Champions League,Paris Saint Germain,Lucas Vázquez,17,es ESP,RW,24-112,90,0,0,0,0,2,0,1,0,0,https://fbref.com/en/matches/18a6793f/Paris-Saint-Germain-Real-Madrid-October-21-2015-Champions-League
10/21/15,Champions League,Paris Saint Germain,Marcelo,12,br BRA,LB,27-162,90,0,0,0,0,1,0,0,0,3,https://fbref.com/en/matches/18a6793f/Paris-Saint-Germain-Real-Madrid-October-21-2015-Champions-League
10/21/15,Champions League,Paris Saint Germain,Raphaël Varane,5,fr FRA,CB,22-179,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/18a6793f/Paris-Saint-Germain-Real-Madrid-October-21-2015-Champions-League
10/21/15,Champions League,Paris Saint Germain,Sergio Ramos,4,es ESP,CB,29-205,90,0,0,0,0,0,0,1,0,4,https://fbref.com/en/matches/18a6793f/Paris-Saint-Germain-Real-Madrid-October-21-2015-Champions-League
10/21/15,Champions League,Paris Saint Germain,Danilo,23,br BRA,RB,24-098,90,0,0,0,0,0,0,0,0,2,https://fbref.com/en/matches/18a6793f/Paris-Saint-Germain-Real-Madrid-October-21-2015-Champions-League
10/21/15,Champions League,Paris Saint Germain,Keylor Navas,1,cr CRC,GK,28-310,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/18a6793f/Paris-Saint-Germain-Real-Madrid-October-21-2015-Champions-League
10/24/15,La Liga,Celta Vigo,Cristiano Ronaldo,7,pt POR,FW,30-261,90,1,0,0,0,7,4,0,0,0,https://fbref.com/en/matches/06af4c57/Celta-Vigo-Real-Madrid-October-24-2015-La-Liga
10/24/15,La Liga,Celta Vigo,Jesé,20,es ESP,FW,22-240,69,0,1,0,0,0,0,0,0,0,https://fbref.com/en/matches/06af4c57/Celta-Vigo-Real-Madrid-October-24-2015-La-Liga
10/24/15,La Liga,Celta Vigo,Denis Cheryshev,21,ru RUS,"FW,MF",24-302,21,0,1,0,0,0,0,0,0,2,https://fbref.com/en/matches/06af4c57/Celta-Vigo-Real-Madrid-October-24-2015-La-Liga
10/24/15,La Liga,Celta Vigo,Lucas Vázquez,17,es ESP,FW,24-115,61,0,1,0,0,1,1,1,0,2,https://fbref.com/en/matches/06af4c57/Celta-Vigo-Real-Madrid-October-24-2015-La-Liga
10/24/15,La Liga,Celta Vigo,Isco,22,es ESP,"FW,MF",23-186,29,0,0,0,0,2,1,0,0,1,https://fbref.com/en/matches/06af4c57/Celta-Vigo-Real-Madrid-October-24-2015-La-Liga
10/24/15,La Liga,Celta Vigo,Toni Kroos,8,de GER,CM,25-293,90,0,0,0,0,0,0,0,0,2,https://fbref.com/en/matches/06af4c57/Celta-Vigo-Real-Madrid-October-24-2015-La-Liga
10/24/15,La Liga,Celta Vigo,Casemiro,14,br BRA,CM,23-243,90,0,0,0,0,1,0,0,0,4,https://fbref.com/en/matches/06af4c57/Celta-Vigo-Real-Madrid-October-24-2015-La-Liga
10/24/15,La Liga,Celta Vigo,Luka Modrić,19,hr CRO,CM,30-045,79,0,0,0,0,0,0,0,0,2,https://fbref.com/en/matches/06af4c57/Celta-Vigo-Real-Madrid-October-24-2015-La-Liga
10/24/15,La Liga,Celta Vigo,Nacho,6,es ESP,DF,25-279,11,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/06af4c57/Celta-Vigo-Real-Madrid-October-24-2015-La-Liga
10/24/15,La Liga,Celta Vigo,Marcelo,12,br BRA,LB,27-165,90,1,0,0,0,1,1,0,0,2,https://fbref.com/en/matches/06af4c57/Celta-Vigo-Real-Madrid-October-24-2015-La-Liga
10/24/15,La Liga,Celta Vigo,Sergio Ramos,4,es ESP,CB,29-208,90,0,0,0,0,0,0,0,0,5,https://fbref.com/en/matches/06af4c57/Celta-Vigo-Real-Madrid-October-24-2015-La-Liga
10/24/15,La Liga,Celta Vigo,Raphaël Varane,5,fr FRA,CB,22-182,90,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/06af4c57/Celta-Vigo-Real-Madrid-October-24-2015-La-Liga
10/24/15,La Liga,Celta Vigo,Danilo,23,br BRA,RB,24-101,90,1,0,0,0,2,1,0,0,3,https://fbref.com/en/matches/06af4c57/Celta-Vigo-Real-Madrid-October-24-2015-La-Liga
10/24/15,La Liga,Celta Vigo,Keylor Navas,1,cr CRC,GK,28-313,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/06af4c57/Celta-Vigo-Real-Madrid-October-24-2015-La-Liga
10/31/15,La Liga,Las Palmas,Cristiano Ronaldo,7,pt POR,FW,30-268,90,1,0,0,0,5,3,0,0,0,https://fbref.com/en/matches/aa76376f/Real-Madrid-Las-Palmas-October-31-2015-La-Liga
10/31/15,La Liga,Las Palmas,Jesé,20,es ESP,FW,22-247,79,1,0,0,0,2,2,0,0,1,https://fbref.com/en/matches/aa76376f/Real-Madrid-Las-Palmas-October-31-2015-La-Liga
10/31/15,La Liga,Las Palmas,Marcos Llorente,28,es ESP,"DF,FW",20-274,11,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/aa76376f/Real-Madrid-Las-Palmas-October-31-2015-La-Liga
10/31/15,La Liga,Las Palmas,Isco,22,es ESP,FW,23-193,90,1,0,0,0,3,2,0,0,2,https://fbref.com/en/matches/aa76376f/Real-Madrid-Las-Palmas-October-31-2015-La-Liga
10/31/15,La Liga,Las Palmas,Toni Kroos,8,de GER,CM,25-300,86,0,1,0,0,1,0,0,0,2,https://fbref.com/en/matches/aa76376f/Real-Madrid-Las-Palmas-October-31-2015-La-Liga
10/31/15,La Liga,Las Palmas,Borja Mayoral,29,es ESP,FW,18-209,4,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/aa76376f/Real-Madrid-Las-Palmas-October-31-2015-La-Liga
10/31/15,La Liga,Las Palmas,Casemiro,14,br BRA,CM,23-250,90,0,1,0,0,0,0,0,0,3,https://fbref.com/en/matches/aa76376f/Real-Madrid-Las-Palmas-October-31-2015-La-Liga
10/31/15,La Liga,Las Palmas,Luka Modrić,19,hr CRO,CM,30-052,45,0,0,0,0,1,1,0,0,1,https://fbref.com/en/matches/aa76376f/Real-Madrid-Las-Palmas-October-31-2015-La-Liga
10/31/15,La Liga,Las Palmas,Lucas Vázquez,17,es ESP,"DF,FW",24-122,45,0,0,0,0,2,2,0,0,1,https://fbref.com/en/matches/aa76376f/Real-Madrid-Las-Palmas-October-31-2015-La-Liga
10/31/15,La Liga,Las Palmas,Marcelo,12,br BRA,LB,27-172,90,0,1,0,0,1,0,0,0,3,https://fbref.com/en/matches/aa76376f/Real-Madrid-Las-Palmas-October-31-2015-La-Liga
10/31/15,La Liga,Las Palmas,Nacho,6,es ESP,CB,25-286,90,0,0,0,0,1,1,0,0,2,https://fbref.com/en/matches/aa76376f/Real-Madrid-Las-Palmas-October-31-2015-La-Liga
10/31/15,La Liga,Las Palmas,Raphaël Varane,5,fr FRA,CB,22-189,90,0,0,0,0,1,0,0,0,0,https://fbref.com/en/matches/aa76376f/Real-Madrid-Las-Palmas-October-31-2015-La-Liga
10/31/15,La Liga,Las Palmas,Danilo,23,br BRA,RB,24-108,90,0,0,0,0,0,0,0,0,4,https://fbref.com/en/matches/aa76376f/Real-Madrid-Las-Palmas-October-31-2015-La-Liga
10/31/15,La Liga,Las Palmas,Kiko Casilla,13,es ESP,GK,29-029,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/aa76376f/Real-Madrid-Las-Palmas-October-31-2015-La-Liga
11/3/15,Champions League,Paris Saint Germain,Cristiano Ronaldo,7,pt POR,FW,30-271,90,0,0,0,0,3,1,0,0,1,https://fbref.com/en/matches/4f7ff82a/Real-Madrid-Paris-Saint-Germain-November-3-2015-Champions-League
11/3/15,Champions League,Paris Saint Germain,Jesé,20,es ESP,FW,22-250,63,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/4f7ff82a/Real-Madrid-Paris-Saint-Germain-November-3-2015-Champions-League
11/3/15,Champions League,Paris Saint Germain,Lucas Vázquez,17,es ESP,"DF,FW",24-125,27,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/4f7ff82a/Real-Madrid-Paris-Saint-Germain-November-3-2015-Champions-League
11/3/15,Champions League,Paris Saint Germain,Isco,22,es ESP,FW,23-196,82,0,0,0,0,5,4,0,0,1,https://fbref.com/en/matches/4f7ff82a/Real-Madrid-Paris-Saint-Germain-November-3-2015-Champions-League
11/3/15,Champions League,Paris Saint Germain,Mateo Kovačić,16,hr CRO,MF,21-181,8,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/4f7ff82a/Real-Madrid-Paris-Saint-Germain-November-3-2015-Champions-League
11/3/15,Champions League,Paris Saint Germain,Toni Kroos,8,de GER,CM,25-303,90,0,0,0,0,2,1,0,0,0,https://fbref.com/en/matches/4f7ff82a/Real-Madrid-Paris-Saint-Germain-November-3-2015-Champions-League
11/3/15,Champions League,Paris Saint Germain,Casemiro,14,br BRA,CM,23-253,90,0,0,0,0,0,0,1,0,0,https://fbref.com/en/matches/4f7ff82a/Real-Madrid-Paris-Saint-Germain-November-3-2015-Champions-League
11/3/15,Champions League,Paris Saint Germain,Luka Modrić,19,hr CRO,CM,30-055,90,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/4f7ff82a/Real-Madrid-Paris-Saint-Germain-November-3-2015-Champions-League
11/3/15,Champions League,Paris Saint Germain,Marcelo,12,br BRA,LB,27-175,33,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/4f7ff82a/Real-Madrid-Paris-Saint-Germain-November-3-2015-Champions-League
11/3/15,Champions League,Paris Saint Germain,Nacho,6,es ESP,DF,25-289,57,1,0,0,0,2,1,0,0,1,https://fbref.com/en/matches/4f7ff82a/Real-Madrid-Paris-Saint-Germain-November-3-2015-Champions-League
11/3/15,Champions League,Paris Saint Germain,Sergio Ramos,4,es ESP,CB,29-218,90,0,0,0,0,1,1,0,0,0,https://fbref.com/en/matches/4f7ff82a/Real-Madrid-Paris-Saint-Germain-November-3-2015-Champions-League
11/3/15,Champions League,Paris Saint Germain,Raphaël Varane,5,fr FRA,CB,22-192,90,0,0,0,0,0,0,0,0,3,https://fbref.com/en/matches/4f7ff82a/Real-Madrid-Paris-Saint-Germain-November-3-2015-Champions-League
11/3/15,Champions League,Paris Saint Germain,Danilo,23,br BRA,RB,24-111,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/4f7ff82a/Real-Madrid-Paris-Saint-Germain-November-3-2015-Champions-League
11/3/15,Champions League,Paris Saint Germain,Keylor Navas,1,cr CRC,GK,28-323,90,0,0,0,0,0,0,1,0,0,https://fbref.com/en/matches/4f7ff82a/Real-Madrid-Paris-Saint-Germain-November-3-2015-Champions-League
11/8/15,La Liga,Sevilla,Gareth Bale,11,wls WAL,FW,26-115,90,0,1,0,0,8,4,0,0,0,https://fbref.com/en/matches/2ead1862/Sevilla-Real-Madrid-November-8-2015-La-Liga
11/8/15,La Liga,Sevilla,Cristiano Ronaldo,7,pt POR,FW,30-276,90,0,0,0,0,5,1,0,0,0,https://fbref.com/en/matches/2ead1862/Sevilla-Real-Madrid-November-8-2015-La-Liga
11/8/15,La Liga,Sevilla,Isco,22,es ESP,FW,23-201,62,0,1,0,0,1,0,0,0,0,https://fbref.com/en/matches/2ead1862/Sevilla-Real-Madrid-November-8-2015-La-Liga
11/8/15,La Liga,Sevilla,James Rodríguez,10,co COL,"FW,MF",24-119,28,1,0,0,0,3,1,0,0,0,https://fbref.com/en/matches/2ead1862/Sevilla-Real-Madrid-November-8-2015-La-Liga
11/8/15,La Liga,Sevilla,Toni Kroos,8,de GER,CM,25-308,77,0,0,0,0,2,1,0,0,0,https://fbref.com/en/matches/2ead1862/Sevilla-Real-Madrid-November-8-2015-La-Liga
11/8/15,La Liga,Sevilla,Jesé,20,es ESP,"FW,MF",22-255,13,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/2ead1862/Sevilla-Real-Madrid-November-8-2015-La-Liga
11/8/15,La Liga,Sevilla,Casemiro,14,br BRA,CM,23-258,90,0,0,0,0,3,1,0,0,1,https://fbref.com/en/matches/2ead1862/Sevilla-Real-Madrid-November-8-2015-La-Liga
11/8/15,La Liga,Sevilla,Luka Modrić,19,hr CRO,CM,30-060,90,0,0,0,0,3,1,0,0,4,https://fbref.com/en/matches/2ead1862/Sevilla-Real-Madrid-November-8-2015-La-Liga
11/8/15,La Liga,Sevilla,Nacho,6,es ESP,LB,25-294,90,0,0,0,0,1,0,1,0,4,https://fbref.com/en/matches/2ead1862/Sevilla-Real-Madrid-November-8-2015-La-Liga
11/8/15,La Liga,Sevilla,Sergio Ramos,4,es ESP,CB,29-223,31,1,0,0,0,1,1,0,0,0,https://fbref.com/en/matches/2ead1862/Sevilla-Real-Madrid-November-8-2015-La-Liga
11/8/15,La Liga,Sevilla,Raphaël Varane,5,fr FRA,"DF,MF",22-197,59,0,0,0,0,1,0,0,0,2,https://fbref.com/en/matches/2ead1862/Sevilla-Real-Madrid-November-8-2015-La-Liga
11/8/15,La Liga,Sevilla,Pepe,3,pt POR,CB,32-255,90,0,0,0,0,0,0,0,0,2,https://fbref.com/en/matches/2ead1862/Sevilla-Real-Madrid-November-8-2015-La-Liga
11/8/15,La Liga,Sevilla,Danilo,23,br BRA,RB,24-116,90,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/2ead1862/Sevilla-Real-Madrid-November-8-2015-La-Liga
11/8/15,La Liga,Sevilla,Kiko Casilla,13,es ESP,GK,29-037,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/2ead1862/Sevilla-Real-Madrid-November-8-2015-La-Liga
11/21/15,La Liga,Barcelona,Karim Benzema,9,fr FRA,FW,27-337,90,0,0,0,0,2,1,0,0,0,https://fbref.com/en/matches/f23ea7cf/El-Clasico-Real-Madrid-Barcelona-November-21-2015-La-Liga
11/21/15,La Liga,Barcelona,Cristiano Ronaldo,7,pt POR,AM,30-289,90,0,0,0,0,2,2,0,0,1,https://fbref.com/en/matches/f23ea7cf/El-Clasico-Real-Madrid-Barcelona-November-21-2015-La-Liga
11/21/15,La Liga,Barcelona,James Rodríguez,10,co COL,AM,24-132,54,0,0,0,0,2,2,1,0,1,https://fbref.com/en/matches/f23ea7cf/El-Clasico-Real-Madrid-Barcelona-November-21-2015-La-Liga
11/21/15,La Liga,Barcelona,Isco,22,es ESP,"FW,MF",23-214,29,0,0,0,0,1,0,0,1,0,https://fbref.com/en/matches/f23ea7cf/El-Clasico-Real-Madrid-Barcelona-November-21-2015-La-Liga
11/21/15,La Liga,Barcelona,Gareth Bale,11,wls WAL,AM,26-128,90,0,0,0,0,2,1,0,0,1,https://fbref.com/en/matches/f23ea7cf/El-Clasico-Real-Madrid-Barcelona-November-21-2015-La-Liga
11/21/15,La Liga,Barcelona,Toni Kroos,8,de GER,DM,25-321,90,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/f23ea7cf/El-Clasico-Real-Madrid-Barcelona-November-21-2015-La-Liga
11/21/15,La Liga,Barcelona,Luka Modrić,19,hr CRO,DM,30-073,90,0,0,0,0,1,0,0,0,3,https://fbref.com/en/matches/f23ea7cf/El-Clasico-Real-Madrid-Barcelona-November-21-2015-La-Liga
11/21/15,La Liga,Barcelona,Marcelo,12,br BRA,LB,27-193,58,0,0,0,0,1,0,0,0,2,https://fbref.com/en/matches/f23ea7cf/El-Clasico-Real-Madrid-Barcelona-November-21-2015-La-Liga
11/21/15,La Liga,Barcelona,Dani Carvajal,2,es ESP,DF,23-314,32,0,0,0,0,1,0,1,0,1,https://fbref.com/en/matches/f23ea7cf/El-Clasico-Real-Madrid-Barcelona-November-21-2015-La-Liga
11/21/15,La Liga,Barcelona,Sergio Ramos,4,es ESP,CB,29-236,90,0,0,0,0,0,0,1,0,2,https://fbref.com/en/matches/f23ea7cf/El-Clasico-Real-Madrid-Barcelona-November-21-2015-La-Liga
11/21/15,La Liga,Barcelona,Raphaël Varane,5,fr FRA,CB,22-210,90,0,0,0,0,1,1,0,0,3,https://fbref.com/en/matches/f23ea7cf/El-Clasico-Real-Madrid-Barcelona-November-21-2015-La-Liga
11/21/15,La Liga,Barcelona,Danilo,23,br BRA,RB,24-129,90,0,0,0,0,0,0,0,0,2,https://fbref.com/en/matches/f23ea7cf/El-Clasico-Real-Madrid-Barcelona-November-21-2015-La-Liga
11/21/15,La Liga,Barcelona,Keylor Navas,1,cr CRC,GK,28-341,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/f23ea7cf/El-Clasico-Real-Madrid-Barcelona-November-21-2015-La-Liga
11/25/15,Champions League,Shakhtar Donetsk,Cristiano Ronaldo,7,pt POR,FW,30-293,90,2,1,0,0,10,5,0,0,0,https://fbref.com/en/matches/d36cf897/Shakhtar-Donetsk-Real-Madrid-November-25-2015-Champions-League
11/25/15,Champions League,Shakhtar Donetsk,Gareth Bale,11,wls WAL,FW,26-132,71,0,1,0,0,4,1,0,0,1,https://fbref.com/en/matches/d36cf897/Shakhtar-Donetsk-Real-Madrid-November-25-2015-Champions-League
11/25/15,Champions League,Shakhtar Donetsk,Karim Benzema,9,fr FRA,FW,27-341,19,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/d36cf897/Shakhtar-Donetsk-Real-Madrid-November-25-2015-Champions-League
11/25/15,Champions League,Shakhtar Donetsk,Isco,22,es ESP,FW,23-218,90,0,0,0,0,2,0,0,0,0,https://fbref.com/en/matches/d36cf897/Shakhtar-Donetsk-Real-Madrid-November-25-2015-Champions-League
11/25/15,Champions League,Shakhtar Donetsk,Mateo Kovačić,16,hr CRO,CM,21-203,90,0,0,0,0,1,0,0,0,1,https://fbref.com/en/matches/d36cf897/Shakhtar-Donetsk-Real-Madrid-November-25-2015-Champions-League
11/25/15,Champions League,Shakhtar Donetsk,Casemiro,14,br BRA,CM,23-275,90,0,0,0,0,1,0,0,0,1,https://fbref.com/en/matches/d36cf897/Shakhtar-Donetsk-Real-Madrid-November-25-2015-Champions-League
11/25/15,Champions League,Shakhtar Donetsk,Luka Modrić,19,hr CRO,CM,30-077,62,1,0,0,0,1,1,0,0,0,https://fbref.com/en/matches/d36cf897/Shakhtar-Donetsk-Real-Madrid-November-25-2015-Champions-League
11/25/15,Champions League,Shakhtar Donetsk,Toni Kroos,8,de GER,MF,25-325,28,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/d36cf897/Shakhtar-Donetsk-Real-Madrid-November-25-2015-Champions-League
11/25/15,Champions League,Shakhtar Donetsk,Nacho,6,es ESP,LB,25-311,90,0,0,0,0,0,0,0,0,5,https://fbref.com/en/matches/d36cf897/Shakhtar-Donetsk-Real-Madrid-November-25-2015-Champions-League
11/25/15,Champions League,Shakhtar Donetsk,Raphaël Varane,5,fr FRA,CB,22-214,33,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/d36cf897/Shakhtar-Donetsk-Real-Madrid-November-25-2015-Champions-League
11/25/15,Champions League,Shakhtar Donetsk,Danilo,23,br BRA,"DF,MF",24-133,57,0,0,0,0,0,0,1,0,1,https://fbref.com/en/matches/d36cf897/Shakhtar-Donetsk-Real-Madrid-November-25-2015-Champions-League
11/25/15,Champions League,Shakhtar Donetsk,Pepe,3,pt POR,CB,32-272,90,0,0,0,0,0,0,0,0,6,https://fbref.com/en/matches/d36cf897/Shakhtar-Donetsk-Real-Madrid-November-25-2015-Champions-League
11/25/15,Champions League,Shakhtar Donetsk,Dani Carvajal,2,es ESP,RB,23-318,90,1,0,0,0,1,1,1,0,0,https://fbref.com/en/matches/d36cf897/Shakhtar-Donetsk-Real-Madrid-November-25-2015-Champions-League
11/25/15,Champions League,Shakhtar Donetsk,Kiko Casilla,13,es ESP,GK,29-054,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/d36cf897/Shakhtar-Donetsk-Real-Madrid-November-25-2015-Champions-League
11/29/15,La Liga,Eibar,Cristiano Ronaldo,7,pt POR,FW,30-297,90,1,0,1,1,9,2,0,0,0,https://fbref.com/en/matches/2e5d2f72/Eibar-Real-Madrid-November-29-2015-La-Liga
11/29/15,La Liga,Eibar,Gareth Bale,11,wls WAL,FW,26-136,90,1,0,0,0,4,2,1,0,0,https://fbref.com/en/matches/2e5d2f72/Eibar-Real-Madrid-November-29-2015-La-Liga
11/29/15,La Liga,Eibar,Mateo Kovačić,16,hr CRO,CM,21-207,78,0,0,0,0,1,0,1,0,0,https://fbref.com/en/matches/2e5d2f72/Eibar-Real-Madrid-November-29-2015-La-Liga
11/29/15,La Liga,Eibar,Casemiro,14,br BRA,MF,23-279,12,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/2e5d2f72/Eibar-Real-Madrid-November-29-2015-La-Liga
11/29/15,La Liga,Eibar,Toni Kroos,8,de GER,CM,25-329,90,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/2e5d2f72/Eibar-Real-Madrid-November-29-2015-La-Liga
11/29/15,La Liga,Eibar,Luka Modrić,19,hr CRO,CM,30-081,90,0,1,0,0,1,1,0,0,4,https://fbref.com/en/matches/2e5d2f72/Eibar-Real-Madrid-November-29-2015-La-Liga
11/29/15,La Liga,Eibar,James Rodríguez,10,co COL,FW,24-140,64,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/2e5d2f72/Eibar-Real-Madrid-November-29-2015-La-Liga
11/29/15,La Liga,Eibar,Lucas Vázquez,17,es ESP,"DF,FW",24-151,26,0,0,0,0,0,0,1,0,0,https://fbref.com/en/matches/2e5d2f72/Eibar-Real-Madrid-November-29-2015-La-Liga
11/29/15,La Liga,Eibar,Danilo,23,br BRA,LB,24-137,90,0,0,0,0,1,1,0,0,6,https://fbref.com/en/matches/2e5d2f72/Eibar-Real-Madrid-November-29-2015-La-Liga
11/29/15,La Liga,Eibar,Nacho,6,es ESP,CB,25-315,90,0,0,0,0,0,0,0,0,3,https://fbref.com/en/matches/2e5d2f72/Eibar-Real-Madrid-November-29-2015-La-Liga
11/29/15,La Liga,Eibar,Pepe,3,pt POR,CB,32-276,90,0,0,0,0,0,0,1,0,3,https://fbref.com/en/matches/2e5d2f72/Eibar-Real-Madrid-November-29-2015-La-Liga
11/29/15,La Liga,Eibar,Dani Carvajal,2,es ESP,RB,23-322,84,0,0,0,0,0,0,0,0,4,https://fbref.com/en/matches/2e5d2f72/Eibar-Real-Madrid-November-29-2015-La-Liga
11/29/15,La Liga,Eibar,Karim Benzema,9,fr FRA,FW,27-345,6,0,0,0,0,1,0,0,0,0,https://fbref.com/en/matches/2e5d2f72/Eibar-Real-Madrid-November-29-2015-La-Liga
11/29/15,La Liga,Eibar,Keylor Navas,1,cr CRC,GK,28-349,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/2e5d2f72/Eibar-Real-Madrid-November-29-2015-La-Liga
12/5/15,La Liga,Getafe,Karim Benzema,9,fr FRA,FW,27-351,77,2,0,0,0,4,3,0,0,0,https://fbref.com/en/matches/15d2cbef/Real-Madrid-Getafe-December-5-2015-La-Liga
12/5/15,La Liga,Getafe,Jesé,20,es ESP,"FW,MF",22-282,13,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/15d2cbef/Real-Madrid-Getafe-December-5-2015-La-Liga
12/5/15,La Liga,Getafe,Cristiano Ronaldo,7,pt POR,AM,30-303,90,1,1,0,0,5,2,0,0,0,https://fbref.com/en/matches/15d2cbef/Real-Madrid-Getafe-December-5-2015-La-Liga
