match_id,player_id,player_name,jersey_number,position,match_date,competition,opponent,home_away,result,played,started,minutes_played,goals,assists,shots,shots_on_target,passes,passes_completed,pass_accuracy,tackles,interceptions,clearances,yellow_cards,red_cards,fouls_committed,fouls_suffered,saves,goals_conceded,clean_sheet,rating,player_of_match
10,3354,Kalvin Phillips,4,Midfielder,2023-09-25,Premier League,Crystal Palace,Home,Loss,True,False,21,0,0,2,1,45,38,84.4,5,0,2,0,0,1,1,0,0,False,6.48,False
10,24838234,Josh Wilson-Esbrand,97,Defender,2023-09-25,Premier League,Crystal Palace,Home,Loss,True,True,84,0,0,1,1,40,32,80.0,6,4,4,0,0,1,3,0,0,False,5.51,False
10,4536537,Sergio Gómez Martín,21,Midfielder,2023-09-25,Premier League,Crystal Palace,Home,Loss,True,True,67,0,0,1,0,81,62,76.5,0,3,2,0,0,2,4,0,0,False,5.7,False
10,21394947,Julián Álvarez,19,Midfielder,2023-09-25,Premier League,Crystal Palace,Home,Loss,False,False,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,False
10,37459073,Rico Lewis,82,Defender,2023-09-25,Premier League,Crystal Palace,Home,Loss,True,True,60,0,0,1,1,66,59,89.4,7,2,7,0,0,3,3,0,0,False,5.93,False
10,198062,Manuel Obafemi Akanji,25,Defender,2023-09-25,Premier League,Crystal Palace,Home,Loss,True,False,10,0,0,2,0,49,42,85.7,6,2,4,0,0,3,0,0,0,False,5.86,False
10,1116,Jack Grealish,10,Midfielder,2023-09-25,Premier League,Crystal Palace,Home,Loss,True,True,86,0,0,1,0,64,57,89.1,0,3,1,0,0,1,2,0,0,False,5.94,False
10,162536,Rúben Santos Gato Alves Dias,3,Defender,2023-09-25,Premier League,Crystal Palace,Home,Loss,False,False,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,False
10,37286732,Oscar Bobb,52,Midfielder,2023-09-25,Premier League,Crystal Palace,Home,Loss,True,False,27,0,0,1,0,55,50,90.9,2,4,0,0,0,0,0,0,0,False,6.16,False
10,37612626,Jacob Wright,56,Midfielder,2023-09-25,Premier League,Crystal Palace,Home,Loss,True,False,21,0,0,1,0,54,51,94.4,3,0,0,0,0,1,0,0,0,False,5.65,False
10,21781428,Matheus Luiz Nunes,27,Midfielder,2023-09-25,Premier League,Crystal Palace,Home,Loss,True,True,88,0,0,1,0,48,38,79.2,1,3,0,0,0,0,1,0,0,False,6.33,False
10,982,John Stones,5,Midfielder,2023-09-25,Premier League,Crystal Palace,Home,Loss,True,True,75,0,0,4,1,46,35,76.1,0,2,2,0,0,1,0,0,0,False,5.52,False
10,159142,Ederson Santana de Moraes,31,Goalkeeper,2023-09-25,Premier League,Crystal Palace,Home,Loss,False,False,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,False
10,1869,Nathan Aké,6,Defender,2023-09-25,Premier League,Crystal Palace,Home,Loss,True,True,81,0,0,3,0,72,60,83.3,7,3,3,0,0,2,3,0,0,False,6.26,False
10,186910,Rodrigo Hernández Cascante,16,Midfielder,2023-09-25,Premier League,Crystal Palace,Home,Loss,True,True,61,0,0,0,0,85,80,94.1,5,1,0,0,0,2,3,0,0,False,6.47,False
10,911,Kyle Walker,2,Defender,2023-09-25,Premier League,Crystal Palace,Home,Loss,True,True,64,0,1,0,0,37,33,89.2,6,0,5,0,0,3,0,0,0,False,6.36,False
11,105,Scott Carson,33,Goalkeeper,2023-09-28,Premier League,Luton Town,Away,Win,True,True,69,0,0,1,1,49,46,93.9,1,3,0,0,0,0,2,2,0,True,6.39,False
11,37581761,Mahamadou Susoho,76,Midfielder,2023-09-28,Premier League,Luton Town,Away,Win,True,True,79,1,0,3,0,89,81,91.0,4,4,2,0,0,3,1,0,0,False,6.35,False
11,30467945,Micah Hamilton,92,Midfielder,2023-09-28,Premier League,Luton Town,Away,Win,True,True,74,0,0,5,1,87,74,85.1,0,1,2,0,0,0,4,0,0,False,5.6,False
11,34594,Stefan Ortega Moreno,18,Goalkeeper,2023-09-28,Premier League,Luton Town,Away,Win,True,True,74,0,0,0,0,45,39,86.7,0,3,5,0,0,3,3,5,0,True,6.32,False
11,30446925,Issa Kabore,78,Defender,2023-09-28,Premier League,Luton Town,Away,Win,True,True,89,0,0,3,0,38,33,86.8,1,4,3,0,1,0,1,0,0,False,5.0,False
11,336133,Philip Foden,47,Midfielder,2023-09-28,Premier League,Luton Town,Away,Win,True,True,67,0,0,3,2,43,36,83.7,2,2,2,0,0,0,2,0,0,False,6.41,False
11,73147,Mateo Kovačić,8,Midfielder,2023-09-28,Premier League,Luton Town,Away,Win,False,False,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,False
11,23697990,Jeremy Doku,11,Forward,2023-09-28,Premier League,Luton Town,Away,Win,True,True,89,0,0,1,1,43,33,76.7,2,4,0,0,0,0,4,0,0,False,6.03,False
11,1371,Kevin De Bruyne,17,Midfielder,2023-09-28,Premier League,Luton Town,Away,Win,True,True,77,0,0,5,1,44,37,84.1,4,2,1,0,0,1,1,0,0,False,5.95,False
11,154421,Erling Håland,9,Forward,2023-09-28,Premier League,Luton Town,Away,Win,True,False,21,1,0,7,1,36,33,91.7,1,0,0,0,0,0,4,0,0,False,6.58,False
11,96353,Bernardo Mota Veiga de Carvalho e Silva,20,Midfielder,2023-09-28,Premier League,Luton Town,Away,Win,True,True,71,0,0,0,0,41,31,75.6,4,3,2,0,0,0,2,0,0,False,5.73,False
11,24838191,Joško Gvardiol,24,Defender,2023-09-28,Premier League,Luton Town,Away,Win,False,False,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,False
11,28912747,Cole Palmer,80,Midfielder,2023-09-28,Premier League,Luton Town,Away,Win,True,True,72,0,0,1,1,71,57,80.3,3,0,1,0,0,3,1,0,0,False,5.53,False
11,186299,Aymeric Laporte,14,Defender,2023-09-28,Premier League,Luton Town,Away,Win,False,False,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,False
11,28575676,James Mcatee,87,Midfielder,2023-09-28,Premier League,Luton Town,Away,Win,True,True,83,0,1,0,0,92,69,75.0,2,0,0,0,0,3,0,0,0,False,6.02,False
11,37545384,Maximo Perrone,32,Midfielder,2023-09-28,Premier League,Luton Town,Away,Win,False,False,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,False
11,3354,Kalvin Phillips,4,Midfielder,2023-09-28,Premier League,Luton Town,Away,Win,True,True,88,0,0,5,5,53,45,84.9,2,4,2,0,0,3,3,0,0,False,5.86,False
11,24838234,Josh Wilson-Esbrand,97,Defender,2023-09-28,Premier League,Luton Town,Away,Win,True,True,80,0,0,1,1,77,67,87.0,1,3,1,0,0,1,1,0,0,False,5.55,False
11,4536537,Sergio Gómez Martín,21,Midfielder,2023-09-28,Premier League,Luton Town,Away,Win,False,False,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,False
11,21394947,Julián Álvarez,19,Midfielder,2023-09-28,Premier League,Luton Town,Away,Win,True,True,78,0,0,0,0,93,87,93.5,4,2,1,0,0,0,2,0,0,False,6.3,False
11,37459073,Rico Lewis,82,Defender,2023-09-28,Premier League,Luton Town,Away,Win,True,True,76,0,0,3,2,65,54,83.1,6,3,0,0,0,1,4,0,0,False,5.9,False
11,198062,Manuel Obafemi Akanji,25,Defender,2023-09-28,Premier League,Luton Town,Away,Win,False,False,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,False
11,1116,Jack Grealish,10,Midfielder,2023-09-28,Premier League,Luton Town,Away,Win,True,True,84,0,0,5,4,79,67,84.8,3,2,0,0,0,0,4,0,0,False,6.2,False
11,162536,Rúben Santos Gato Alves Dias,3,Defender,2023-09-28,Premier League,Luton Town,Away,Win,True,True,79,0,0,0,0,60,49,81.7,6,2,4,0,0,2,0,0,0,False,5.66,False
11,37286732,Oscar Bobb,52,Midfielder,2023-09-28,Premier League,Luton Town,Away,Win,True,True,82,0,0,1,0,81,69,85.2,2,0,0,0,0,2,1,0,0,False,5.6,False
11,37612626,Jacob Wright,56,Midfielder,2023-09-28,Premier League,Luton Town,Away,Win,True,True,78,0,0,2,0,87,69,79.3,2,2,0,0,0,3,2,0,0,False,5.61,False
11,21781428,Matheus Luiz Nunes,27,Midfielder,2023-09-28,Premier League,Luton Town,Away,Win,True,True,62,0,1,4,4,46,37,80.4,2,4,0,0,0,3,2,0,0,False,6.72,False
11,982,John Stones,5,Midfielder,2023-09-28,Premier League,Luton Town,Away,Win,True,True,82,1,0,5,1,89,70,78.7,2,0,2,0,0,3,4,0,0,False,6.52,False
11,159142,Ederson Santana de Moraes,31,Goalkeeper,2023-09-28,Premier League,Luton Town,Away,Win,True,False,36,0,0,1,1,54,48,88.9,2,0,4,0,0,2,4,3,0,False,6.11,False
11,1869,Nathan Aké,6,Defender,2023-09-28,Premier League,Luton Town,Away,Win,True,True,71,0,0,1,0,68,64,94.1,6,2,5,0,0,2,3,0,0,False,6.19,False
11,186910,Rodrigo Hernández Cascante,16,Midfielder,2023-09-28,Premier League,Luton Town,Away,Win,True,False,34,0,0,2,0,57,45,78.9,2,2,2,0,0,3,2,0,0,False,6.42,False
11,911,Kyle Walker,2,Defender,2023-09-28,Premier League,Luton Town,Away,Win,True,True,80,0,0,3,0,75,69,92.0,3,4,0,0,0,2,2,0,0,False,5.93,False
12,105,Scott Carson,33,Goalkeeper,2023-10-01,Premier League,Wolves,Away,Loss,False,False,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,False
12,37581761,Mahamadou Susoho,76,Midfielder,2023-10-01,Premier League,Wolves,Away,Loss,True,True,90,0,1,3,3,64,59,92.2,3,2,1,0,0,0,1,0,0,False,6.0,False
12,30467945,Micah Hamilton,92,Midfielder,2023-10-01,Premier League,Wolves,Away,Loss,True,True,81,0,0,0,0,63,49,77.8,1,0,2,0,0,1,1,0,0,False,6.35,False
12,34594,Stefan Ortega Moreno,18,Goalkeeper,2023-10-01,Premier League,Wolves,Away,Loss,True,True,88,0,0,0,0,51,45,88.2,0,0,7,0,0,2,1,6,2,False,5.97,False
12,30446925,Issa Kabore,78,Defender,2023-10-01,Premier League,Wolves,Away,Loss,True,False,34,0,0,3,2,37,35,94.6,2,2,4,0,0,1,2,0,0,False,6.46,False
12,336133,Philip Foden,47,Midfielder,2023-10-01,Premier League,Wolves,Away,Loss,True,False,35,0,0,5,2,79,74,93.7,5,4,0,0,0,2,4,0,0,False,5.65,False
12,73147,Mateo Kovačić,8,Midfielder,2023-10-01,Premier League,Wolves,Away,Loss,True,True,69,0,0,2,1,81,74,91.4,0,0,1,0,1,1,0,0,0,False,5.0,False
12,23697990,Jeremy Doku,11,Forward,2023-10-01,Premier League,Wolves,Away,Loss,True,True,66,2,0,4,3,20,17,85.0,1,0,0,0,0,1,0,0,0,False,6.58,False
12,1371,Kevin De Bruyne,17,Midfielder,2023-10-01,Premier League,Wolves,Away,Loss,False,False,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,False
12,154421,Erling Håland,9,Forward,2023-10-01,Premier League,Wolves,Away,Loss,True,True,82,1,0,5,0,47,36,76.6,1,4,2,0,0,2,0,0,0,False,6.03,False
12,96353,Bernardo Mota Veiga de Carvalho e Silva,20,Midfielder,2023-10-01,Premier League,Wolves,Away,Loss,True,False,40,0,0,2,2,79,62,78.5,0,1,2,0,0,1,4,0,0,False,6.0,False
12,24838191,Joško Gvardiol,24,Defender,2023-10-01,Premier League,Wolves,Away,Loss,True,True,63,0,0,0,0,39,35,89.7,7,4,7,0,0,1,1,0,0,False,5.69,False
12,28912747,Cole Palmer,80,Midfielder,2023-10-01,Premier League,Wolves,Away,Loss,True,True,84,0,0,2,1,62,50,80.6,5,1,1,0,0,1,3,0,0,False,5.67,False
12,186299,Aymeric Laporte,14,Defender,2023-10-01,Premier League,Wolves,Away,Loss,True,True,82,0,0,0,0,76,64,84.2,3,4,7,0,0,0,1,0,0,False,5.77,False
12,28575676,James Mcatee,87,Midfielder,2023-10-01,Premier League,Wolves,Away,Loss,True,True,90,0,0,3,3,64,57,89.1,1,3,2,0,0,1,1,0,0,False,5.52,False
12,37545384,Maximo Perrone,32,Midfielder,2023-10-01,Premier League,Wolves,Away,Loss,True,True,75,0,0,3,3,93,86,92.5,3,3,2,0,0,1,1,0,0,False,6.08,False
12,3354,Kalvin Phillips,4,Midfielder,2023-10-01,Premier League,Wolves,Away,Loss,True,True,68,0,0,2,0,74,57,77.0,5,4,0,0,0,3,2,0,0,False,5.51,False
12,24838234,Josh Wilson-Esbrand,97,Defender,2023-10-01,Premier League,Wolves,Away,Loss,True,False,32,0,0,0,0,43,32,74.4,6,2,1,0,0,2,3,0,0,False,6.0,False
12,4536537,Sergio Gómez Martín,21,Midfielder,2023-10-01,Premier League,Wolves,Away,Loss,True,True,79,0,0,1,0,89,83,93.3,5,2,1,0,0,3,0,0,0,False,5.65,False
12,21394947,Julián Álvarez,19,Midfielder,2023-10-01,Premier League,Wolves,Away,Loss,True,True,90,0,1,4,4,44,40,90.9,3,4,1,0,0,2,1,0,0,False,6.8,False
12,37459073,Rico Lewis,82,Defender,2023-10-01,Premier League,Wolves,Away,Loss,False,False,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,False
12,198062,Manuel Obafemi Akanji,25,Defender,2023-10-01,Premier League,Wolves,Away,Loss,True,True,85,0,0,1,0,48,37,77.1,5,0,6,0,0,1,0,0,0,False,6.39,False
12,1116,Jack Grealish,10,Midfielder,2023-10-01,Premier League,Wolves,Away,Loss,True,True,82,0,0,3,2,67,63,94.0,3,0,0,0,0,0,2,0,0,False,6.32,False
12,162536,Rúben Santos Gato Alves Dias,3,Defender,2023-10-01,Premier League,Wolves,Away,Loss,True,True,61,0,0,1,1,77,62,80.5,7,1,0,0,0,2,1,0,0,False,6.29,False
12,37286732,Oscar Bobb,52,Midfielder,2023-10-01,Premier League,Wolves,Away,Loss,True,False,15,0,0,4,1,93,74,79.6,4,1,0,0,0,3,3,0,0,False,6.12,False
12,37612626,Jacob Wright,56,Midfielder,2023-10-01,Premier League,Wolves,Away,Loss,True,True,68,2,0,0,0,60,48,80.0,0,2,2,0,0,3,1,0,0,False,7.38,False
12,21781428,Matheus Luiz Nunes,27,Midfielder,2023-10-01,Premier League,Wolves,Away,Loss,True,True,84,0,0,3,1,48,43,89.6,1,3,1,0,0,3,0,0,0,False,5.6,False
12,982,John Stones,5,Midfielder,2023-10-01,Premier League,Wolves,Away,Loss,True,False,22,0,0,1,0,57,50,87.7,2,4,0,0,0,2,2,0,0,False,5.7,False
12,159142,Ederson Santana de Moraes,31,Goalkeeper,2023-10-01,Premier League,Wolves,Away,Loss,True,True,80,0,0,0,0,51,41,80.4,0,1,5,0,0,2,4,1,2,False,6.37,False
12,1869,Nathan Aké,6,Defender,2023-10-01,Premier League,Wolves,Away,Loss,True,True,71,0,0,3,1,52,39,75.0,6,3,3,0,0,3,3,0,0,False,6.11,False
12,186910,Rodrigo Hernández Cascante,16,Midfielder,2023-10-01,Premier League,Wolves,Away,Loss,True,True,83,0,0,4,1,75,62,82.7,4,1,2,0,0,0,3,0,0,False,5.92,False
12,911,Kyle Walker,2,Defender,2023-10-01,Premier League,Wolves,Away,Loss,True,False,22,0,0,1,1,72,65,90.3,5,1,0,0,0,1,2,0,0,False,6.12,False
13,105,Scott Carson,33,Goalkeeper,2023-10-05,Premier League,Brentford,Home,Win,True,True,84,0,0,1,0,26,19,73.1,1,1,5,0,0,3,4,3,3,False,6.47,False
13,37581761,Mahamadou Susoho,76,Midfielder,2023-10-05,Premier League,Brentford,Home,Win,True,True,78,0,0,2,1,79,65,82.3,2,2,0,0,0,0,4,0,0,False,5.95,False
13,30467945,Micah Hamilton,92,Midfielder,2023-10-05,Premier League,Brentford,Home,Win,True,True,72,0,0,5,0,41,32,78.0,5,1,0,0,0,0,4,0,0,False,5.65,False
13,34594,Stefan Ortega Moreno,18,Goalkeeper,2023-10-05,Premier League,Brentford,Home,Win,True,True,69,0,0,0,0,20,17,85.0,1,2,6,0,0,3,0,6,3,False,5.53,False
13,30446925,Issa Kabore,78,Defender,2023-10-05,Premier League,Brentford,Home,Win,True,True,71,0,0,1,0,48,37,77.1,1,2,4,0,0,2,0,0,0,False,6.0,False
13,336133,Philip Foden,47,Midfielder,2023-10-05,Premier League,Brentford,Home,Win,True,True,64,0,0,3,2,60,55,91.7,1,1,1,0,0,3,4,0,0,False,6.43,False
13,73147,Mateo Kovačić,8,Midfielder,2023-10-05,Premier League,Brentford,Home,Win,True,True,88,0,0,0,0,99,87,87.9,3,3,1,0,0,1,4,0,0,False,6.2,False
13,23697990,Jeremy Doku,11,Forward,2023-10-05,Premier League,Brentford,Home,Win,True,True,61,2,0,6,2,29,26,89.7,0,0,0,0,0,1,2,0,0,False,6.83,False
13,1371,Kevin De Bruyne,17,Midfielder,2023-10-05,Premier League,Brentford,Home,Win,True,False,11,0,0,5,1,94,76,80.9,4,0,0,0,0,2,0,0,0,False,6.06,False
13,154421,Erling Håland,9,Forward,2023-10-05,Premier League,Brentford,Home,Win,True,True,90,2,0,2,2,47,37,78.7,0,0,0,0,0,3,4,0,0,False,6.88,False
13,96353,Bernardo Mota Veiga de Carvalho e Silva,20,Midfielder,2023-10-05,Premier League,Brentford,Home,Win,True,True,87,0,0,2,2,60,56,93.3,3,0,0,0,0,2,3,0,0,False,5.71,False
13,24838191,Joško Gvardiol,24,Defender,2023-10-05,Premier League,Brentford,Home,Win,True,True,85,0,0,3,3,78,64,82.1,5,3,0,0,0,0,4,0,0,False,6.34,False
13,28912747,Cole Palmer,80,Midfielder,2023-10-05,Premier League,Brentford,Home,Win,True,False,40,0,1,2,2,62,54,87.1,4,0,2,0,0,1,0,0,0,False,5.85,False
13,186299,Aymeric Laporte,14,Defender,2023-10-05,Premier League,Brentford,Home,Win,True,True,66,0,0,1,0,75,67,89.3,1,0,7,0,0,1,3,0,0,False,5.65,False
13,28575676,James Mcatee,87,Midfielder,2023-10-05,Premier League,Brentford,Home,Win,True,True,78,0,0,2,2,97,75,77.3,4,1,1,0,0,1,4,0,0,False,5.76,False
13,37545384,Maximo Perrone,32,Midfielder,2023-10-05,Premier League,Brentford,Home,Win,True,True,87,1,0,1,0,91,75,82.4,3,1,1,0,0,0,2,0,0,False,6.26,False
13,3354,Kalvin Phillips,4,Midfielder,2023-10-05,Premier League,Brentford,Home,Win,True,False,35,0,0,5,2,78,64,82.1,5,1,0,0,0,0,0,0,0,False,6.27,False
13,24838234,Josh Wilson-Esbrand,97,Defender,2023-10-05,Premier League,Brentford,Home,Win,False,False,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,False
13,4536537,Sergio Gómez Martín,21,Midfielder,2023-10-05,Premier League,Brentford,Home,Win,True,False,25,0,1,3,2,54,44,81.5,1,4,0,0,0,1,4,0,0,False,5.84,False
13,21394947,Julián Álvarez,19,Midfielder,2023-10-05,Premier League,Brentford,Home,Win,False,False,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,False
13,37459073,Rico Lewis,82,Defender,2023-10-05,Premier League,Brentford,Home,Win,False,False,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,False
13,198062,Manuel Obafemi Akanji,25,Defender,2023-10-05,Premier League,Brentford,Home,Win,False,False,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,False
13,1116,Jack Grealish,10,Midfielder,2023-10-05,Premier League,Brentford,Home,Win,True,False,35,0,0,2,2,56,49,87.5,4,4,1,0,0,0,2,0,0,False,6.33,False
13,162536,Rúben Santos Gato Alves Dias,3,Defender,2023-10-05,Premier League,Brentford,Home,Win,True,True,72,0,0,0,0,58,45,77.6,2,3,4,0,0,3,2,0,0,False,6.46,False
13,37286732,Oscar Bobb,52,Midfielder,2023-10-05,Premier League,Brentford,Home,Win,True,True,88,0,0,3,3,73,66,90.4,3,0,1,0,0,1,3,0,0,False,6.11,False
13,37612626,Jacob Wright,56,Midfielder,2023-10-05,Premier League,Brentford,Home,Win,False,False,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,False
13,21781428,Matheus Luiz Nunes,27,Midfielder,2023-10-05,Premier League,Brentford,Home,Win,True,True,86,0,0,2,2,71,57,80.3,2,1,0,0,0,0,0,0,0,False,6.36,False
13,982,John Stones,5,Midfielder,2023-10-05,Premier League,Brentford,Home,Win,True,True,72,0,0,3,0,54,46,85.2,4,3,1,0,0,3,1,0,0,False,5.95,False
13,159142,Ederson Santana de Moraes,31,Goalkeeper,2023-10-05,Premier League,Brentford,Home,Win,True,True,82,0,0,1,0,43,39,90.7,1,1,1,0,0,2,4,6,3,False,5.56,False
13,1869,Nathan Aké,6,Defender,2023-10-05,Premier League,Brentford,Home,Win,True,True,76,0,0,1,1,43,34,79.1,7,1,5,0,0,1,4,0,0,False,5.92,False
13,186910,Rodrigo Hernández Cascante,16,Midfielder,2023-10-05,Premier League,Brentford,Home,Win,True,True,77,0,0,3,1,55,43,78.2,4,4,0,0,0,2,0,0,0,False,6.42,False
13,911,Kyle Walker,2,Defender,2023-10-05,Premier League,Brentford,Home,Win,True,True,89,0,0,1,1,33,28,84.8,2,0,0,0,0,2,4,0,0,False,6.27,False
14,105,Scott Carson,33,Goalkeeper,2023-10-10,Premier League,Newcastle,Home,Loss,False,False,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,False
14,37581761,Mahamadou Susoho,76,Midfielder,2023-10-10,Premier League,Newcastle,Home,Loss,True,True,69,0,1,2,0,97,79,81.4,4,0,2,0,0,1,2,0,0,False,6.26,False
14,30467945,Micah Hamilton,92,Midfielder,2023-10-10,Premier League,Newcastle,Home,Loss,True,True,69,0,0,3,1,51,40,78.4,1,1,2,0,0,1,3,0,0,False,6.37,False
14,34594,Stefan Ortega Moreno,18,Goalkeeper,2023-10-10,Premier League,Newcastle,Home,Loss,True,True,78,0,0,0,0,50,41,82.0,0,4,3,0,0,3,2,0,3,False,5.58,False
14,30446925,Issa Kabore,78,Defender,2023-10-10,Premier League,Newcastle,Home,Loss,True,True,69,0,0,1,1,71,60,84.5,3,2,2,0,0,3,4,0,0,False,6.21,False
14,336133,Philip Foden,47,Midfielder,2023-10-10,Premier League,Newcastle,Home,Loss,True,True,73,0,0,5,5,76,61,80.3,4,2,0,0,0,1,2,0,0,False,6.37,False
14,73147,Mateo Kovačić,8,Midfielder,2023-10-10,Premier League,Newcastle,Home,Loss,True,True,85,0,0,3,3,48,39,81.2,3,3,0,0,0,1,0,0,0,False,6.45,False
14,23697990,Jeremy Doku,11,Forward,2023-10-10,Premier League,Newcastle,Home,Loss,True,True,62,1,0,6,5,41,33,80.5,2,3,1,0,0,1,1,0,0,False,6.13,False
14,1371,Kevin De Bruyne,17,Midfielder,2023-10-10,Premier League,Newcastle,Home,Loss,True,True,67,2,0,2,0,91,83,91.2,3,2,2,0,0,3,4,0,0,False,7.19,False
14,154421,Erling Håland,9,Forward,2023-10-10,Premier League,Newcastle,Home,Loss,True,True,79,0,0,4,0,30,26,86.7,2,2,0,0,0,3,2,0,0,False,6.01,False
14,96353,Bernardo Mota Veiga de Carvalho e Silva,20,Midfielder,2023-10-10,Premier League,Newcastle,Home,Loss,True,False,12,0,0,3,1,58,50,86.2,4,3,0,0,0,2,0,0,0,False,6.22,False
14,24838191,Joško Gvardiol,24,Defender,2023-10-10,Premier League,Newcastle,Home,Loss,True,True,83,0,0,2,2,58,51,87.9,2,2,0,0,0,1,0,0,0,False,6.19,False
14,28912747,Cole Palmer,80,Midfielder,2023-10-10,Premier League,Newcastle,Home,Loss,True,True,68,0,0,3,0,56,48,85.7,1,2,1,0,0,3,1,0,0,False,6.45,False
14,186299,Aymeric Laporte,14,Defender,2023-10-10,Premier League,Newcastle,Home,Loss,True,True,87,0,0,3,1,45,37,82.2,7,1,1,0,0,1,1,0,0,False,6.18,False
14,28575676,James Mcatee,87,Midfielder,2023-10-10,Premier League,Newcastle,Home,Loss,True,True,70,0,0,5,2,61,51,83.6,4,4,0,0,0,2,2,0,0,False,6.29,False
14,37545384,Maximo Perrone,32,Midfielder,2023-10-10,Premier League,Newcastle,Home,Loss,True,True,90,0,0,4,4,46,40,87.0,3,4,1,0,0,0,2,0,0,False,6.48,False
14,3354,Kalvin Phillips,4,Midfielder,2023-10-10,Premier League,Newcastle,Home,Loss,True,True,78,0,0,5,4,46,43,93.5,5,3,0,0,0,0,2,0,0,False,5.88,False
14,24838234,Josh Wilson-Esbrand,97,Defender,2023-10-10,Premier League,Newcastle,Home,Loss,True,True,81,0,0,3,0,33,29,87.9,5,4,0,0,0,0,2,0,0,False,6.12,False
14,4536537,Sergio Gómez Martín,21,Midfielder,2023-10-10,Premier League,Newcastle,Home,Loss,False,False,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,False
14,21394947,Julián Álvarez,19,Midfielder,2023-10-10,Premier League,Newcastle,Home,Loss,True,True,74,0,0,2,1,94,82,87.2,4,4,2,0,0,3,3,0,0,False,6.14,False
14,37459073,Rico Lewis,82,Defender,2023-10-10,Premier League,Newcastle,Home,Loss,True,True,71,0,0,2,1,71,66,93.0,3,3,0,0,0,3,4,0,0,False,6.19,False
14,198062,Manuel Obafemi Akanji,25,Defender,2023-10-10,Premier League,Newcastle,Home,Loss,False,False,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,False
14,1116,Jack Grealish,10,Midfielder,2023-10-10,Premier League,Newcastle,Home,Loss,True,True,63,0,1,0,0,85,68,80.0,5,0,1,1,0,1,3,0,0,False,5.94,False
14,162536,Rúben Santos Gato Alves Dias,3,Defender,2023-10-10,Premier League,Newcastle,Home,Loss,True,False,19,0,0,1,1,33,27,81.8,3,4,6,0,0,2,1,0,0,False,5.8,False
14,37286732,Oscar Bobb,52,Midfielder,2023-10-10,Premier League,Newcastle,Home,Loss,True,False,29,0,0,4,3,58,54,93.1,3,3,0,0,0,1,1,0,0,False,6.48,False
14,37612626,Jacob Wright,56,Midfielder,2023-10-10,Premier League,Newcastle,Home,Loss,True,True,77,0,0,1,0,42,32,76.2,1,3,1,0,0,3,3,0,0,False,6.13,False
14,21781428,Matheus Luiz Nunes,27,Midfielder,2023-10-10,Premier League,Newcastle,Home,Loss,True,True,77,0,0,0,0,40,33,82.5,2,2,2,0,0,2,4,0,0,False,5.98,False
14,982,John Stones,5,Midfielder,2023-10-10,Premier League,Newcastle,Home,Loss,True,True,60,0,0,3,1,48,39,81.2,1,2,2,0,0,0,0,0,0,False,5.79,False
14,159142,Ederson Santana de Moraes,31,Goalkeeper,2023-10-10,Premier League,Newcastle,Home,Loss,False,False,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,False,0.0,False
14,1869,Nathan Aké,6,Defender,2023-10-10,Premier League,Newcastle,Home,Loss,True,True,60,0,0,0,0,45,34,75.6,2,1,2,0,0,3,2,0,0,False,5.97,False
14,186910,Rodrigo Hernández Cascante,16,Midfielder,2023-10-10,Premier League,Newcastle,Home,Loss,True,False,38,0,0,5,0,90,73,81.1,3,0,0,0,0,3,2,0,0,False,6.23,False
14,911,Kyle Walker,2,Defender,2023-10-10,Premier League,Newcastle,Home,Loss,True,True,84,0,0,2,1,37,32,86.5,6,2,6,0,0,3,2,0,0,False,5.74,False
15,105,Scott Carson,33,Goalkeeper,2023-10-15,Premier League,Crystal Palace,Away,Loss,True,True,78,0,0,0,0,54,47,87.0,0,4,0,0,0,1,4,3,3,False,5.55,False
