performance_id,match_id,player_name,team_name,started,minutes_played,position,formation_position,substituted_in,substituted_out,goals,assists,shots_total,shots_on_target,shots_off_target,shots_blocked,big_chances_created,big_chances_missed,passes_total,passes_completed,pass_accuracy,key_passes,through_balls,long_balls,crosses_total,crosses_accurate,tackles_total,tackles_won,tackle_success_rate,interceptions,clearances,blocks,headed_clearances,duels_total,duels_won,duel_success_rate,aerial_duels_total,aerial_duels_won,aerial_success_rate,yellow_cards,red_cards,fouls_committed,fouls_suffered,touches,dribbles_attempted,dribbles_successful,dribble_success_rate,dispossessed,distance_covered,sprints,rating,expected_goals,expected_assists,created_at,updated_at,match_date,opponent,competition
481,13,Matheus Nunes,Manchester City,1,80,MF,,,,0,0,0,0,0,0,0,0,34,32,89.4,0,0,0,0,0,3,2,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,3,2,58,0,0,0.0,0,10.9,0,6.5,0.0,0.0,2025-07-09T23:08:58.524653,2025-07-09T23:08:58.524654,2023-10-30,Bournemouth,Premier League
593,13,Nathan Aké,Manchester City,1,83,MF,,,,0,1,2,0,0,0,0,0,37,34,86.9,0,0,0,0,0,4,2,0.0,4,2,0,0,0,0,0.0,0,0,0.0,0,0,3,0,63,0,0,0.0,0,9.5,0,6.6,0.0,0.0,2025-07-09T23:08:58.527346,2025-07-09T23:08:58.527347,2023-10-30,Bournemouth,Premier League
758,13,Oscar Bobb,Manchester City,1,82,MF,,,,0,0,3,1,0,0,0,0,64,53,83.3,0,0,0,0,0,5,3,0.0,4,5,0,0,0,0,0.0,0,0,0.0,0,0,1,3,82,0,0,0.0,0,10.5,0,7.2,0.0,0.0,2025-07-09T23:08:58.531273,2025-07-09T23:08:58.531273,2023-10-30,Bournemouth,Premier League
743,14,Oscar Bobb,Manchester City,1,83,MF,,,,0,0,1,1,0,0,0,0,70,59,90.7,0,0,0,0,0,4,2,0.0,2,0,0,0,0,0,0.0,0,0,0.0,0,0,3,0,95,0,0,0.0,0,11.1,0,7.1,0.0,0.0,2025-07-09T23:08:58.531034,2025-07-09T23:08:58.531035,2023-10-30,Young Boys,Champions League
414,14,Phil Foden,Manchester City,1,86,MF,,,,0,0,3,1,0,0,0,0,58,52,82.1,0,0,0,0,0,1,0,0.0,2,1,0,0,0,0,0.0,0,0,0.0,0,0,2,3,87,0,0,0.0,0,11.3,0,7.5,0.0,0.0,2025-07-09T23:08:58.523149,2025-07-09T23:08:58.523150,2023-10-30,Young Boys,Champions League
375,13,Rico Lewis,Manchester City,0,15,MF,,,,0,0,3,0,0,0,0,0,49,43,93.4,0,0,0,0,0,6,4,0.0,2,2,0,0,0,0,0.0,0,0,0.0,1,0,1,1,74,0,0,0.0,0,9.7,0,8.2,0.0,0.0,2025-07-09T23:08:58.522111,2025-07-09T23:08:58.522112,2023-10-30,Bournemouth,Premier League
697,13,Rodri,Manchester City,1,78,MF,,,,0,0,3,2,0,0,0,0,67,62,94.8,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,0.0,0,0,0.0,0,0,1,0,92,0,0,0.0,0,9.4,0,7.8,0.0,0.0,2025-07-09T23:08:58.529983,2025-07-09T23:08:58.529983,2023-10-30,Bournemouth,Premier League
704,14,Rodri,Manchester City,1,79,MF,,,,0,1,0,0,0,0,0,0,20,17,92.7,0,0,0,0,0,0,0,0.0,3,1,0,0,0,0,0.0,0,0,0.0,0,0,0,2,39,0,0,0.0,0,11.6,0,8.3,0.0,0.0,2025-07-09T23:08:58.530095,2025-07-09T23:08:58.530095,2023-10-30,Young Boys,Champions League
182,13,Rúben Dias,Manchester City,1,82,MF,,,,0,0,2,0,0,0,0,0,75,69,84.6,0,0,0,0,0,4,2,0.0,4,5,0,0,0,0,0.0,0,0,0.0,0,0,3,0,99,0,0,0.0,0,11.8,0,6.8,0.0,0.0,2025-07-09T23:08:58.517778,2025-07-09T23:08:58.517779,2023-10-30,Bournemouth,Premier League
194,14,Rúben Dias,Manchester City,1,71,MF,,,,0,0,1,1,0,0,0,0,50,40,84.4,0,0,0,0,0,6,4,0.0,1,3,0,0,0,0,0.0,0,0,0.0,0,0,3,2,62,0,0,0.0,0,12.0,0,7.6,0.0,0.0,2025-07-09T23:08:58.517982,2025-07-09T23:08:58.517983,2023-10-30,Young Boys,Champions League
536,14,Stefan Ortega,Manchester City,1,75,MF,,,,0,0,0,0,0,0,0,0,72,60,81.4,0,0,0,0,0,6,4,0.0,1,1,0,0,0,0,0.0,0,0,0.0,0,0,0,2,97,0,0,0.0,0,11.4,0,7.1,0.0,0.0,2025-07-09T23:08:58.526011,2025-07-09T23:08:58.526012,2023-10-30,Young Boys,Champions League
407,14,Sávio,Manchester City,0,26,MF,,,,0,0,2,1,0,0,0,0,24,22,82.1,0,0,0,0,0,4,3,0.0,0,4,0,0,0,0,0.0,0,0,0.0,0,0,0,0,38,0,0,0.0,0,10.8,0,7.9,0.0,0.0,2025-07-09T23:08:58.522851,2025-07-09T23:08:58.522852,2023-10-30,Young Boys,Champions League
238,13,İlkay Gündoğan,Manchester City,1,76,MF,,,,0,0,1,1,0,0,0,0,62,51,81.0,0,0,0,0,0,5,3,0.0,4,3,0,0,0,0,0.0,0,0,0.0,0,0,3,3,85,0,0,0.0,0,10.1,0,6.9,0.0,0.0,2025-07-09T23:08:58.519096,2025-07-09T23:08:58.519097,2023-10-30,Bournemouth,Premier League
223,14,İlkay Gündoğan,Manchester City,1,80,MF,,,,0,0,0,0,0,0,0,0,58,50,94.0,0,0,0,0,0,4,2,0.0,2,2,0,0,0,0,0.0,0,0,0.0,0,0,0,2,86,0,0,0.0,0,9.3,0,8.1,0.0,0.0,2025-07-09T23:08:58.518824,2025-07-09T23:08:58.518824,2023-10-30,Young Boys,Champions League
117,16,Bernardo Silva,Manchester City,0,42,MF,,,,0,0,3,0,0,0,0,0,33,26,94.4,0,0,0,0,0,5,3,0.0,2,1,0,0,0,0,0.0,0,0,0.0,1,0,1,4,51,0,0,0.0,0,10.2,0,8.2,0.0,0.0,2025-07-09T23:08:58.516257,2025-07-09T23:08:58.516258,2023-11-13,Red Star Belgrade,Champions League
138,15,Ederson,Manchester City,1,75,MF,,,,0,0,3,2,0,0,0,0,36,33,87.4,0,0,0,0,0,3,1,0.0,4,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,58,0,0,0.0,0,9.7,0,7.4,0.0,0.0,2025-07-09T23:08:58.516828,2025-07-09T23:08:58.516829,2023-11-13,Fulham,Premier League
163,16,Ederson,Manchester City,0,16,MF,,,,0,0,2,2,0,0,0,0,27,23,92.0,0,0,0,0,0,4,2,0.0,1,1,0,0,0,0,0.0,0,0,0.0,0,0,3,0,51,0,0,0.0,0,10.7,0,8.0,0.0,0.0,2025-07-09T23:08:58.517255,2025-07-09T23:08:58.517256,2023-11-13,Red Star Belgrade,Champions League
69,16,Erling Haaland,Manchester City,1,74,MF,,,,0,0,3,0,0,0,0,0,39,33,88.9,0,0,0,0,0,0,0,0.0,3,2,0,0,0,0,0.0,0,0,0.0,0,0,0,4,55,0,0,0.0,0,11.3,0,8.4,0.0,0.0,2025-07-09T23:08:58.515218,2025-07-09T23:08:58.515218,2023-11-13,Red Star Belgrade,Champions League
775,15,Issa Kaboré,Manchester City,1,76,MF,,,,0,0,2,2,0,0,0,0,42,34,87.6,0,0,0,0,0,1,0,0.0,0,1,0,0,0,0,0.0,0,0,0.0,0,0,2,2,70,0,0,0.0,0,11.2,0,8.1,0.0,0.0,2025-07-09T23:08:58.532370,2025-07-09T23:08:58.532370,2023-11-13,Fulham,Premier League
626,15,Jack Grealish,Manchester City,1,81,MF,,,,0,1,0,0,0,0,0,0,34,29,89.8,0,0,0,0,0,1,0,0.0,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0,4,47,0,0,0.0,0,9.3,0,7.0,0.0,0.0,2025-07-09T23:08:58.528003,2025-07-09T23:08:58.528004,2023-11-13,Fulham,Premier League
528,15,Jeremy Doku,Manchester City,0,41,MF,,,,0,0,2,0,0,0,0,0,78,66,82.6,0,0,0,0,0,4,2,0.0,2,4,0,0,0,0,0.0,0,0,0.0,0,0,2,4,97,0,0,0.0,0,11.4,0,7.9,0.0,0.0,2025-07-09T23:08:58.525627,2025-07-09T23:08:58.525628,2023-11-13,Fulham,Premier League
656,15,John Stones,Manchester City,1,77,MF,,,,0,0,0,0,0,0,0,0,62,51,85.8,0,0,0,0,0,2,1,0.0,1,4,0,0,0,0,0.0,0,0,0.0,0,0,1,3,73,0,0,0.0,0,11.1,0,7.6,0.0,0.0,2025-07-09T23:08:58.528621,2025-07-09T23:08:58.528622,2023-11-13,Fulham,Premier League
681,16,John Stones,Manchester City,0,26,MF,,,,0,0,3,1,0,0,0,0,65,55,87.1,0,0,0,0,0,6,4,0.0,4,0,0,0,0,0,0.0,0,0,0.0,1,0,3,1,79,0,0,0.0,0,9.4,0,7.6,0.0,0.0,2025-07-09T23:08:58.529027,2025-07-09T23:08:58.529028,2023-11-13,Red Star Belgrade,Champions League
18,15,Joško Gvardiol,Manchester City,1,87,MF,,,,1,0,1,1,0,0,0,0,25,20,90.6,0,0,0,0,0,1,0,0.0,2,5,0,0,0,0,0.0,0,0,0.0,0,0,1,2,48,0,0,0.0,0,11.6,0,6.6,0.0,0.0,2025-07-09T23:08:58.514179,2025-07-09T23:08:58.514179,2023-11-13,Fulham,Premier League
19,16,Joško Gvardiol,Manchester City,1,80,MF,,,,0,0,0,0,0,0,0,0,20,18,83.7,0,0,0,0,0,1,0,0.0,4,0,0,0,0,0,0.0,0,0,0.0,0,0,2,2,41,0,0,0.0,0,10.4,0,7.5,0.0,0.0,2025-07-09T23:08:58.514194,2025-07-09T23:08:58.514195,2023-11-13,Red Star Belgrade,Champions League
577,15,Kyle Walker,Manchester City,0,30,MF,,,,0,0,3,1,0,0,0,0,51,42,82.6,0,0,0,0,0,3,1,0.0,4,1,0,0,0,0,0.0,0,0,0.0,0,0,3,2,70,0,0,0.0,0,9.8,0,7.2,0.0,0.0,2025-07-09T23:08:58.526797,2025-07-09T23:08:58.526798,2023-11-13,Fulham,Premier League
558,16,Kyle Walker,Manchester City,1,82,MF,,,,0,1,0,0,0,0,0,0,40,32,86.2,0,0,0,0,0,6,4,0.0,4,4,0,0,0,0,0.0,0,0,0.0,0,0,2,3,62,0,0,0.0,0,9.2,0,7.5,0.0,0.0,2025-07-09T23:08:58.526513,2025-07-09T23:08:58.526514,2023-11-13,Red Star Belgrade,Champions League
334,15,Manuel Akanji,Manchester City,1,77,MF,,,,0,0,2,0,0,0,0,0,63,50,94.8,0,0,0,0,0,2,1,0.0,0,5,0,0,0,0,0.0,0,0,0.0,0,0,1,2,73,0,0,0.0,0,10.2,0,8.2,0.0,0.0,2025-07-09T23:08:58.521197,2025-07-09T23:08:58.521198,2023-11-13,Fulham,Premier League
328,16,Manuel Akanji,Manchester City,1,79,MF,,,,0,0,3,2,0,0,0,0,67,54,94.8,0,0,0,0,0,5,3,0.0,2,1,0,0,0,0,0.0,0,0,0.0,0,0,2,2,92,0,0,0.0,0,9.5,0,7.1,0.0,0.0,2025-07-09T23:08:58.521096,2025-07-09T23:08:58.521097,2023-11-13,Red Star Belgrade,Champions League
268,15,Mateo Kovačić,Manchester City,1,80,MF,,,,1,0,1,1,0,0,0,0,72,58,88.4,0,0,0,0,0,6,4,0.0,1,5,0,0,0,0,0.0,0,0,0.0,0,0,0,3,95,0,0,0.0,0,11.9,0,7.4,0.0,0.0,2025-07-09T23:08:58.519833,2025-07-09T23:08:58.519834,2023-11-13,Fulham,Premier League
309,16,Mateo Kovačić,Manchester City,0,33,MF,,,,0,0,1,0,0,0,0,0,56,46,85.6,0,0,0,0,0,4,3,0.0,3,3,0,0,0,0,0.0,0,0,0.0,0,0,2,0,82,0,0,0.0,0,11.3,0,7.3,0.0,0.0,2025-07-09T23:08:58.520552,2025-07-09T23:08:58.520553,2023-11-13,Red Star Belgrade,Champions League
487,16,Matheus Nunes,Manchester City,1,74,MF,,,,0,0,1,1,0,0,0,0,79,65,85.9,0,0,0,0,0,0,0,0.0,4,5,0,0,0,0,0.0,0,0,0.0,0,0,0,1,108,0,0,0.0,0,9.0,0,7.1,0.0,0.0,2025-07-09T23:08:58.524754,2025-07-09T23:08:58.524755,2023-11-13,Red Star Belgrade,Champions League
763,15,Oscar Bobb,Manchester City,0,20,MF,,,,0,0,3,2,0,0,0,0,44,38,83.7,0,0,0,0,0,0,0,0.0,0,3,0,0,0,0,0.0,0,0,0.0,0,0,2,3,56,0,0,0.0,0,9.4,0,7.8,0.0,0.0,2025-07-09T23:08:58.531359,2025-07-09T23:08:58.531360,2023-11-13,Fulham,Premier League
766,16,Oscar Bobb,Manchester City,0,39,MF,,,,0,0,0,0,0,0,0,0,42,39,94.8,0,0,0,0,0,3,1,0.0,2,4,0,0,0,0,0.0,0,0,0.0,0,0,2,2,68,0,0,0.0,0,11.4,0,6.7,0.0,0.0,2025-07-09T23:08:58.531408,2025-07-09T23:08:58.531409,2023-11-13,Red Star Belgrade,Champions League
416,16,Phil Foden,Manchester City,1,72,MF,,,,0,0,1,1,0,0,0,0,54,44,84.9,0,0,0,0,0,3,2,0.0,4,1,0,0,0,0,0.0,0,0,0.0,0,0,1,1,78,0,0,0.0,0,9.4,0,7.9,0.0,0.0,2025-07-09T23:08:58.523183,2025-07-09T23:08:58.523184,2023-11-13,Red Star Belgrade,Champions League
371,15,Rico Lewis,Manchester City,1,75,MF,,,,0,0,3,0,0,0,0,0,53,48,90.2,0,0,0,0,0,1,0,0.0,2,4,0,0,0,0,0.0,0,0,0.0,0,0,0,0,68,0,0,0.0,0,11.6,0,7.4,0.0,0.0,2025-07-09T23:08:58.522026,2025-07-09T23:08:58.522027,2023-11-13,Fulham,Premier League
354,16,Rico Lewis,Manchester City,1,83,MF,,,,0,1,1,0,0,0,0,0,21,17,88.5,0,0,0,0,0,3,2,0.0,2,3,0,0,0,0,0.0,0,0,0.0,0,0,0,3,33,0,0,0.0,0,11.5,0,8.0,0.0,0.0,2025-07-09T23:08:58.521724,2025-07-09T23:08:58.521725,2023-11-13,Red Star Belgrade,Champions League
733,15,Rodri,Manchester City,0,25,MF,,,,0,0,2,1,0,0,0,0,46,38,80.5,0,0,0,0,0,5,3,0.0,0,1,0,0,0,0,0.0,0,0,0.0,0,0,0,2,60,0,0,0.0,0,9.2,0,7.5,0.0,0.0,2025-07-09T23:08:58.530553,2025-07-09T23:08:58.530553,2023-11-13,Fulham,Premier League
718,16,Rodri,Manchester City,1,85,MF,,,,0,0,2,0,0,0,0,0,25,23,87.1,0,0,0,0,0,5,3,0.0,0,4,0,0,0,0,0.0,0,0,0.0,0,0,3,3,35,0,0,0.0,0,10.9,0,8.1,0.0,0.0,2025-07-09T23:08:58.530320,2025-07-09T23:08:58.530321,2023-11-13,Red Star Belgrade,Champions League
187,15,Rúben Dias,Manchester City,1,79,MF,,,,0,0,0,0,0,0,0,0,43,37,92.6,0,0,0,0,0,0,0,0.0,4,2,0,0,0,0,0.0,0,0,0.0,0,0,0,3,69,0,0,0.0,0,10.8,0,6.9,0.0,0.0,2025-07-09T23:08:58.517861,2025-07-09T23:08:58.517862,2023-11-13,Fulham,Premier League
772,15,Scott Carson,Manchester City,1,71,MF,,,,0,0,2,1,0,0,0,0,31,27,88.1,0,0,0,0,0,4,2,0.0,2,4,0,0,0,0,0.0,0,0,0.0,0,0,3,0,41,0,0,0.0,0,11.0,0,7.9,0.0,0.0,2025-07-09T23:08:58.532145,2025-07-09T23:08:58.532146,2023-11-13,Fulham,Premier League
390,15,Sávio,Manchester City,1,81,MF,,,,0,0,2,1,0,0,0,0,80,68,85.6,0,0,0,0,0,5,3,0.0,0,4,0,0,0,0,0.0,0,0,0.0,0,0,0,2,107,0,0,0.0,0,11.5,0,6.9,0.0,0.0,2025-07-09T23:08:58.522563,2025-07-09T23:08:58.522564,2023-11-13,Fulham,Premier League
253,15,İlkay Gündoğan,Manchester City,0,24,MF,,,,0,0,0,0,0,0,0,0,65,59,84.9,0,0,0,0,0,0,0,0.0,1,3,0,0,0,0,0.0,0,0,0.0,0,0,3,3,87,0,0,0.0,0,9.9,0,8.4,0.0,0.0,2025-07-09T23:08:58.519357,2025-07-09T23:08:58.519358,2023-11-13,Fulham,Premier League
265,16,İlkay Gündoğan,Manchester City,0,29,MF,,,,0,0,2,0,0,0,0,0,45,37,93.5,0,0,0,0,0,6,4,0.0,2,4,0,0,0,0,0.0,0,0,0.0,0,0,2,2,69,0,0,0.0,0,10.9,0,6.7,0.0,0.0,2025-07-09T23:08:58.519571,2025-07-09T23:08:58.519571,2023-11-13,Red Star Belgrade,Champions League
129,17,Ederson,Manchester City,1,88,MF,,,,0,0,2,0,0,0,0,0,65,59,88.0,0,0,0,0,0,4,3,0.0,4,1,0,0,0,0,0.0,0,0,0.0,0,0,1,0,76,0,0,0.0,0,11.5,0,6.8,0.0,0.0,2025-07-09T23:08:58.516664,2025-07-09T23:08:58.516665,2023-11-17,Newcastle United,EFL Cup
43,17,Erling Haaland,Manchester City,1,73,MF,,,,0,0,3,0,0,0,0,0,64,52,83.8,0,0,0,0,0,4,2,0.0,2,1,0,0,0,0,0.0,0,0,0.0,0,0,1,2,84,0,0,0.0,0,9.6,0,7.4,0.0,0.0,2025-07-09T23:08:58.514782,2025-07-09T23:08:58.514783,2023-11-17,Newcastle United,EFL Cup
640,17,Jack Grealish,Manchester City,0,43,MF,,,,0,0,1,1,0,0,0,0,21,18,90.6,0,0,0,0,0,5,3,0.0,2,1,0,0,0,0,0.0,0,0,0.0,0,0,0,2,34,0,0,0.0,0,11.5,0,8.3,0.0,0.0,2025-07-09T23:08:58.528216,2025-07-09T23:08:58.528217,2023-11-17,Newcastle United,EFL Cup
784,17,Jacob Wright,Manchester City,1,86,MF,,,,0,0,0,0,0,0,0,0,76,65,80.9,0,0,0,0,0,1,0,0.0,1,2,0,0,0,0,0.0,0,0,0.0,0,0,1,1,87,0,0,0.0,0,9.8,0,8.2,0.0,0.0,2025-07-09T23:08:58.532834,2025-07-09T23:08:58.532835,2023-11-17,Newcastle United,EFL Cup
650,17,John Stones,Manchester City,1,90,MF,,,,0,1,3,2,0,0,0,0,40,33,80.4,0,0,0,0,0,1,0,0.0,4,3,0,0,0,0,0.0,0,0,0.0,0,0,2,1,50,0,0,0.0,0,11.4,0,7.2,0.0,0.0,2025-07-09T23:08:58.528516,2025-07-09T23:08:58.528517,2023-11-17,Newcastle United,EFL Cup
31,17,Joško Gvardiol,Manchester City,0,21,MF,,,,0,0,2,2,0,0,0,0,29,26,93.4,0,0,0,0,0,4,2,0.0,1,4,0,0,0,0,0.0,0,0,0.0,0,0,2,3,52,0,0,0.0,0,10.1,0,8.4,0.0,0.0,2025-07-09T23:08:58.514375,2025-07-09T23:08:58.514375,2023-11-17,Newcastle United,EFL Cup
555,17,Kyle Walker,Manchester City,1,90,MF,,,,0,0,1,1,0,0,0,0,26,20,92.0,0,0,0,0,0,3,1,0.0,3,3,0,0,0,0,0.0,0,0,0.0,0,0,0,2,37,0,0,0.0,0,11.3,0,7.7,0.0,0.0,2025-07-09T23:08:58.526468,2025-07-09T23:08:58.526469,2023-11-17,Newcastle United,EFL Cup
326,17,Manuel Akanji,Manchester City,1,84,MF,,,,0,0,0,0,0,0,0,0,30,28,87.9,0,0,0,0,0,6,4,0.0,1,4,0,0,0,0,0.0,0,0,0.0,0,0,0,3,46,0,0,0.0,0,9.4,0,7.6,0.0,0.0,2025-07-09T23:08:58.521063,2025-07-09T23:08:58.521064,2023-11-17,Newcastle United,EFL Cup
270,17,Mateo Kovačić,Manchester City,1,83,MF,,,,0,1,3,1,0,0,0,0,42,33,82.4,0,0,0,0,0,4,2,0.0,4,1,0,0,0,0,0.0,0,0,0.0,0,0,3,0,70,0,0,0.0,0,9.7,0,8.2,0.0,0.0,2025-07-09T23:08:58.519872,2025-07-09T23:08:58.519873,2023-11-17,Newcastle United,EFL Cup
594,17,Nathan Aké,Manchester City,1,85,MF,,,,0,1,1,1,0,0,0,0,76,69,80.5,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,3,1,98,0,0,0.0,0,11.2,0,7.6,0.0,0.0,2025-07-09T23:08:58.527362,2025-07-09T23:08:58.527362,2023-11-17,Newcastle United,EFL Cup
362,17,Rico Lewis,Manchester City,1,77,MF,,,,0,0,1,1,0,0,0,0,71,61,93.5,0,0,0,0,0,2,1,0.0,2,2,0,0,0,0,0.0,0,0,0.0,0,0,3,0,90,0,0,0.0,0,11.3,0,6.6,0.0,0.0,2025-07-09T23:08:58.521876,2025-07-09T23:08:58.521877,2023-11-17,Newcastle United,EFL Cup
212,17,Rúben Dias,Manchester City,0,21,MF,,,,0,0,0,0,0,0,0,0,57,47,91.7,0,0,0,0,0,4,3,0.0,4,1,0,0,0,0,0.0,0,0,0.0,0,0,1,4,76,0,0,0.0,0,10.7,0,6.8,0.0,0.0,2025-07-09T23:08:58.518365,2025-07-09T23:08:58.518366,2023-11-17,Newcastle United,EFL Cup
405,17,Sávio,Manchester City,0,31,MF,,,,0,0,2,1,0,0,0,0,22,20,80.8,0,0,0,0,0,3,2,0.0,2,3,0,0,0,0,0.0,0,0,0.0,0,0,3,1,38,0,0,0.0,0,10.6,0,6.6,0.0,0.0,2025-07-09T23:08:58.522818,2025-07-09T23:08:58.522819,2023-11-17,Newcastle United,EFL Cup
222,17,İlkay Gündoğan,Manchester City,1,70,MF,,,,0,0,1,0,0,0,0,0,73,60,88.3,0,0,0,0,0,1,0,0.0,3,1,0,0,0,0,0.0,0,0,0.0,0,0,3,0,91,0,0,0.0,0,11.3,0,6.6,0.0,0.0,2025-07-09T23:08:58.518806,2025-07-09T23:08:58.518807,2023-11-17,Newcastle United,EFL Cup
95,18,Bernardo Silva,Manchester City,1,81,MF,,,,0,1,0,0,0,0,0,0,64,51,94.9,0,0,0,0,0,6,4,0.0,4,0,0,0,0,0,0.0,0,0,0.0,0,0,0,1,93,0,0,0.0,0,10.6,0,8.4,0.0,0.0,2025-07-09T23:08:58.515883,2025-07-09T23:08:58.515883,2023-11-26,Wolverhampton Wanderers,Premier League
512,18,Jeremy Doku,Manchester City,1,90,MF,,,,1,0,3,3,0,0,0,0,69,62,87.5,0,0,0,0,0,6,4,0.0,1,5,0,0,0,0,0.0,0,0,0.0,0,0,1,3,96,0,0,0.0,0,10.4,0,6.9,0.0,0.0,2025-07-09T23:08:58.525359,2025-07-09T23:08:58.525360,2023-11-26,Wolverhampton Wanderers,Premier League
670,18,John Stones,Manchester City,1,80,MF,,,,0,0,1,1,0,0,0,0,50,44,91.9,0,0,0,0,0,2,1,0.0,3,2,0,0,0,0,0.0,0,0,0.0,1,0,2,3,64,0,0,0.0,0,9.6,0,7.7,0.0,0.0,2025-07-09T23:08:58.528840,2025-07-09T23:08:58.528840,2023-11-26,Wolverhampton Wanderers,Premier League
4,18,Joško Gvardiol,Manchester City,1,81,MF,,,,0,0,3,2,0,0,0,0,56,48,94.3,0,0,0,0,0,6,4,0.0,0,5,0,0,0,0,0.0,0,0,0.0,0,0,1,0,69,0,0,0.0,0,10.2,0,7.2,0.0,0.0,2025-07-09T23:08:58.513922,2025-07-09T23:08:58.513923,2023-11-26,Wolverhampton Wanderers,Premier League
329,18,Manuel Akanji,Manchester City,1,74,MF,,,,0,0,0,0,0,0,0,0,63,58,86.0,0,0,0,0,0,3,1,0.0,3,2,0,0,0,0,0.0,0,0,0.0,0,0,1,3,77,0,0,0.0,0,10.1,0,7.0,0.0,0.0,2025-07-09T23:08:58.521113,2025-07-09T23:08:58.521114,2023-11-26,Wolverhampton Wanderers,Premier League
272,18,Mateo Kovačić,Manchester City,1,71,MF,,,,0,0,1,1,0,0,0,0,33,28,91.5,0,0,0,0,0,4,2,0.0,0,1,0,0,0,0,0.0,0,0,0.0,0,0,1,0,58,0,0,0.0,0,9.4,0,7.6,0.0,0.0,2025-07-09T23:08:58.519908,2025-07-09T23:08:58.519909,2023-11-26,Wolverhampton Wanderers,Premier League
587,18,Nathan Aké,Manchester City,1,74,MF,,,,0,0,2,1,0,0,0,0,64,53,89.9,0,0,0,0,0,3,2,0.0,1,5,0,0,0,0,0.0,0,0,0.0,0,0,2,2,85,0,0,0.0,0,10.3,0,8.1,0.0,0.0,2025-07-09T23:08:58.527252,2025-07-09T23:08:58.527253,2023-11-26,Wolverhampton Wanderers,Premier League
746,18,Oscar Bobb,Manchester City,1,83,MF,,,,0,0,2,1,0,0,0,0,31,25,92.3,0,0,0,0,0,5,3,0.0,1,5,0,0,0,0,0.0,0,0,0.0,0,0,2,4,46,0,0,0.0,0,10.9,0,7.1,0.0,0.0,2025-07-09T23:08:58.531088,2025-07-09T23:08:58.531089,2023-11-26,Wolverhampton Wanderers,Premier League
369,18,Rico Lewis,Manchester City,1,72,MF,,,,0,0,2,0,0,0,0,0,78,70,84.0,0,0,0,0,0,5,3,0.0,1,4,0,0,0,0,0.0,0,0,0.0,0,0,3,0,93,0,0,0.0,0,10.7,0,7.2,0.0,0.0,2025-07-09T23:08:58.521993,2025-07-09T23:08:58.521994,2023-11-26,Wolverhampton Wanderers,Premier League
717,18,Rodri,Manchester City,1,79,MF,,,,0,0,1,0,0,0,0,0,78,73,93.4,0,0,0,0,0,0,0,0.0,4,5,0,0,0,0,0.0,0,0,0.0,0,0,1,4,93,0,0,0.0,0,9.6,0,7.3,0.0,0.0,2025-07-09T23:08:58.530303,2025-07-09T23:08:58.530304,2023-11-26,Wolverhampton Wanderers,Premier League
206,18,Rúben Dias,Manchester City,0,26,MF,,,,0,0,1,0,0,0,0,0,37,30,94.5,0,0,0,0,0,1,0,0.0,2,5,0,0,0,0,0.0,0,0,0.0,0,0,0,0,58,0,0,0.0,0,11.6,0,7.0,0.0,0.0,2025-07-09T23:08:58.518183,2025-07-09T23:08:58.518184,2023-11-26,Wolverhampton Wanderers,Premier League
246,18,İlkay Gündoğan,Manchester City,1,82,MF,,,,0,0,0,0,0,0,0,0,39,35,90.0,0,0,0,0,0,1,0,0.0,2,5,0,0,0,0,0.0,0,0,0.0,0,0,0,4,67,0,0,0.0,0,10.2,0,7.2,0.0,0.0,2025-07-09T23:08:58.519239,2025-07-09T23:08:58.519240,2023-11-26,Wolverhampton Wanderers,Premier League
150,19,Ederson,Manchester City,1,73,MF,,,,0,0,3,2,0,0,0,0,67,59,92.4,0,0,0,0,0,5,3,0.0,0,5,0,0,0,0,0.0,0,0,0.0,0,0,2,1,84,0,0,0.0,0,11.0,0,7.9,0.0,0.0,2025-07-09T23:08:58.517027,2025-07-09T23:08:58.517028,2023-12-01,RB Leipzig,Champions League
82,19,Erling Haaland,Manchester City,0,21,MF,,,,0,0,2,1,0,0,0,0,59,53,86.6,0,0,0,0,0,5,3,0.0,0,4,0,0,0,0,0.0,0,0,0.0,0,0,3,3,84,0,0,0.0,0,10.2,0,7.4,0.0,0.0,2025-07-09T23:08:58.515441,2025-07-09T23:08:58.515442,2023-12-01,RB Leipzig,Champions League
515,19,Jeremy Doku,Manchester City,1,84,MF,,,,1,0,2,2,0,0,0,0,54,49,88.3,0,0,0,0,0,0,0,0.0,1,2,0,0,0,0,0.0,0,0,0.0,0,0,3,2,72,0,0,0.0,0,11.8,0,6.6,0.0,0.0,2025-07-09T23:08:58.525409,2025-07-09T23:08:58.525410,2023-12-01,RB Leipzig,Champions League
34,19,Joško Gvardiol,Manchester City,0,44,MF,,,,0,0,0,0,0,0,0,0,56,46,82.7,0,0,0,0,0,1,0,0.0,0,3,0,0,0,0,0.0,0,0,0.0,0,0,2,1,73,0,0,0.0,0,10.5,0,7.2,0.0,0.0,2025-07-09T23:08:58.514421,2025-07-09T23:08:58.514422,2023-12-01,RB Leipzig,Champions League
